inventory_record_id,inventory_id,product_id,warehouse_id,country_code,region_name,inventory_date,stock_available,stock_reserved,stock_damaged,reorder_level,units_sold,units_returned,created_at,created_by
,INV-202007-0000000000,PROD-0000062730,WH-00122,CAN,Asia,2020-07-11,140,13,0,249,46,3,2020-07-11 22:33:04,jennifer.bauer068@analytics.example.com
,INV-202007-0000000001,PROD-0000055857,WH-00216,NLD,Asia,2020-07-17,35,6,1,165,9,0,2020-07-17 20:41:44,ashley.marks069@commerce.example.com
,INV-202007-0000000002,PROD-0000059397,WH-00236,NLD,North America,2020-07-21,173,9,5,173,49,2,2020-07-21 07:06:08,lance.williams029@platform.example.com
,INV-202007-0000000003,PROD-0000059086,WH-00167,ITA,Europe,2020-07-17,179,51,1,241,64,3,2020-07-17 06:45:42,ryan.steele043@commerce.example.com
,INV-202007-0000000004,PROD-0000055773,WH-00136,JPN,Europe,2020-07-15,559,13,1,178,109,2,2020-07-15 18:40:05,david.cabrera119@dataops.example.com
,INV-202007-0000000005,PROD-0000058621,WH-00100,SGP,Europe,2020-07-10,1641,391,50,215,443,30,2020-07-10 11:22:12,megan.cunningham013@commerce.example.com
,INV-202007-0000000006,PROD-0000054400,WH-00053,ARE,Europe,2020-07-04,0,0,0,73,0,0,2020-07-04 00:48:27,michelle.sims041@analytics.example.com
,INV-202007-0000000007,PROD-0000055139,WH-00229,NLD,Oceania,2020-07-27,342,28,1,289,83,6,2020-07-27 08:57:54,brandi.carter038@dataops.example.com
,INV-202007-0000000008,PROD-0000062999,WH-00154,FRA,Europe,2020-07-20,1126,220,8,137,194,17,2020-07-20 04:14:13,michelle.bender024@analytics.example.com
,INV-202007-0000000009,PROD-0000062793,WH-00043,FRA,Europe,2020-07-19,347,92,3,159,76,0,2020-07-19 14:09:26,john.mullins109@commerce.example.com
,INV-202007-0000000010,PROD-0000059592,WH-00157,MEX,Europe,2020-07-02,624,207,9,133,190,17,2020-07-02 19:52:21,stephen.daniels076@commerce.example.com
,INV-202007-0000000011,PROD-0000056028,WH-00063,JPN,Asia,2020-07-13,867,304,20,290,143,10,2020-07-13 06:30:13,lance.williams029@platform.example.com
,INV-202007-0000000012,PROD-0000062112,WH-00207,DEU,Asia,2020-07-09,715,49,26,279,115,7,2020-07-09 18:37:35,kelsey.taylor010@platform.example.com
