seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
340310,SELL-00340310,Carpenter LLC,Marketplace,United States,USA,North America,4.12,Active,Platform Fulfilled,2025-01-16,2025-01-16 00:00:00,,true,2025-01-16 18:20:18,megan.cunningham013@commerce.example.com
340311,SELL-00340311,"Booker, Strickland and Patrick",Brand,Netherlands,NLD,Europe,3.4,Active,Seller Fulfilled,2025-01-14,2025-01-14 00:00:00,,true,2025-01-14 01:26:13,jack.smith053@analytics.example.com
340312,SELL-00340312,Nolan-Tucker,Marketplace,France,FRA,Europe,3.97,Active,Dropship,2025-01-03,2025-01-03 00:00:00,,true,2025-01-03 04:43:38,joseph.johnson049@dataops.example.com
340313,SELL-00340313,"Gordon, Daniels and Martinez",Small Business,India,IND,Asia,4.59,Active,Dropship,2025-01-17,2025-01-17 00:00:00,,true,2025-01-17 05:24:39,dominic.hodges075@platform.example.com
340314,SELL-00340314,Edwards Inc,Retailer,United Kingdom,GBR,Europe,4.67,Active,Dropship,2025-01-06,2025-01-06 00:00:00,,true,2025-01-06 14:00:45,samantha.villa073@commerce.example.com
340315,SELL-00340315,Haynes-Davis,Small Business,Netherlands,NLD,Europe,3.42,Active,Platform Fulfilled,2025-01-31,2025-01-31 00:00:00,,true,2025-01-31 09:39:43,lisa.kim091@platform.example.com
340316,SELL-00340316,"Ibarra, Dalton and Hutchinson",Distributor,United Kingdom,GBR,Europe,4.68,Active,Dropship,2025-01-18,2025-01-18 00:00:00,,true,2025-01-18 09:06:44,juan.simmons120@platform.example.com
340317,SELL-00340317,Blankenship Group,Small Business,Mexico,MEX,North America,4.63,Active,Seller Fulfilled,2025-01-17,2025-01-17 00:00:00,,true,2025-01-17 23:55:53,jennifer.shepherd015@analytics.example.com
340318,SELL-00340318,Gonzales-Torres,Brand,United Arab Emirates,ARE,Asia,4.73,Active,Seller Fulfilled,2025-01-20,2025-01-20 00:00:00,,true,2025-01-20 07:09:26,jack.smith053@analytics.example.com
340319,SELL-00340319,Nelson-Lewis,Marketplace,Brazil,BRA,South America,4.02,Active,Platform Fulfilled,2025-01-03,2025-01-03 00:00:00,,true,2025-01-03 05:33:10,susan.rice083@commerce.example.com
340320,SELL-00340320,Turner-Caldwell,Distributor,Brazil,BRA,South America,3.73,Active,Seller Fulfilled,2025-01-11,2025-01-11 00:00:00,,true,2025-01-11 02:23:01,kevin.mathews014@analytics.example.com
340321,SELL-00340321,Fisher Group,Retailer,Australia,AUS,Oceania,4.4,Active,Platform Fulfilled,2025-01-06,2025-01-06 00:00:00,,true,2025-01-06 14:08:29,victor.palmer071@platform.example.com
340322,SELL-00340322,Santos LLC,Small Business,Netherlands,NLD,Europe,3.64,Active,Seller Fulfilled,2025-01-22,2025-01-22 00:00:00,,true,2025-01-22 10:06:16,benjamin.brooks117@dataops.example.com
340323,SELL-00340323,Zimmerman-Glass,Distributor,Spain,ESP,Europe,4.0,Active,Platform Fulfilled,2025-01-13,2025-01-13 00:00:00,,true,2025-01-13 14:25:00,jeffery.miller012@commerce.example.com
340324,SELL-00340324,Johnson-Fowler,Marketplace,Mexico,MEX,North America,3.5,Active,Seller Fulfilled,2025-01-23,2025-01-23 00:00:00,,true,2025-01-23 22:12:45,patrick.gonzalez035@dataops.example.com
340325,SELL-00340325,Hart-Mcguire,Distributor,United Kingdom,GBR,Europe,3.88,Active,Seller Fulfilled,2025-01-03,2025-01-03 00:00:00,,true,2025-01-03 04:01:33,katelyn.pitts017@commerce.example.com
340326,SELL-00340326,Powell-Davidson,Brand,Germany,DEU,Europe,4.27,Active,Dropship,2025-01-27,2025-01-27 00:00:00,,true,2025-01-27 02:38:45,anita.garcia021@dataops.example.com
340327,SELL-00340327,"Russell, Lee and Bruce",Small Business,Mexico,MEX,North America,3.8,Active,Seller Fulfilled,2025-01-04,2025-01-04 00:00:00,,true,2025-01-04 21:06:04,adam.gordon030@commerce.example.com
340328,SELL-00340328,"Powell, Walker and Porter",Small Business,Germany,DEU,Europe,4.29,Inactive,Seller Fulfilled,2025-01-22,2025-01-22 00:00:00,,true,2025-01-22 00:36:07,dominic.hodges075@platform.example.com
340329,SELL-00340329,Acevedo-Jones,Small Business,United Arab Emirates,ARE,Asia,4.44,Active,Dropship,2025-01-22,2025-01-22 00:00:00,,true,2025-01-22 11:57:06,brittany.rose019@commerce.example.com
340330,SELL-00340330,Holt Group,Distributor,Singapore,SGP,Asia,4.44,Active,Dropship,2025-01-17,2025-01-17 00:00:00,,true,2025-01-17 01:22:15,chelsea.patel065@commerce.example.com
340331,SELL-00340331,Howard-Hicks,Distributor,Singapore,SGP,Asia,4.21,Active,Dropship,2025-01-15,2025-01-15 00:00:00,,true,2025-01-15 12:34:24,brandon.yu006@analytics.example.com
340332,SELL-00340332,"Fletcher, Mcguire and Hughes",Retailer,United States,USA,North America,4.03,Active,Platform Fulfilled,2025-01-21,2025-01-21 00:00:00,,true,2025-01-21 08:46:25,shawn.baxter004@dataops.example.com
340333,SELL-00340333,"Perez, Martin and Marquez",Distributor,United Kingdom,GBR,Europe,4.22,Active,Platform Fulfilled,2025-01-06,2025-01-06 00:00:00,,true,2025-01-06 14:13:40,victor.palmer071@platform.example.com
340334,SELL-00340334,Edwards Group,Brand,Mexico,MEX,North America,3.82,Active,Seller Fulfilled,2025-01-29,2025-01-29 00:00:00,,true,2025-01-29 06:05:56,eric.rowe100@platform.example.com
340335,SELL-00340335,Davis-Vance,Small Business,India,IND,Asia,3.86,Active,Platform Fulfilled,2025-01-21,2025-01-21 00:00:00,,true,2025-01-21 09:16:49,michael.johnson061@platform.example.com
340336,SELL-00340336,Leon LLC,Retailer,France,FRA,Europe,4.5,Active,Dropship,2025-01-25,2025-01-25 00:00:00,,true,2025-01-25 00:34:30,joseph.johnson049@dataops.example.com
340337,SELL-00340337,Webster-Montes,Brand,India,IND,Asia,4.87,Active,Dropship,2025-01-04,2025-01-04 00:00:00,,true,2025-01-04 16:46:04,sandra.hunter036@platform.example.com
340338,SELL-00340338,George Ltd,Small Business,Germany,DEU,Europe,4.91,Active,Platform Fulfilled,2025-01-08,2025-01-08 00:00:00,,true,2025-01-08 00:44:23,kelsey.taylor010@platform.example.com
340339,SELL-00340339,Brock Inc,Marketplace,Netherlands,NLD,Europe,4.49,Active,Seller Fulfilled,2025-01-03,2025-01-03 00:00:00,,true,2025-01-03 09:12:15,crystal.smith022@platform.example.com
340340,SELL-00340340,Shepherd-Beck,Marketplace,Singapore,SGP,Asia,3.76,Active,Seller Fulfilled,2025-01-08,2025-01-08 00:00:00,,true,2025-01-08 09:52:41,linda.daniels047@dataops.example.com
340341,SELL-00340341,Hardy Inc,Small Business,Australia,AUS,Oceania,4.12,Active,Seller Fulfilled,2025-01-23,2025-01-23 00:00:00,,true,2025-01-23 12:04:44,jennifer.yu037@dataops.example.com
340342,SELL-00340342,Taylor Group,Small Business,Canada,CAN,North America,3.94,Active,Platform Fulfilled,2025-01-09,2025-01-09 00:00:00,,true,2025-01-09 11:22:01,willie.long016@dataops.example.com
340343,SELL-00340343,Navarro-Smith,Retailer,India,IND,Asia,4.66,Active,Dropship,2025-01-02,2025-01-02 00:00:00,,true,2025-01-02 11:28:31,brian.banks011@platform.example.com
340344,SELL-00340344,"Fox, Frey and Bolton",Marketplace,United Kingdom,GBR,Europe,4.04,Inactive,Platform Fulfilled,2025-01-06,2025-01-06 00:00:00,,true,2025-01-06 17:20:54,nicholas.wilson027@analytics.example.com
340345,SELL-00340345,Valdez-Fisher,Small Business,Singapore,SGP,Asia,4.61,Inactive,Dropship,2025-01-30,2025-01-30 00:00:00,,true,2025-01-30 05:57:33,rachel.hall062@platform.example.com
340346,SELL-00340346,Munoz Inc,Retailer,Australia,AUS,Oceania,4.37,Inactive,Dropship,2025-01-18,2025-01-18 00:00:00,,true,2025-01-18 16:00:20,juan.simmons120@platform.example.com
340347,SELL-00340347,Williams PLC,Distributor,India,IND,Asia,4.83,Active,Platform Fulfilled,2025-01-22,2025-01-22 00:00:00,,true,2025-01-22 00:34:38,craig.johnson106@analytics.example.com
340348,SELL-00340348,"Williams, Snyder and Sanchez",Brand,Italy,ITA,Europe,3.7,Active,Platform Fulfilled,2025-01-23,2025-01-23 00:00:00,,true,2025-01-23 08:17:01,jonathan.jimenez057@platform.example.com
340349,SELL-00340349,Stephens-Odom,Retailer,Germany,DEU,Europe,3.99,Active,Seller Fulfilled,2025-01-13,2025-01-13 00:00:00,,true,2025-01-13 00:41:39,timothy.cannon081@analytics.example.com
340350,SELL-00340350,Molina-Reeves,Retailer,United Kingdom,GBR,Europe,3.43,Suspended,Platform Fulfilled,2025-01-07,2025-01-07 00:00:00,,true,2025-01-07 07:30:07,andrea.cummings039@platform.example.com
340351,SELL-00340351,Duncan-Glover,Small Business,Netherlands,NLD,Europe,3.8,Active,Seller Fulfilled,2025-01-18,2025-01-18 00:00:00,,true,2025-01-18 06:48:28,brian.banks011@platform.example.com
340352,SELL-00340352,"Rasmussen, Arnold and Dawson",Small Business,Germany,DEU,Europe,4.67,Active,Platform Fulfilled,2025-01-21,2025-01-21 00:00:00,,true,2025-01-21 10:37:56,christine.carter078@commerce.example.com
