review_record_id,review_id,customer_id,product_id,order_id,rating,review_title,review_text,verified_purchase,helpful_votes,review_timestamp,country_code,region_name,sentiment,created_at,created_by
,REV-202404-0000000000,CUST-0001229134,PROD-0000674032,ORD-202404-0000003373,4,Highly recommended,Those respond usually attention college perform.,true,14,2024-04-26 00:39:01,ESP,Asia,Positive,2024-04-26 00:39:01,crystal.smith022@platform.example.com
,REV-202404-0000000001,CUST-0001215076,PROD-0000680868,ORD-202404-0000005348,1,Average experience,Just seat join film often state.,true,2,2024-04-06 06:15:25,DEU,North America,Negative,2024-04-06 06:15:25,timothy.cannon081@analytics.example.com
,REV-202404-0000000002,CUST-0001214247,PROD-0000687815,ORD-202404-0000004046,4,Average experience,Of watch get show. Determine court cause affect nothing beat. Pass policy military hotel.,true,6,2024-04-22 01:27:24,ITA,Europe,Positive,2024-04-22 01:27:24,joseph.johnson049@dataops.example.com
,REV-202404-0000000003,CUST-0001220905,PROD-0000672621,ORD-202404-0000005205,4,Excellent quality,Capital close visit life.,true,0,2024-04-09 08:23:58,IND,Oceania,Positive,2024-04-09 08:23:58,jimmy.washington028@commerce.example.com
,REV-202404-0000000004,CUST-0001218858,PROD-0000686575,ORD-202404-0000002646,5,Not as expected,Law different enter later structure.,true,5,2024-04-27 19:56:28,JPN,Asia,Positive,2024-04-27 19:56:28,kristen.bailey110@analytics.example.com
,REV-202404-0000000005,CUST-0001209726,PROD-0000673202,ORD-202404-0000001782,4,Great product,Ground ground stuff police decade. Indeed share hold hospital enter half argue season. Blood customer again business former. Decide lot money his indicate. Own computer lay room west.,true,5,2024-04-17 15:18:03,USA,Europe,Positive,2024-04-17 15:18:03,micheal.chen050@dataops.example.com
,REV-202404-0000000006,CUST-0001232707,PROD-0000676843,ORD-202404-0000009669,5,Not as expected,Air husband fly list girl involve again without. Democratic tax doctor herself. Stage best thus table stuff support. Help tend child series design.,true,0,2024-04-27 09:24:16,IND,Asia,Positive,2024-04-27 09:24:16,jason.franklin045@dataops.example.com
,REV-202404-0000000007,CUST-0001230244,PROD-0000681151,ORD-202404-0000001547,3,Not as expected,Explain away kitchen throw improve. Identify personal nation.,true,17,2024-04-26 05:06:21,USA,Europe,Neutral,2024-04-26 05:06:21,ryan.steele043@commerce.example.com
,REV-202404-0000000008,CUST-0001229908,PROD-0000683701,ORD-202404-0000004226,3,Highly recommended,Hospital itself arm control magazine run.,true,0,2024-04-25 18:04:27,MEX,North America,Neutral,2024-04-25 18:04:27,micheal.hall064@dataops.example.com
,REV-202404-0000000009,CUST-0001215395,PROD-0000673556,ORD-202404-0000000870,5,Highly recommended,Chance around drive position develop value. These purpose firm source company player develop.,false,17,2024-04-29 14:51:18,CAN,Europe,Positive,2024-04-29 14:51:18,adam.henson113@dataops.example.com
,REV-202404-0000000010,CUST-0001215743,PROD-0000680477,ORD-202404-0000006148,4,Average experience,Good education up return. Employee painting near ball newspaper trouble.,true,0,2024-04-18 07:41:01,GBR,North America,Positive,2024-04-18 07:41:01,eric.horton058@analytics.example.com
,REV-202404-0000000011,CUST-0001214135,PROD-0000678267,ORD-202404-0000005376,1,Worth the money,Food possible community tree treat opportunity data. Responsibility network six total trouble white class.,true,1,2024-04-15 22:50:54,SGP,North America,Negative,2024-04-15 22:50:54,david.cabrera119@dataops.example.com
,REV-202404-0000000012,CUST-0001217043,PROD-0000677923,ORD-202404-0000008942,2,Highly recommended,Father point personal marriage. Behavior power fish little despite where. Letter popular much card gun. Respond entire enough land again beautiful agreement machine.,true,16,2024-04-21 11:51:37,ITA,Asia,Negative,2024-04-21 11:51:37,christopher.reed095@commerce.example.com
,REV-202404-0000000013,CUST-0001209852,PROD-0000684180,ORD-202404-0000008076,4,Fast delivery,Increase message live. Capital quickly treatment wide.,true,7,2024-04-28 23:49:49,AUS,Europe,Positive,2024-04-28 23:49:49,james.proctor094@dataops.example.com
,REV-202404-0000000014,CUST-0001226056,PROD-0000681886,ORD-202404-0000005440,5,Fast delivery,Expert bad artist maintain decision expect far.,true,2,2024-04-25 20:22:59,IND,Europe,Positive,2024-04-25 20:22:59,maria.ashley046@analytics.example.com
,REV-202404-0000000015,CUST-0001228770,PROD-0000687229,ORD-202404-0000005392,5,Not as expected,Environment anything condition serve we organization nation.,true,3,2024-04-29 22:02:31,ITA,Europe,Positive,2024-04-29 22:02:31,kristin.krueger034@analytics.example.com
,REV-202404-0000000016,CUST-0001216295,PROD-0000677963,ORD-202404-0000004405,1,Great product,Energy happen kid tell let. Center base spend would to. Bill add approach dog able shoulder evidence. Down wind develop white probably. Management medical its pretty positive run education.,false,1,2024-04-03 11:52:53,NLD,Europe,Negative,2024-04-03 11:52:53,stephen.daniels076@commerce.example.com
,REV-202404-0000000017,CUST-0001231138,PROD-0000674514,ORD-202404-0000002068,3,Could be better,Serious work mission. Home wind probably see budget trip.,true,0,2024-04-02 01:24:36,FRA,Oceania,Neutral,2024-04-02 01:24:36,micheal.hall064@dataops.example.com
,REV-202404-0000000018,CUST-0001209924,PROD-0000688225,ORD-202404-0000003268,4,Worth the money,Nice hot blood charge note poor reflect. Though hold production professor class west program reality.,false,5,2024-04-21 15:33:36,CAN,North America,Positive,2024-04-21 15:33:36,tammy.smith009@platform.example.com
,REV-202404-0000000019,CUST-0001212333,PROD-0000675841,ORD-202404-0000000132,5,Not as expected,Industry off story south recently quickly.,true,12,2024-04-14 02:20:55,NLD,Europe,Positive,2024-04-14 02:20:55,richard.bradshaw051@platform.example.com
,REV-202404-0000000020,CUST-0001232949,PROD-0000679011,ORD-202404-0000002769,3,Not as expected,Long because fly hand during court painting. Collection player phone collection.,true,1,2024-04-27 11:29:58,MEX,Oceania,Neutral,2024-04-27 11:29:58,benjamin.brooks117@dataops.example.com
,REV-202404-0000000021,CUST-0001228313,PROD-0000678054,ORD-202404-0000006039,5,Fast delivery,Thing true those agreement hit tree. Gas policy good push laugh.,true,14,2024-04-19 05:44:42,NLD,North America,Positive,2024-04-19 05:44:42,chelsea.patel065@commerce.example.com
,REV-202404-0000000022,CUST-0001223786,PROD-0000677162,ORD-202404-0000004283,4,Average experience,Me follow worker eat usually top reveal. Court woman push source miss.,true,3,2024-04-12 06:11:29,CAN,South America,Positive,2024-04-12 06:11:29,christine.carter078@commerce.example.com
,REV-202404-0000000023,CUST-0001233914,PROD-0000684351,ORD-202404-0000002269,5,Fast delivery,Five woman story drug.,true,2,2024-04-07 19:54:41,USA,Europe,Positive,2024-04-07 19:54:41,alyssa.richards002@commerce.example.com
,REV-202404-0000000024,CUST-0001226116,PROD-0000679630,ORD-202404-0000004221,5,Fast delivery,Despite send new machine. Bed early discuss fill performance kitchen process. Design certainly owner mean its card audience. Space leg themselves state.,true,4,2024-04-27 11:58:34,ESP,North America,Positive,2024-04-27 11:58:34,james.richardson118@dataops.example.com
,REV-202404-0000000025,CUST-0001230373,PROD-0000685423,ORD-202404-0000003149,5,Excellent quality,Available market cut finish television we. Believe war source task us never good.,true,1,2024-04-15 20:20:01,FRA,Asia,Positive,2024-04-15 20:20:01,shawn.baxter004@dataops.example.com
,REV-202404-0000000026,CUST-0001220736,PROD-0000688385,ORD-202404-0000002310,4,Great product,State maintain community. Test second four send idea.,true,21,2024-04-12 05:55:58,JPN,Asia,Positive,2024-04-12 05:55:58,beth.carter090@dataops.example.com
,REV-202404-0000000027,CUST-0001234894,PROD-0000687791,ORD-202404-0000001554,4,Average experience,Later sort whom old process. Conference whom both fear traditional build specific. Want father within medical. Production guy respond network investment bar.,false,17,2024-04-21 14:32:53,GBR,Europe,Positive,2024-04-21 14:32:53,beth.carter090@dataops.example.com
