exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2024-08-05,SGD,JPY,0.3022943857,Bloomberg,Spot,2024-08-05 00:04:51,beth.carter090@dataops.example.com
,2024-08-31,GBP,USD,0.5521923509,Reuters,Daily,2024-08-31 11:17:32,brandon.yu006@analytics.example.com
,2024-08-16,AED,CAD,0.8319295163,Reuters,Daily,2024-08-16 18:32:57,sylvia.diaz107@dataops.example.com
,2024-08-23,CAD,MXN,0.5921614482,Internal FX,Daily,2024-08-23 23:12:05,craig.johnson106@analytics.example.com
,2024-08-16,CAD,INR,0.9581538304,Bloomberg,Closing,2024-08-16 01:34:35,jeffery.miller012@commerce.example.com
,2024-08-25,AED,CAD,0.5483538635,Reuters,Daily,2024-08-25 09:39:34,ryan.steele043@commerce.example.com
,2024-08-15,AED,EUR,0.6886656501,Internal FX,Closing,2024-08-15 20:12:44,brandi.carter038@dataops.example.com
,2024-08-13,BRL,GBP,0.5006770967,Internal FX,Daily,2024-08-13 09:52:09,eric.rowe100@platform.example.com
,2024-08-20,GBP,SGD,0.4013213407,Bloomberg,Spot,2024-08-20 13:07:53,sylvia.diaz107@dataops.example.com
,2024-08-29,INR,SGD,1.2704140035,Bloomberg,Closing,2024-08-29 09:31:54,kristen.bailey110@analytics.example.com
,2024-08-04,EUR,MXN,2.1687555839,ECB,Spot,2024-08-04 09:39:28,brian.taylor114@analytics.example.com
,2024-08-23,BRL,GBP,1.036204455,ECB,Daily,2024-08-23 07:25:49,maria.ashley046@analytics.example.com
,2024-08-09,JPY,MXN,1.5656875722,Internal FX,Daily,2024-08-09 17:07:14,micheal.chen050@dataops.example.com
,2024-08-31,AED,MXN,0.4437019148,ECB,Daily,2024-08-31 02:02:49,andrea.cummings039@platform.example.com
,2024-08-31,BRL,AUD,0.7051066803,Reuters,Daily,2024-08-31 16:59:25,jennifer.atkins003@platform.example.com
,2024-08-15,BRL,CAD,0.7258763328,Bloomberg,Daily,2024-08-15 01:01:54,michelle.bender024@analytics.example.com
,2024-08-04,SGD,EUR,2.5991129907,ECB,Daily,2024-08-04 05:12:13,jennifer.bauer068@analytics.example.com
