customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
61244,CUST-0000061244,Corey,Rodriguez,Male,1940-11-24,79,65+,corey.rodriguez.61244@yahoo.com,Germany,DEU,Europe,Western Europe,Brownburgh,North Carolina,10917,EUR,Occasional,Organic,2020-05-05,Active,true,2020-05-05 00:00:00,,true,Marketplace,2020-05-05 05:34:46,2020-05-05 22:02:29,michael.berger060@platform.example.com
61245,CUST-0000061245,Danielle,Young,Female,1947-12-27,72,65+,danielle.young.61245@gmail.com,United States,USA,North America,Northern America,East Katelynview,Tennessee,68938,USD,Premium,Direct,2020-05-01,Active,false,2020-05-01 00:00:00,,true,Mobile,2020-05-01 14:09:09,2020-05-01 07:48:22,john.mullins109@commerce.example.com
61246,CUST-0000061246,Rodney,Brandt,Male,1995-02-15,25,25-34,rodney.brandt.61246@yahoo.com,Canada,CAN,North America,Northern America,West Robert,Idaho,30462,CAD,Occasional,Paid Search,2020-05-10,Active,true,2020-05-10 00:00:00,,true,CRM,2020-05-10 21:33:07,2020-05-10 00:39:40,andrea.cummings039@platform.example.com
61247,CUST-0000061247,Brandon,Shields,Female,1972-03-05,48,45-54,brandon.shields.61247@hotmail.com,Canada,CAN,North America,Northern America,Lake Joseph,Wyoming,14709,CAD,New,Social,2020-05-21,Active,true,2020-05-21 00:00:00,,true,Marketplace,2020-05-21 17:55:13,2020-05-21 02:51:32,adam.gordon030@commerce.example.com
61248,CUST-0000061248,Robert,Forbes,Female,1940-08-05,79,65+,robert.forbes.61248@gmail.com,Australia,AUS,Oceania,Australia and New Zealand,Kristinview,New Mexico,75124,AUD,Occasional,Organic,2020-05-29,Active,true,2020-05-29 00:00:00,,true,Web,2020-05-29 12:14:00,2020-05-29 06:57:43,ashley.marks069@commerce.example.com
61249,CUST-0000061249,Michael,Duffy,Female,1988-04-10,32,25-34,michael.duffy.61249@yahoo.com,France,FRA,Europe,Western Europe,North Suzanne,Mississippi,54631,EUR,Regular,Direct,2020-05-15,Active,false,2020-05-15 00:00:00,,true,Marketplace,2020-05-15 09:52:50,2020-05-15 14:48:36,brandon.yu006@analytics.example.com
61250,CUST-0000061250,Felicia,Carlson,Male,1993-10-13,26,25-34,felicia.carlson.61250@hotmail.com,Singapore,SGP,Asia,South-eastern Asia,Lewisborough,Delaware,57598,SGD,Occasional,Paid Search,2020-05-30,Active,false,2020-05-30 00:00:00,,true,CRM,2020-05-30 20:12:39,2020-05-30 14:27:25,jeffery.miller012@commerce.example.com
61251,CUST-0000061251,Karen,Morgan,Male,1965-10-19,54,45-54,karen.morgan.61251@hotmail.com,United Arab Emirates,ARE,Asia,Western Asia,East Tim,Nevada,35213,AED,New,Referral,2020-05-18,Active,false,2020-05-18 00:00:00,,true,Mobile,2020-05-18 01:37:33,2020-05-18 23:45:37,michael.berger060@platform.example.com
61252,CUST-0000061252,Derek,Webb,Male,1990-01-21,30,25-34,derek.webb.61252@hotmail.com,Italy,ITA,Europe,Southern Europe,Clarkport,New Jersey,51236,EUR,Regular,Referral,2020-05-15,Active,true,2020-05-15 00:00:00,,true,CRM,2020-05-15 08:24:44,2020-05-15 22:40:04,ryan.steele043@commerce.example.com
61253,CUST-0000061253,Jessica,Gallegos,Female,1955-03-07,65,65+,jessica.gallegos.61253@hotmail.com,United Kingdom,GBR,Europe,Northern Europe,Rowlandview,Louisiana,26808,GBP,Occasional,Organic,2020-05-13,Active,true,2020-05-13 00:00:00,,true,Web,2020-05-13 00:42:47,2020-05-13 20:23:10,micheal.chen050@dataops.example.com
61254,CUST-0000061254,Michael,Shaffer,Female,1987-11-06,32,25-34,michael.shaffer.61254@hotmail.com,Japan,JPN,Asia,Eastern Asia,Markville,South Dakota,49631,JPY,Occasional,Direct,2020-05-29,Inactive,false,2020-05-29 00:00:00,,true,CRM,2020-05-29 08:21:25,2020-05-29 13:51:42,john.mullins109@commerce.example.com
61255,CUST-0000061255,Timothy,Mercado,Male,1953-02-01,67,65+,timothy.mercado.61255@gmail.com,Singapore,SGP,Asia,South-eastern Asia,Port Paul,Michigan,66697,SGD,Occasional,Email,2020-05-31,Active,false,2020-05-31 00:00:00,,true,Marketplace,2020-05-31 11:51:40,2020-05-31 07:16:41,joseph.johnson049@dataops.example.com
61256,CUST-0000061256,Chelsea,French,Prefer not to say,1980-06-15,39,35-44,chelsea.french.61256@hotmail.com,Brazil,BRA,South America,South America,Mendozachester,North Dakota,65828,BRL,Occasional,Social,2020-05-12,Active,true,2020-05-12 00:00:00,,true,Mobile,2020-05-12 19:01:41,2020-05-12 09:22:02,brandon.yu006@analytics.example.com
61257,CUST-0000061257,Colin,Nichols,Male,1985-08-24,34,25-34,colin.nichols.61257@gmail.com,Mexico,MEX,North America,Central America,Scottfurt,Michigan,64605,MXN,New,Organic,2020-05-28,Active,true,2020-05-28 00:00:00,,true,CRM,2020-05-28 12:38:54,2020-05-28 07:01:46,michael.berger060@platform.example.com
61258,CUST-0000061258,Brandon,Wilson,Prefer not to say,1987-03-11,33,25-34,brandon.wilson.61258@gmail.com,Spain,ESP,Europe,Southern Europe,West Mark,Oregon,23069,EUR,Regular,Organic,2020-05-26,Inactive,true,2020-05-26 00:00:00,,true,Mobile,2020-05-26 18:16:17,2020-05-26 01:44:06,ashley.marks069@commerce.example.com
61259,CUST-0000061259,Keith,Cole,Non-binary,1995-02-01,25,25-34,keith.cole.61259@yahoo.com,Australia,AUS,Oceania,Australia and New Zealand,Port Nicolasstad,Colorado,22007,AUD,Regular,Direct,2020-05-17,Suspended,false,2020-05-17 00:00:00,,true,Mobile,2020-05-17 01:09:31,2020-05-17 18:06:36,john.mullins109@commerce.example.com
61260,CUST-0000061260,Tiffany,Perkins,Prefer not to say,1956-01-15,64,55-64,tiffany.perkins.61260@hotmail.com,Spain,ESP,Europe,Southern Europe,West Hannahmouth,Texas,06147,EUR,New,Email,2020-05-10,Active,true,2020-05-10 00:00:00,,true,Web,2020-05-10 05:31:09,2020-05-10 02:20:20,maria.ashley046@analytics.example.com
61261,CUST-0000061261,Daniel,Moore,Prefer not to say,1950-06-03,69,65+,daniel.moore.61261@yahoo.com,United Arab Emirates,ARE,Asia,Western Asia,North Alexandria,Kentucky,74264,AED,Occasional,Paid Search,2020-05-05,Active,true,2020-05-05 00:00:00,,true,Mobile,2020-05-05 20:14:48,2020-05-05 00:05:26,maria.ashley046@analytics.example.com
61262,CUST-0000061262,Jason,Davis,Male,1954-09-06,65,65+,jason.davis.61262@gmail.com,France,FRA,Europe,Western Europe,Cherylchester,New York,39488,EUR,Occasional,Affiliate,2020-05-15,Active,false,2020-05-15 00:00:00,,true,CRM,2020-05-15 23:20:23,2020-05-15 17:14:37,lance.williams029@platform.example.com
61263,CUST-0000061263,Katelyn,Lambert,Non-binary,1942-01-28,78,65+,katelyn.lambert.61263@hotmail.com,Netherlands,NLD,Europe,Western Europe,Colemanstad,Kansas,94727,EUR,Occasional,Organic,2020-05-26,Active,true,2020-05-26 00:00:00,,true,CRM,2020-05-26 20:55:35,2020-05-26 08:23:21,brandon.yu006@analytics.example.com
61264,CUST-0000061264,Tina,Wise,Non-binary,1984-01-08,36,35-44,tina.wise.61264@hotmail.com,Germany,DEU,Europe,Western Europe,Port James,Missouri,85248,EUR,Occasional,Referral,2020-05-09,Active,true,2020-05-09 00:00:00,,true,Web,2020-05-09 22:36:15,2020-05-09 12:27:12,micheal.hall064@dataops.example.com
61265,CUST-0000061265,Tyler,Wheeler,Non-binary,1990-12-29,29,25-34,tyler.wheeler.61265@yahoo.com,Netherlands,NLD,Europe,Western Europe,Lake Michelle,Maryland,59059,EUR,Regular,Organic,2020-05-20,Active,true,2020-05-20 00:00:00,,true,Web,2020-05-20 17:10:17,2020-05-20 16:19:36,brandi.carter038@dataops.example.com
61266,CUST-0000061266,Linda,Carter,Non-binary,1944-12-10,75,65+,linda.carter.61266@gmail.com,Spain,ESP,Europe,Southern Europe,Jenniferberg,Wyoming,60705,EUR,New,Referral,2020-05-20,Active,true,2020-05-20 00:00:00,,true,CRM,2020-05-20 11:58:11,2020-05-20 10:34:31,victor.palmer071@platform.example.com
61267,CUST-0000061267,Theresa,Miranda,Prefer not to say,1990-01-21,30,25-34,theresa.miranda.61267@yahoo.com,Netherlands,NLD,Europe,Western Europe,Mccarthyton,New Jersey,79884,EUR,Regular,Direct,2020-05-14,Active,false,2020-05-14 00:00:00,,true,Web,2020-05-14 06:25:50,2020-05-14 05:27:58,adam.gordon030@commerce.example.com
