order_record_id,order_id,customer_id,session_id,order_timestamp,order_status,country_name,country_code,region_name,local_currency,subtotal_local,discount_local,shipping_local,tax_local,total_amount_local,payment_method,shipping_method,warehouse_id,estimated_delivery_date,actual_delivery_date,cancellation_date,return_flag,refund_amount_local,source_system,created_at,updated_at,created_by
,ORD-202102-0000000000,CUST-0000249995,SES-202102-0000009765,2021-02-08 11:49:11,Cancelled,Netherlands,NLD,Europe,EUR,2780.95,491.57,5.31,99.25,2393.94,Credit Card,Standard,WH-00062,2021-02-20,,2021-02-08 14:49:11,false,0,Mobile,2021-02-08 11:49:11,2021-02-08 12:05:11,john.mullins109@commerce.example.com
,ORD-202102-0000000001,CUST-0000256340,SES-202102-0000009965,2021-02-05 04:26:12,Completed,Australia,AUS,Oceania,AUD,2356.62,420.22,13.94,395.58,2345.92,Gift Card,Express,WH-00201,2021-02-15,2021-02-15,,false,0,POS,2021-02-05 04:26:12,2021-02-05 04:30:12,adam.gordon030@commerce.example.com
,ORD-202102-0000000002,CUST-0000246068,SES-202102-0000003555,2021-02-05 12:04:22,Cancelled,Germany,DEU,Europe,EUR,512.22,64.12,4.26,106.51,558.87,Apple Pay,Pickup,WH-00131,2021-02-13,,2021-02-08 12:04:22,false,0,Marketplace,2021-02-05 12:04:22,2021-02-05 12:13:22,victor.palmer071@platform.example.com
,ORD-202102-0000000003,CUST-0000252443,SES-202102-0000011085,2021-02-17 14:29:24,Processing,United States,USA,North America,USD,1244.24,197.17,44.37,132.3,1223.74,Google Pay,Economy,WH-00197,2021-02-26,,,false,0,Mobile,2021-02-17 14:29:24,2021-02-17 16:36:24,anita.garcia021@dataops.example.com
,ORD-202102-0000000004,CUST-0000249821,SES-202102-0000008003,2021-02-14 06:16:05,Completed,India,IND,Asia,INR,1176.45,55.93,30.77,76.52,1227.81,Google Pay,Same Day,WH-00183,2021-02-17,2021-02-17,,false,0,POS,2021-02-14 06:16:05,2021-02-14 07:02:05,stephen.clark001@analytics.example.com
,ORD-202102-0000000005,CUST-0000244078,SES-202102-0000004866,2021-02-19 12:31:43,Completed,Spain,ESP,Europe,EUR,2283.99,38.14,25.65,219.99,2491.49,Phonepe,Standard,WH-00034,2021-02-23,2021-02-23,,false,0,Marketplace,2021-02-19 12:31:43,2021-02-19 14:58:43,timothy.cameron104@commerce.example.com
,ORD-202102-0000000006,CUST-0000257728,SES-202102-0000011336,2021-02-09 04:35:46,Completed,United States,USA,North America,USD,349.85,32.6,26.53,18.22,362.0,Credit Card,Standard,WH-00064,2021-02-16,2021-02-16,,false,0,Web,2021-02-09 04:35:46,2021-02-09 05:39:46,ashley.marks069@commerce.example.com
,ORD-202102-0000000007,CUST-0000248304,SES-202102-0000000865,2021-02-03 10:03:10,Completed,Mexico,MEX,North America,MXN,1267.54,49.59,14.82,28.88,1261.65,Credit Card,Express,WH-00042,2021-02-10,2021-02-10,,false,0,Web,2021-02-03 10:03:10,2021-02-03 11:42:10,victor.palmer071@platform.example.com
,ORD-202102-0000000008,CUST-0000251039,SES-202102-0000004886,2021-02-17 17:44:54,Completed,United Arab Emirates,ARE,Asia,AED,153.37,33.45,15.17,7.95,143.04,Credit Card,Economy,WH-00001,2021-02-21,2021-02-21,,false,0,Mobile,2021-02-17 17:44:54,2021-02-17 17:47:54,stephen.clark001@analytics.example.com
,ORD-202102-0000000009,CUST-0000244923,SES-202102-0000006195,2021-02-20 20:27:10,Completed,Netherlands,NLD,Europe,EUR,1999.37,16.23,32.08,271.65,2286.87,Apple Pay,Express,WH-00239,2021-02-25,2021-02-25,,false,0,Web,2021-02-20 20:27:10,2021-02-20 22:16:10,michelle.sims041@analytics.example.com
