geography_id,region_name,sub_region_name,country_name,country_code,currency_code,currency_name,currency_symbol,timezone,created_at,created_by
1,North America,Northern America,United States,USA,USD,US Dollar,$,Europe/Minsk,2022-04-17 16:24:12,michael.berger060@platform.example.com
2,North America,Northern America,Canada,CAN,CAD,Canadian Dollar,C$,America/Guatemala,2022-04-08 03:56:23,kevin.mathews014@analytics.example.com
3,Europe,Northern Europe,United Kingdom,GBR,GBP,Pound Sterling,£,Europe/Malta,2022-04-25 18:11:39,christine.johnson056@commerce.example.com
4,Europe,Western Europe,Germany,DEU,EUR,Euro,€,Europe/Vilnius,2022-04-03 16:22:03,brandon.yu006@analytics.example.com
5,Europe,Western Europe,France,FRA,EUR,Euro,€,Asia/Rangoon,2022-04-29 16:18:36,jennifer.hudson020@analytics.example.com
6,Europe,Southern Europe,Spain,ESP,EUR,Euro,€,Asia/Tbilisi,2022-04-30 03:40:24,micheal.hall064@dataops.example.com
7,Europe,Southern Europe,Italy,ITA,EUR,Euro,€,Pacific/Truk,2022-04-19 11:49:05,andrea.cummings039@platform.example.com
8,Europe,Western Europe,Netherlands,NLD,EUR,Euro,€,Europe/Chisinau,2022-04-08 18:52:32,andrew.ellis102@analytics.example.com
9,Oceania,Australia and New Zealand,Australia,AUS,AUD,Australian Dollar,A$,Asia/Riyadh,2022-04-26 10:05:07,jeffery.miller012@commerce.example.com
10,Asia,Eastern Asia,Japan,JPN,JPY,Japanese Yen,¥,Atlantic/Cape_Verde,2022-04-28 15:40:58,christine.johnson056@commerce.example.com
11,Asia,South-eastern Asia,Singapore,SGP,SGD,Singapore Dollar,S$,Africa/Kigali,2022-04-03 06:36:12,michelle.bender024@analytics.example.com
12,Asia,Southern Asia,India,IND,INR,Indian Rupee,₹,Africa/Douala,2022-04-27 05:13:31,jennifer.atkins003@platform.example.com
13,Asia,Western Asia,United Arab Emirates,ARE,AED,UAE Dirham,د.إ,Pacific/Apia,2022-04-09 03:23:25,tina.williams074@commerce.example.com
14,South America,South America,Brazil,BRA,BRL,Brazilian Real,R$,America/El_Salvador,2022-04-23 01:13:37,john.mullins109@commerce.example.com
15,North America,Central America,Mexico,MEX,MXN,Mexican Peso,MX$,Africa/Nouakchott,2022-04-02 00:35:10,yolanda.vasquez005@platform.example.com
