seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
13303,SELL-00013303,"Green, French and Cook",Retailer,United Arab Emirates,ARE,Asia,3.6,Active,Platform Fulfilled,2020-05-21,2020-05-21 00:00:00,,true,2020-05-21 15:23:20,john.mullins109@commerce.example.com
13304,SELL-00013304,"Strickland, Mayer and Garcia",Marketplace,Spain,ESP,Europe,3.27,Active,Dropship,2020-05-02,2020-05-02 00:00:00,,true,2020-05-02 08:34:19,micheal.hall064@dataops.example.com
13305,SELL-00013305,"Howard, Perez and Price",Marketplace,India,IND,Asia,4.15,Active,Platform Fulfilled,2020-05-17,2020-05-17 00:00:00,,true,2020-05-17 13:42:27,stephen.daniels076@commerce.example.com
13306,SELL-00013306,Powers PLC,Distributor,Brazil,BRA,South America,3.89,Active,Seller Fulfilled,2020-05-07,2020-05-07 00:00:00,,true,2020-05-07 03:01:25,megan.cunningham013@commerce.example.com
13307,SELL-00013307,Lopez-Carpenter,Small Business,Singapore,SGP,Asia,3.68,Active,Platform Fulfilled,2020-05-22,2020-05-22 00:00:00,,true,2020-05-22 00:13:54,john.mullins109@commerce.example.com
13308,SELL-00013308,Perez-Davis,Distributor,France,FRA,Europe,3.82,Active,Seller Fulfilled,2020-05-14,2020-05-14 00:00:00,,true,2020-05-14 10:47:07,jennifer.hudson020@analytics.example.com
13309,SELL-00013309,Simmons-Mosley,Brand,Brazil,BRA,South America,3.91,Active,Platform Fulfilled,2020-05-24,2020-05-24 00:00:00,,true,2020-05-24 22:35:27,ryan.steele043@commerce.example.com
13310,SELL-00013310,"Morton, York and Weaver",Small Business,Spain,ESP,Europe,4.29,Active,Seller Fulfilled,2020-05-24,2020-05-24 00:00:00,,true,2020-05-24 17:15:46,lance.williams029@platform.example.com
13311,SELL-00013311,Horton and Sons,Small Business,Singapore,SGP,Asia,4.7,Active,Platform Fulfilled,2020-05-27,2020-05-27 00:00:00,,true,2020-05-27 17:32:57,peter.martinez098@platform.example.com
13312,SELL-00013312,"Jackson, Fisher and Poole",Marketplace,Mexico,MEX,North America,3.92,Active,Platform Fulfilled,2020-05-23,2020-05-23 00:00:00,,true,2020-05-23 18:37:41,eric.horton058@analytics.example.com
13313,SELL-00013313,Henry and Sons,Retailer,France,FRA,Europe,3.9,Active,Seller Fulfilled,2020-05-04,2020-05-04 00:00:00,,true,2020-05-04 06:43:26,stephen.clark001@analytics.example.com
13314,SELL-00013314,"Villegas, Rogers and Sullivan",Brand,Singapore,SGP,Asia,3.28,Active,Seller Fulfilled,2020-05-27,2020-05-27 00:00:00,,true,2020-05-27 03:14:30,brandon.yu006@analytics.example.com
13315,SELL-00013315,"Jensen, Gonzalez and Valentine",Retailer,Germany,DEU,Europe,5,Active,Dropship,2020-05-03,2020-05-03 00:00:00,,true,2020-05-03 22:59:36,michael.berger060@platform.example.com
13316,SELL-00013316,Fischer-Olsen,Marketplace,United Arab Emirates,ARE,Asia,3.46,Active,Platform Fulfilled,2020-05-02,2020-05-02 00:00:00,,true,2020-05-02 18:03:05,stephen.clark001@analytics.example.com
13317,SELL-00013317,Evans Ltd,Small Business,Netherlands,NLD,Europe,4.28,Active,Platform Fulfilled,2020-05-09,2020-05-09 00:00:00,,true,2020-05-09 22:43:37,eric.mullen052@dataops.example.com
13318,SELL-00013318,Gross-Leblanc,Marketplace,Italy,ITA,Europe,4.24,Active,Dropship,2020-05-10,2020-05-10 00:00:00,,true,2020-05-10 11:34:47,maria.ashley046@analytics.example.com
13319,SELL-00013319,Reyes Inc,Distributor,Singapore,SGP,Asia,4.45,Active,Platform Fulfilled,2020-05-26,2020-05-26 00:00:00,,true,2020-05-26 07:52:16,tina.williams074@commerce.example.com
