product_record_id,product_id,parent_product_id,product_title,brand,category_level_1,category_level_2,category_level_3,category_level_4,product_type,seller_id,country_of_sale,country_code,local_currency,base_price_local,cost_local,discount_percentage,tax_percentage,product_rating,review_count,product_status,stock_quantity,product_launch_date,effective_from,effective_to,is_current,created_at,updated_at,created_by
324877,PROD-0000324877,PARENT-0000070813,By Interest Storage,"Gomez, Leach and Maldonado",Home,Storage,Eco,Popular,Standard,SELL-00137730,Singapore,CAN,BRL,1307.88,740.66,23.59,15.17,4.07,274,Active,464,2022-06-03,2022-06-03 00:00:00,,true,2022-06-03 00:33:56,2022-06-03 06:21:35,joann.clark089@commerce.example.com
324878,PROD-0000324878,PARENT-0000036577,Hard Garden Running,"Harvey, Graham and Burnett",Sports,Running,Premium,New,Premium,SELL-00137477,Singapore,MEX,BRL,205.04,122.36,8.63,7.02,3.63,43,Active,430,2022-06-21,2022-06-21 00:00:00,,true,2022-06-21 09:36:13,2022-06-21 11:53:31,micheal.chen050@dataops.example.com
324879,PROD-0000324879,PARENT-0000249373,Message Old Phones,Clayton-Farley,Electronics,Phones,Premium,Bundle,Bundle,SELL-00134940,Canada,USA,JPY,231.79,87.27,39.3,6.98,3.36,39,Active,327,2022-06-28,2022-06-28 00:00:00,,true,2022-06-28 13:15:03,2022-06-28 00:58:17,ryan.steele043@commerce.example.com
324880,PROD-0000324880,PARENT-0000225818,Surface Sense Team Sports,Nelson Ltd,Sports,Team Sports,Eco,Seasonal,Subscription,SELL-00133469,Japan,SGP,INR,966.39,512.47,28.53,7.77,3.84,85,Active,474,2022-06-15,2022-06-15 00:00:00,,true,2022-06-15 17:00:10,2022-06-15 21:37:31,jennifer.bauer068@analytics.example.com
324881,PROD-0000324881,PARENT-0000084478,Thing Goal Men,Holmes-Booth,Fashion,Men,Limited,Bundle,Premium,SELL-00138243,Germany,BRA,BRL,93.86,73.06,0.58,6.17,4.69,120,Inactive,511,2022-06-16,2022-06-16 00:00:00,,true,2022-06-16 02:25:54,2022-06-16 02:24:54,yolanda.vasquez005@platform.example.com
324882,PROD-0000324882,PARENT-0000100230,During Enter Women,Barnett-Gross,Fashion,Women,Standard,New,Subscription,SELL-00136146,Mexico,USA,JPY,2004.24,1436.42,17.27,24.51,4.82,39,Active,345,2022-06-06,2022-06-06 00:00:00,,true,2022-06-06 13:19:22,2022-06-06 06:50:33,sylvia.diaz107@dataops.example.com
324883,PROD-0000324883,PARENT-0000300596,Main Beat Cameras,"Odom, Freeman and Larson",Electronics,Cameras,Premium,Bundle,Subscription,SELL-00138023,France,ITA,BRL,1422.77,1094.11,17.41,24.35,4.32,91,Active,74,2022-06-15,2022-06-15 00:00:00,,true,2022-06-15 20:39:59,2022-06-15 13:22:24,jason.franklin045@dataops.example.com
324884,PROD-0000324884,PARENT-0000002613,Budget Science Sportswear,Gomez-Sutton,Fashion,Sportswear,Pro,Bundle,Premium,SELL-00133709,United Kingdom,JPN,JPY,430.77,312.36,42.67,0.02,3.87,105,Active,631,2022-06-02,2022-06-02 00:00:00,,true,2022-06-02 18:37:28,2022-06-02 18:48:42,christine.carter078@commerce.example.com
324885,PROD-0000324885,PARENT-0000170950,Produce Economy Sportswear,Anthony-Nguyen,Fashion,Sportswear,Pro,Seasonal,Subscription,SELL-00137514,Australia,CAN,BRL,1341.92,639.57,41.39,12.92,3.8,39,Active,132,2022-06-15,2022-06-15 00:00:00,,true,2022-06-15 00:14:43,2022-06-15 09:33:37,sylvia.diaz107@dataops.example.com
324886,PROD-0000324886,PARENT-0000009878,Stuff Deal Women,Anderson-Barrett,Fashion,Women,Premium,Seasonal,Bundle,SELL-00135253,Canada,ESP,BRL,1204.99,613.24,20.39,7.93,4.75,30,Active,564,2022-06-18,2022-06-18 00:00:00,,true,2022-06-18 03:21:31,2022-06-18 06:01:49,susan.rice083@commerce.example.com
324887,PROD-0000324887,PARENT-0000034151,Address Into Educational,Molina PLC,Toys,Educational,Standard,New,Standard,SELL-00137638,France,AUS,MXN,1434.38,677.16,4.78,10.77,4.42,57,Active,620,2022-06-17,2022-06-17 00:00:00,,true,2022-06-17 00:05:36,2022-06-17 16:36:10,andrew.ellis102@analytics.example.com
324888,PROD-0000324888,PARENT-0000226703,Ground Eight Sportswear,"Landry, Villanueva and Wood",Fashion,Sportswear,Standard,Bundle,Subscription,SELL-00134785,Netherlands,DEU,AED,1693.85,973.77,14.75,7.57,4.08,83,Active,680,2022-06-14,2022-06-14 00:00:00,,true,2022-06-14 05:45:25,2022-06-14 03:51:44,andrew.ellis102@analytics.example.com
324889,PROD-0000324889,PARENT-0000257346,Your Kitchen Accessories,Yang-Brady,Fashion,Accessories,Eco,Classic,Subscription,SELL-00135923,United Kingdom,SGP,MXN,2200.22,824.12,38.8,6.05,4.16,0,Active,306,2022-06-05,2022-06-05 00:00:00,,true,2022-06-05 04:05:16,2022-06-05 22:36:24,megan.cunningham013@commerce.example.com
324890,PROD-0000324890,PARENT-0000115068,Resource Stay Fitness,Huynh Group,Sports,Fitness,Premium,Bundle,Standard,SELL-00138517,United Arab Emirates,SGP,EUR,2139.21,880.44,35.98,13.77,3.81,4,Active,651,2022-06-13,2022-06-13 00:00:00,,true,2022-06-13 00:18:12,2022-06-13 12:23:51,tiffany.freeman101@analytics.example.com
324891,PROD-0000324891,PARENT-0000260314,City Laugh Outdoor,"Rice, Thompson and Hamilton",Toys,Outdoor,Premium,Classic,Standard,SELL-00136338,United Kingdom,FRA,SGD,2277.76,1341.52,12.06,0.84,4.37,33,Active,770,2022-06-01,2022-06-01 00:00:00,,true,2022-06-01 15:17:46,2022-06-01 23:35:31,stephen.clark001@analytics.example.com
324892,PROD-0000324892,PARENT-0000324607,Build Behavior Storage,Hall and Sons,Home,Storage,Pro,Bundle,Standard,SELL-00136919,United Arab Emirates,AUS,EUR,2118.92,1347.08,31.51,19.05,3.72,132,Active,446,2022-06-22,2022-06-22 00:00:00,,true,2022-06-22 22:37:25,2022-06-22 23:01:00,andrew.ellis102@analytics.example.com
324893,PROD-0000324893,PARENT-0000129385,Others Year Technology,Knox-Barrett,Books,Technology,Premium,Classic,Subscription,SELL-00137694,Italy,NLD,EUR,1350.57,979.44,15.92,13.69,4.74,27,Active,347,2022-06-12,2022-06-12 00:00:00,,true,2022-06-12 00:36:31,2022-06-12 21:03:49,patrick.gonzalez035@dataops.example.com
324894,PROD-0000324894,PARENT-0000033813,Peace State Skincare,Perkins-Frey,Beauty,Skincare,Pro,Bundle,Standard,SELL-00138067,United Arab Emirates,ITA,SGD,2314.64,1059.62,11.45,24.47,4.31,214,Active,265,2022-06-11,2022-06-11 00:00:00,,true,2022-06-11 22:09:45,2022-06-11 03:34:00,jennifer.bauer068@analytics.example.com
