payment_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,payment_amount_local,local_currency,country_code,region_name,failure_reason,refund_flag,created_at,created_by
,PAY-202605-00000000000,ORD-202605-0000005665,CUST-0002100117,2026-05-21 15:03:24,Gift Card,Success,417.72,JPY,JPN,Asia,,false,2026-05-21 15:03:24,jonathan.jimenez057@platform.example.com
,PAY-202605-00000000001,ORD-202605-0000001145,CUST-0002089853,2026-05-14 19:49:37,Debit Card,Success,980.41,AUD,AUS,Oceania,,false,2026-05-14 19:49:37,brian.banks011@platform.example.com
,PAY-202605-00000000002,ORD-202605-0000003370,CUST-0002089144,2026-05-25 06:59:00,Paytm,Success,2938.7,USD,USA,North America,,false,2026-05-25 06:59:00,susan.rice083@commerce.example.com
,PAY-202605-00000000003,ORD-202605-0000010047,CUST-0002110547,2026-05-25 00:52:09,Credit Card,Success,2607.2,EUR,FRA,Europe,,false,2026-05-25 00:52:09,raymond.pineda079@platform.example.com
,PAY-202605-00000000004,ORD-202605-0000004140,CUST-0002079765,2026-05-14 18:26:34,Google Pay,Success,2549.88,AUD,AUS,Oceania,,false,2026-05-14 18:26:34,nicholas.wilson027@analytics.example.com
,PAY-202605-00000000005,ORD-202605-0000005713,CUST-0002081799,2026-05-31 16:36:04,Phonepe,Success,2339.77,USD,USA,North America,,false,2026-05-31 16:36:04,megan.cunningham013@commerce.example.com
,PAY-202605-00000000006,ORD-202605-0000009036,CUST-0002107698,2026-05-03 20:52:02,Bank Transfer,Success,1290.45,EUR,NLD,Europe,,false,2026-05-03 20:52:02,russell.miller054@platform.example.com
,PAY-202605-00000000007,ORD-202605-0000000166,CUST-0002082075,2026-05-26 04:17:36,Credit Card,Success,35.69,EUR,FRA,Europe,,false,2026-05-26 04:17:36,taylor.cunningham023@commerce.example.com
,PAY-202605-00000000008,ORD-202605-0000008393,CUST-0002092675,2026-05-01 06:11:36,Credit Card,Success,379.76,USD,USA,North America,,false,2026-05-01 06:11:36,tammy.smith009@platform.example.com
,PAY-202605-00000000009,ORD-202605-0000005708,CUST-0002086197,2026-05-20 14:33:38,Paytm,Success,797.14,AED,ARE,Asia,,false,2026-05-20 14:33:38,kristin.krueger034@analytics.example.com
,PAY-202605-00000000010,ORD-202605-0000007222,CUST-0002098143,2026-05-01 03:53:17,Bank Transfer,Success,298.87,JPY,JPN,Asia,,false,2026-05-01 03:53:17,kimberly.harmon088@commerce.example.com
,PAY-202605-00000000011,ORD-202605-0000009536,CUST-0002087656,2026-05-11 19:43:56,Gift Card,Pending,3327.94,AUD,AUS,Oceania,,false,2026-05-11 19:43:56,jennifer.shepherd015@analytics.example.com
,PAY-202605-00000000012,ORD-202605-0000004735,CUST-0002100805,2026-05-13 13:20:17,Credit Card,Failed,2271.58,SGD,SGP,Asia,Invalid CVV,false,2026-05-13 13:20:17,renee.harvey080@dataops.example.com
,PAY-202605-00000000013,ORD-202605-0000008268,CUST-0002092314,2026-05-18 07:48:59,Apple Pay,Success,2335.18,JPY,JPN,Asia,,false,2026-05-18 07:48:59,jennifer.bauer068@analytics.example.com
,PAY-202605-00000000014,ORD-202605-0000011330,CUST-0002099384,2026-05-14 06:23:58,PayPal,Success,959.06,AED,ARE,Asia,,false,2026-05-14 06:23:58,stephen.daniels076@commerce.example.com
,PAY-202605-00000000015,ORD-202605-0000003156,CUST-0002080694,2026-05-25 05:15:57,PayPal,Success,1685.28,EUR,ITA,Europe,,false,2026-05-25 05:15:57,mary.jordan048@analytics.example.com
,PAY-202605-00000000016,ORD-202605-0000006552,CUST-0002079776,2026-05-21 09:45:41,Google Pay,Success,1777.74,EUR,FRA,Europe,,false,2026-05-21 09:45:41,brandon.yu006@analytics.example.com
,PAY-202605-00000000017,ORD-202605-0000000371,CUST-0002098593,2026-05-30 00:58:52,Credit Card,Success,1775.89,EUR,FRA,Europe,,false,2026-05-30 00:58:52,kristin.krueger034@analytics.example.com
,PAY-202605-00000000018,ORD-202605-0000003018,CUST-0002079365,2026-05-11 01:05:05,PayPal,Pending,2723.73,MXN,MEX,North America,,false,2026-05-11 01:05:05,sandra.hunter036@platform.example.com
,PAY-202605-00000000019,ORD-202605-0000006630,CUST-0002088887,2026-05-19 01:58:01,Google Pay,Success,2200.81,USD,USA,North America,,false,2026-05-19 01:58:01,ashley.marks069@commerce.example.com
,PAY-202605-00000000020,ORD-202605-0000006702,CUST-0002085058,2026-05-18 03:05:31,Google Pay,Success,702.63,EUR,ESP,Europe,,false,2026-05-18 03:05:31,carol.bonilla067@analytics.example.com
,PAY-202605-00000000021,ORD-202605-0000010272,CUST-0002109445,2026-05-20 06:41:34,Bank Transfer,Success,628.68,EUR,ESP,Europe,,false,2026-05-20 06:41:34,carol.bonilla067@analytics.example.com
,PAY-202605-00000000022,ORD-202605-0000008293,CUST-0002110556,2026-05-25 19:57:38,Paytm,Success,1271.56,AUD,AUS,Oceania,,false,2026-05-25 19:57:38,elizabeth.mullins042@platform.example.com
,PAY-202605-00000000023,ORD-202605-0000003631,CUST-0002094154,2026-05-28 10:53:58,PayPal,Success,2441.21,EUR,NLD,Europe,,false,2026-05-28 10:53:58,michael.berger060@platform.example.com
,PAY-202605-00000000024,ORD-202605-0000000011,CUST-0002087707,2026-05-03 21:42:47,PayPal,Success,620.52,USD,USA,North America,,false,2026-05-03 21:42:47,troy.boone097@platform.example.com
