payment_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,payment_amount_local,local_currency,country_code,region_name,failure_reason,refund_flag,created_at,created_by
,PAY-202004-00000000000,ORD-202004-0000001082,CUST-0000059750,2020-04-20 12:26:55,Debit Card,Pending,285.88,EUR,ESP,Europe,,false,2020-04-20 12:26:55,lance.williams029@platform.example.com
,PAY-202004-00000000001,ORD-202004-0000001734,CUST-0000045355,2020-04-04 06:24:49,Credit Card,Success,147.89,EUR,FRA,Europe,,false,2020-04-04 06:24:49,john.mullins109@commerce.example.com
,PAY-202004-00000000002,ORD-202004-0000000143,CUST-0000048273,2020-04-15 18:08:16,Gift Card,Success,2243.85,MXN,MEX,North America,,false,2020-04-15 18:08:16,jennifer.bauer068@analytics.example.com
,PAY-202004-00000000003,ORD-202004-0000003087,CUST-0000050778,2020-04-15 17:13:19,Apple Pay,Success,649.9,EUR,FRA,Europe,,false,2020-04-15 17:13:19,eric.mullen052@dataops.example.com
,PAY-202004-00000000004,ORD-202004-0000000099,CUST-0000048739,2020-04-06 08:44:03,Google Pay,Success,238.11,AED,ARE,Asia,,false,2020-04-06 08:44:03,kelsey.taylor010@platform.example.com
,PAY-202004-00000000005,ORD-202004-0000003686,CUST-0000047905,2020-04-23 02:03:22,Apple Pay,Success,1331.63,EUR,FRA,Europe,,false,2020-04-23 02:03:22,patrick.gonzalez035@dataops.example.com
,PAY-202004-00000000006,ORD-202004-0000002130,CUST-0000048531,2020-04-09 18:36:11,Apple Pay,Success,1678.24,JPY,JPN,Asia,,false,2020-04-09 18:36:11,adam.gordon030@commerce.example.com
,PAY-202004-00000000007,ORD-202004-0000000642,CUST-0000048839,2020-04-13 00:30:45,Apple Pay,Success,1042.2,GBP,GBR,Europe,,false,2020-04-13 00:30:45,jennifer.hudson020@analytics.example.com
,PAY-202004-00000000008,ORD-202004-0000000806,CUST-0000048543,2020-04-22 16:35:12,Google Pay,Success,1257.4,EUR,NLD,Europe,,false,2020-04-22 16:35:12,ashley.marks069@commerce.example.com
,PAY-202004-00000000009,ORD-202004-0000001824,CUST-0000051334,2020-04-18 21:47:59,Bank Transfer,Success,3402.57,GBP,GBR,Europe,,false,2020-04-18 21:47:59,james.proctor094@dataops.example.com
,PAY-202004-00000000010,ORD-202004-0000003514,CUST-0000057439,2020-04-12 08:32:24,Bank Transfer,Success,1908.43,USD,USA,North America,,false,2020-04-12 08:32:24,james.proctor094@dataops.example.com
,PAY-202004-00000000011,ORD-202004-0000001752,CUST-0000046176,2020-04-29 22:48:33,Phonepe,Success,1449.56,EUR,ESP,Europe,,false,2020-04-29 22:48:33,michael.berger060@platform.example.com
,PAY-202004-00000000012,ORD-202004-0000000637,CUST-0000056267,2020-04-20 22:03:49,Buy Now Pay Later,Success,693.65,CAD,CAN,North America,,false,2020-04-20 22:03:49,ashley.marks069@commerce.example.com
,PAY-202004-00000000013,ORD-202004-0000004323,CUST-0000052910,2020-04-17 16:14:43,Credit Card,Success,2103.16,EUR,DEU,Europe,,false,2020-04-17 16:14:43,lance.williams029@platform.example.com
,PAY-202004-00000000014,ORD-202004-0000003852,CUST-0000053199,2020-04-19 15:32:36,Apple Pay,Success,2245.66,EUR,DEU,Europe,,false,2020-04-19 15:32:36,jennifer.bauer068@analytics.example.com
,PAY-202004-00000000015,ORD-202004-0000003942,CUST-0000048776,2020-04-28 02:11:33,Apple Pay,Success,594.44,GBP,GBR,Europe,,false,2020-04-28 02:11:33,ryan.steele043@commerce.example.com
,PAY-202004-00000000016,ORD-202004-0000001048,CUST-0000058176,2020-04-17 12:03:32,PayPal,Success,3228.45,INR,IND,Asia,,false,2020-04-17 12:03:32,david.cabrera119@dataops.example.com
,PAY-202004-00000000017,ORD-202004-0000001600,CUST-0000059941,2020-04-30 14:47:05,PayPal,Success,3087.05,EUR,NLD,Europe,,false,2020-04-30 14:47:05,victor.palmer071@platform.example.com
,PAY-202004-00000000018,ORD-202004-0000001240,CUST-0000053465,2020-04-28 09:28:23,Credit Card,Success,2715.49,EUR,NLD,Europe,,false,2020-04-28 09:28:23,michael.berger060@platform.example.com
,PAY-202004-00000000019,ORD-202004-0000001550,CUST-0000051081,2020-04-10 06:13:48,Apple Pay,Success,3234.39,JPY,JPN,Asia,,false,2020-04-10 06:13:48,stephen.clark001@analytics.example.com
,PAY-202004-00000000020,ORD-202004-0000004943,CUST-0000059625,2020-04-11 03:14:58,Credit Card,Success,2836.36,INR,IND,Asia,,false,2020-04-11 03:14:58,michael.johnson061@platform.example.com
,PAY-202004-00000000021,ORD-202004-0000003803,CUST-0000057313,2020-04-13 09:50:20,Credit Card,Success,1500.51,GBP,GBR,Europe,,false,2020-04-13 09:50:20,john.mullins109@commerce.example.com
,PAY-202004-00000000022,ORD-202004-0000001708,CUST-0000048787,2020-04-14 03:06:22,Gift Card,Success,3266.54,GBP,GBR,Europe,,false,2020-04-14 03:06:22,jennifer.hudson020@analytics.example.com
,PAY-202004-00000000023,ORD-202004-0000004665,CUST-0000047226,2020-04-03 07:56:54,Gift Card,Success,91.7,EUR,DEU,Europe,,false,2020-04-03 07:56:54,michelle.sims041@analytics.example.com
,PAY-202004-00000000024,ORD-202004-0000000852,CUST-0000045265,2020-04-12 23:56:21,Bank Transfer,Success,689.99,CAD,CAN,North America,,false,2020-04-12 23:56:21,ashley.marks069@commerce.example.com
,PAY-202004-00000000025,ORD-202004-0000002704,CUST-0000054382,2020-04-03 13:29:46,Credit Card,Success,2199.34,EUR,ESP,Europe,,false,2020-04-03 13:29:46,taylor.cunningham023@commerce.example.com
,PAY-202004-00000000026,ORD-202004-0000003875,CUST-0000049092,2020-04-16 10:56:09,Bank Transfer,Success,835.49,GBP,GBR,Europe,,false,2020-04-16 10:56:09,ryan.steele043@commerce.example.com
,PAY-202004-00000000027,ORD-202004-0000001360,CUST-0000058742,2020-04-26 01:37:03,Bank Transfer,Success,3168.4,INR,IND,Asia,,false,2020-04-26 01:37:03,michelle.sims041@analytics.example.com
,PAY-202004-00000000028,ORD-202004-0000002709,CUST-0000056178,2020-04-06 11:11:21,Credit Card,Success,1390.93,USD,USA,North America,,false,2020-04-06 11:11:21,victor.palmer071@platform.example.com
,PAY-202004-00000000029,ORD-202004-0000000204,CUST-0000052876,2020-04-13 05:15:31,Gift Card,Success,1727.82,SGD,SGP,Asia,,false,2020-04-13 05:15:31,james.proctor094@dataops.example.com
,PAY-202004-00000000030,ORD-202004-0000000723,CUST-0000053011,2020-04-30 07:51:28,Debit Card,Success,1280.65,AUD,AUS,Oceania,,false,2020-04-30 07:51:28,jennifer.hudson020@analytics.example.com
,PAY-202004-00000000031,ORD-202004-0000001683,CUST-0000051260,2020-04-25 06:07:57,Bank Transfer,Success,2561.96,CAD,CAN,North America,,false,2020-04-25 06:07:57,kelsey.taylor010@platform.example.com
,PAY-202004-00000000032,ORD-202004-0000000461,CUST-0000056178,2020-04-02 21:38:46,Debit Card,Success,2747.9,INR,IND,Asia,,false,2020-04-02 21:38:46,david.cabrera119@dataops.example.com
,PAY-202004-00000000033,ORD-202004-0000002372,CUST-0000051715,2020-04-30 15:44:58,Phonepe,Success,716.23,INR,IND,Asia,,false,2020-04-30 15:44:58,maria.ashley046@analytics.example.com
,PAY-202004-00000000034,ORD-202004-0000001843,CUST-0000060378,2020-04-06 08:33:27,Phonepe,Success,2633.7,BRL,BRA,South America,,false,2020-04-06 08:33:27,michael.berger060@platform.example.com
,PAY-202004-00000000035,ORD-202004-0000001379,CUST-0000055937,2020-04-25 23:38:57,Gift Card,Success,880.33,EUR,NLD,Europe,,false,2020-04-25 23:38:57,joseph.johnson049@dataops.example.com
,PAY-202004-00000000036,ORD-202004-0000004979,CUST-0000049182,2020-04-05 16:37:28,Bank Transfer,Pending,48.32,USD,USA,North America,,false,2020-04-05 16:37:28,kelsey.taylor010@platform.example.com
,PAY-202004-00000000037,ORD-202004-0000000674,CUST-0000045838,2020-04-08 07:08:24,Bank Transfer,Success,751.83,EUR,ESP,Europe,,false,2020-04-08 07:08:24,eric.mullen052@dataops.example.com
,PAY-202004-00000000038,ORD-202004-0000000445,CUST-0000051054,2020-04-17 08:02:10,Apple Pay,Success,1394.09,BRL,BRA,South America,,false,2020-04-17 08:02:10,micheal.hall064@dataops.example.com
,PAY-202004-00000000039,ORD-202004-0000002158,CUST-0000054929,2020-04-02 09:03:12,Buy Now Pay Later,Success,1729.86,GBP,GBR,Europe,,false,2020-04-02 09:03:12,peter.martinez098@platform.example.com
,PAY-202004-00000000040,ORD-202004-0000000764,CUST-0000047884,2020-04-03 06:40:21,PayPal,Success,3159.64,SGD,SGP,Asia,,false,2020-04-03 06:40:21,michael.berger060@platform.example.com
,PAY-202004-00000000041,ORD-202004-0000001785,CUST-0000056492,2020-04-06 13:28:12,Paytm,Success,2593.02,AUD,AUS,Oceania,,false,2020-04-06 13:28:12,kelsey.taylor010@platform.example.com
,PAY-202004-00000000042,ORD-202004-0000003642,CUST-0000055008,2020-04-26 04:06:15,Buy Now Pay Later,Pending,878.85,EUR,FRA,Europe,,false,2020-04-26 04:06:15,stephen.daniels076@commerce.example.com
