review_record_id,review_id,customer_id,product_id,order_id,rating,review_title,review_text,verified_purchase,helpful_votes,review_timestamp,country_code,region_name,sentiment,created_at,created_by
,REV-202403-0000000000,CUST-0001205395,PROD-0000669634,ORD-202403-0000005059,4,Worth the money,Team enjoy better consumer strategy involve.,true,16,2024-03-24 11:55:51,FRA,Oceania,Positive,2024-03-24 11:55:51,jennifer.shepherd015@analytics.example.com
,REV-202403-0000000001,CUST-0001188450,PROD-0000658404,ORD-202403-0000002813,5,Excellent quality,Language wall value sometimes believe. Management TV this my. Mr benefit notice soon however food.,true,6,2024-03-15 02:11:42,JPN,Asia,Positive,2024-03-15 02:11:42,scott.duran111@dataops.example.com
,REV-202403-0000000002,CUST-0001182025,PROD-0000661038,ORD-202403-0000006313,4,Worth the money,Sport school phone adult play use which.,false,0,2024-03-28 19:30:37,SGP,Asia,Positive,2024-03-28 19:30:37,adam.gordon030@commerce.example.com
,REV-202403-0000000003,CUST-0001202928,PROD-0000662266,ORD-202403-0000002853,3,Great product,Ten own kid cultural daughter.,true,3,2024-03-14 11:44:53,CAN,Europe,Neutral,2024-03-14 11:44:53,jennifer.hudson020@analytics.example.com
,REV-202403-0000000004,CUST-0001202256,PROD-0000666786,ORD-202403-0000008483,4,Worth the money,Able during dark society. Standard him city best check support party.,true,4,2024-03-27 02:06:25,JPN,Europe,Positive,2024-03-27 02:06:25,adam.gordon030@commerce.example.com
,REV-202403-0000000005,CUST-0001203019,PROD-0000671420,ORD-202403-0000006449,2,Average experience,South situation compare discover.,true,12,2024-03-11 16:17:04,SGP,Asia,Negative,2024-03-11 16:17:04,stephen.clark001@analytics.example.com
,REV-202403-0000000006,CUST-0001186277,PROD-0000657920,ORD-202403-0000000899,5,Highly recommended,General risk challenge. Item memory local move different. Group grow fund last ten us. Evidence at charge give.,true,7,2024-03-20 15:19:49,NLD,Asia,Positive,2024-03-20 15:19:49,eric.horton058@analytics.example.com
,REV-202403-0000000007,CUST-0001180394,PROD-0000665407,ORD-202403-0000007770,3,Average experience,Goal certain instead religious total remember here. Name carry project itself.,true,0,2024-03-08 22:12:43,MEX,North America,Neutral,2024-03-08 22:12:43,tina.williams074@commerce.example.com
,REV-202403-0000000008,CUST-0001195943,PROD-0000666815,ORD-202403-0000004999,5,Great product,Whom course couple even here. Inside drug one whom baby. Will task couple out base on nor.,true,9,2024-03-01 01:19:24,NLD,Asia,Positive,2024-03-01 01:19:24,eric.horton058@analytics.example.com
,REV-202403-0000000009,CUST-0001196819,PROD-0000670735,ORD-202403-0000000066,5,Excellent quality,True summer gun particularly break treat over.,true,6,2024-03-01 19:24:32,ESP,Europe,Positive,2024-03-01 19:24:32,mary.jordan048@analytics.example.com
,REV-202403-0000000010,CUST-0001204306,PROD-0000658006,ORD-202403-0000003812,5,Worth the money,Three author American simply another.,true,2,2024-03-23 07:05:13,CAN,Europe,Positive,2024-03-23 07:05:13,kelsey.taylor010@platform.example.com
,REV-202403-0000000011,CUST-0001180694,PROD-0000668377,ORD-202403-0000007853,5,Not as expected,Generation front training some season under remain must. Science yes certain career give step discover.,true,11,2024-03-19 00:27:54,CAN,Asia,Positive,2024-03-19 00:27:54,jillian.russo115@commerce.example.com
,REV-202403-0000000012,CUST-0001191479,PROD-0000664667,ORD-202403-0000005837,2,Highly recommended,Business matter media main miss red.,true,15,2024-03-11 01:31:56,NLD,North America,Negative,2024-03-11 01:31:56,sandra.hunter036@platform.example.com
,REV-202403-0000000013,CUST-0001187456,PROD-0000660459,ORD-202403-0000009189,5,Highly recommended,Itself safe relate eight husband remain somebody. Real production read every fly red.,true,9,2024-03-15 03:59:05,ARE,Asia,Positive,2024-03-15 03:59:05,stephen.daniels076@commerce.example.com
,REV-202403-0000000014,CUST-0001196621,PROD-0000662213,ORD-202403-0000007224,4,Great product,Between series whatever partner national manager security.,true,3,2024-03-25 11:17:12,NLD,Europe,Positive,2024-03-25 11:17:12,richard.bradshaw051@platform.example.com
,REV-202403-0000000015,CUST-0001202208,PROD-0000669731,ORD-202403-0000006591,3,Worth the money,Drive everybody bag better maybe traditional entire ready.,true,7,2024-03-11 00:08:55,NLD,Europe,Neutral,2024-03-11 00:08:55,jason.franklin045@dataops.example.com
,REV-202403-0000000016,CUST-0001180082,PROD-0000665457,ORD-202403-0000000360,5,Excellent quality,Report science herself.,true,0,2024-03-02 09:47:19,MEX,Europe,Positive,2024-03-02 09:47:19,jeffery.miller012@commerce.example.com
