campaign_record_id,campaign_id,campaign_name,campaign_type,channel,source,medium,country_code,region_name,start_date,end_date,budget_local,spend_local,local_currency,impressions,clicks,conversions,created_at,created_by
,CAMP-2023-03-000000,Holiday Check Campaign,Seasonal,Display,TikTok,affiliate,AUS,Oceania,2023-03-12,2023-04-11,150992.62,153143.7,AUD,174187,10048,626,2023-03-12 21:38:16,jeffery.miller012@commerce.example.com
,CAMP-2023-03-000001,Member Mission Campaign,Performance,Display,Meta,email,BRA,South America,2023-03-08,2023-04-04,349634.5,126791.52,BRL,983732,53298,9366,2023-03-08 06:46:50,brandon.yu006@analytics.example.com
,CAMP-2023-03-000002,Growth Television Campaign,Launch,Email,Meta,affiliate,USA,North America,2023-03-20,2023-03-25,260791.23,262640.12,USD,70561,901,114,2023-03-20 06:16:03,lance.williams029@platform.example.com
,CAMP-2023-03-000003,Summer Either Campaign,Retention,Affiliate,CRM,email,MEX,North America,2023-03-01,2023-03-14,439682.8,184069.35,MXN,65690,3937,647,2023-03-01 09:27:19,jennifer.bauer068@analytics.example.com
,CAMP-2023-03-000004,Summer Data Campaign,Seasonal,Affiliate,Meta,cpc,CAN,North America,2023-03-28,2023-04-20,490886.2,469864.53,CAD,786014,42327,5258,2023-03-28 05:34:40,arthur.ortiz082@platform.example.com
,CAMP-2023-03-000005,Member Important Campaign,Launch,Google Ads,Partner,referral,ESP,Europe,2023-03-11,2023-04-09,425508.45,407245.41,EUR,97411,1067,22,2023-03-11 01:01:46,shawn.baxter004@dataops.example.com
,CAMP-2023-03-000006,Winter Present Campaign,Launch,Google Ads,Partner,referral,JPN,Asia,2023-03-31,2023-04-13,410811.63,266251.5,JPY,34039,2557,380,2023-03-31 02:49:40,jason.franklin045@dataops.example.com
,CAMP-2023-03-000007,Holiday Keep Campaign,Seasonal,Affiliate,TikTok,affiliate,FRA,Europe,2023-03-19,2023-04-10,147024.58,107191.34,EUR,15453,167,12,2023-03-19 02:53:48,andrea.cummings039@platform.example.com
,CAMP-2023-03-000008,Summer Guy Campaign,Performance,Organic,CRM,cpc,NLD,Europe,2023-03-13,2023-03-20,362466.16,166098.11,EUR,72030,3383,266,2023-03-13 18:41:28,timothy.cannon081@analytics.example.com
,CAMP-2023-03-000009,Winter Option Campaign,Retention,Display,TikTok,cpc,ARE,Asia,2023-03-24,2023-03-28,183522.25,142567.62,AED,78001,2124,306,2023-03-24 09:13:01,amy.holmes103@dataops.example.com
,CAMP-2023-03-000010,Summer Food Campaign,Seasonal,Organic,TikTok,email,USA,North America,2023-03-16,2023-04-07,392555.74,316124.31,USD,298152,4215,631,2023-03-16 04:49:15,taylor.cunningham023@commerce.example.com
,CAMP-2023-03-000011,Member Though Campaign,Brand,TikTok,Partner,cpc,MEX,North America,2023-03-03,2023-03-20,267238.06,167768.6,MXN,139759,7241,682,2023-03-03 07:19:59,richard.bradshaw051@platform.example.com
,CAMP-2023-03-000012,Member Property Campaign,Brand,Meta,TikTok,email,USA,North America,2023-03-18,2023-04-12,386543.1,289160.31,USD,40020,2625,458,2023-03-18 23:40:59,patrick.gonzalez035@dataops.example.com
,CAMP-2023-03-000013,Holiday Forward Campaign,Performance,Display,Meta,email,IND,Asia,2023-03-30,2023-04-08,224693.76,70755.91,INR,4700,284,41,2023-03-30 11:53:52,alyssa.richards002@commerce.example.com
,CAMP-2023-03-000014,Back-to-School Other Campaign,Brand,Email,Partner,organic,USA,North America,2023-03-01,2023-03-04,107008.71,91139.13,USD,110041,5974,335,2023-03-01 14:07:20,jonathan.estrada093@commerce.example.com
,CAMP-2023-03-000015,Growth Mouth Campaign,Brand,Organic,Google,email,DEU,Europe,2023-03-19,2023-03-27,128962.71,93384.0,EUR,168763,4602,577,2023-03-19 22:09:08,jonathan.estrada093@commerce.example.com
,CAMP-2023-03-000016,Growth Help Campaign,Flash Sale,Google Ads,Partner,cpc,IND,Asia,2023-03-28,2023-03-31,49243.75,19631.58,INR,80328,4156,285,2023-03-28 09:25:20,kelsey.taylor010@platform.example.com
,CAMP-2023-03-000017,Member Throw Campaign,Seasonal,Google Ads,TikTok,cpc,JPN,Asia,2023-03-10,2023-04-03,152380.2,62976.56,JPY,38958,1152,127,2023-03-10 04:48:29,yesenia.arnold040@platform.example.com
,CAMP-2023-03-000018,Member Discussion Campaign,Performance,Google Ads,Google,direct,SGP,Asia,2023-03-01,2023-03-20,481051.61,348412.78,SGD,17177,738,123,2023-03-01 08:02:46,andrew.ellis102@analytics.example.com
,CAMP-2023-03-000019,Winter Traditional Campaign,Flash Sale,Organic,CRM,cpc,USA,North America,2023-03-28,2023-04-02,242769.14,201319.03,USD,84004,2121,183,2023-03-28 01:01:42,brandi.carter038@dataops.example.com
,CAMP-2023-03-000020,Winter Hard Campaign,Retention,Organic,Meta,cpc,NLD,Europe,2023-03-05,2023-03-26,395070.96,225751.55,EUR,134201,3879,346,2023-03-05 19:55:38,craig.johnson106@analytics.example.com
,CAMP-2023-03-000021,Holiday Evening Campaign,Launch,Organic,Google,direct,NLD,Europe,2023-03-25,2023-03-29,294230.27,123795.4,EUR,317054,14949,911,2023-03-25 00:46:28,ashley.marks069@commerce.example.com
