review_record_id,review_id,customer_id,product_id,order_id,rating,review_title,review_text,verified_purchase,helpful_votes,review_timestamp,country_code,region_name,sentiment,created_at,created_by
,REV-202411-0000000000,CUST-0001437487,PROD-0000809284,ORD-202411-0000011684,5,Could be better,Chair size region family oil care song. Environmental age assume record group country.,true,1,2024-11-08 18:44:00,CAN,Asia,Positive,2024-11-08 18:44:00,linda.daniels047@dataops.example.com
,REV-202411-0000000001,CUST-0001457778,PROD-0000797128,ORD-202411-0000011572,4,Excellent quality,Return ground adult ever that record. Really that morning popular interesting soon modern. Six author candidate check investment.,true,5,2024-11-03 17:36:31,BRA,North America,Positive,2024-11-03 17:36:31,raymond.pineda079@platform.example.com
,REV-202411-0000000002,CUST-0001440672,PROD-0000816398,ORD-202411-0000002969,4,Could be better,Size arm against leg woman decide bill. Third hand poor. Agreement little certainly affect remain body.,true,0,2024-11-04 12:43:34,USA,Asia,Positive,2024-11-04 12:43:34,tiffany.freeman101@analytics.example.com
,REV-202411-0000000003,CUST-0001464476,PROD-0000801973,ORD-202411-0000003939,5,Not as expected,Rule major suffer turn fall ability. Issue candidate challenge name board dinner reflect. Teach name two most already relate head government. Sell likely data discussion center movie sort last.,true,7,2024-11-27 08:28:18,JPN,North America,Positive,2024-11-27 08:28:18,mary.jordan048@analytics.example.com
,REV-202411-0000000004,CUST-0001441680,PROD-0000809650,ORD-202411-0000008693,4,Fast delivery,Either this they program. Can individual explain.,true,0,2024-11-03 01:13:37,MEX,Europe,Positive,2024-11-03 01:13:37,maria.ashley046@analytics.example.com
,REV-202411-0000000005,CUST-0001463773,PROD-0000817362,ORD-202411-0000011299,4,Could be better,Size model red drop news difference safe. Building several chance entire.,true,2,2024-11-20 12:57:06,CAN,Asia,Positive,2024-11-20 12:57:06,linda.daniels047@dataops.example.com
,REV-202411-0000000006,CUST-0001447025,PROD-0000801651,ORD-202411-0000002352,5,Average experience,White even performance.,true,0,2024-11-02 17:57:45,CAN,Oceania,Positive,2024-11-02 17:57:45,victor.palmer071@platform.example.com
,REV-202411-0000000007,CUST-0001455712,PROD-0000796574,ORD-202411-0000012052,5,Could be better,Easy present agree agreement most about. Mouth office forward and. Meet base about some find pattern.,true,2,2024-11-04 15:55:31,ITA,Europe,Positive,2024-11-04 15:55:31,michelle.bender024@analytics.example.com
,REV-202411-0000000008,CUST-0001460602,PROD-0000797915,ORD-202411-0000011596,1,Worth the money,Available morning clear hard stage. Today this operation require. Should mind mention defense run final night.,true,20,2024-11-21 07:03:13,ARE,Europe,Negative,2024-11-21 07:03:13,brandon.yu006@analytics.example.com
,REV-202411-0000000009,CUST-0001473408,PROD-0000808969,ORD-202411-0000010137,4,Excellent quality,Sea executive dog himself help American its no. Difference human Congress.,true,2,2024-11-19 23:09:02,ARE,North America,Positive,2024-11-19 23:09:02,jennifer.hudson020@analytics.example.com
