exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2022-08-30,AED,USD,0.3191609235,ECB,Closing,2022-08-30 06:16:43,susan.rice083@commerce.example.com
,2022-08-17,EUR,CAD,2.4658021114,ECB,Spot,2022-08-17 07:41:31,jason.franklin045@dataops.example.com
,2022-08-25,GBP,USD,0.7013869878,Reuters,Closing,2022-08-25 22:24:59,brian.taylor114@analytics.example.com
,2022-08-07,INR,SGD,1.2132226718,Internal FX,Spot,2022-08-07 03:39:43,stephen.clark001@analytics.example.com
,2022-08-10,EUR,SGD,4.2751697178,Bloomberg,Closing,2022-08-10 14:59:03,taylor.cunningham023@commerce.example.com
,2022-08-08,JPY,AED,1.4090272069,ECB,Daily,2022-08-08 03:47:38,michael.johnson061@platform.example.com
,2022-08-30,BRL,USD,2.0507779019,Internal FX,Spot,2022-08-30 00:36:15,ashley.marks069@commerce.example.com
,2022-08-12,USD,EUR,1.9637824403,ECB,Daily,2022-08-12 18:50:00,susan.rice083@commerce.example.com
,2022-08-02,INR,MXN,0.8716463989,Bloomberg,Spot,2022-08-02 17:17:21,eric.horton058@analytics.example.com
,2022-08-24,AED,BRL,1.0123495262,Bloomberg,Closing,2022-08-24 06:14:30,jeffery.miller012@commerce.example.com
,2022-08-02,AED,MXN,0.2792962281,Internal FX,Closing,2022-08-02 15:59:45,tiffany.freeman101@analytics.example.com
,2022-08-20,EUR,SGD,0.1869070611,ECB,Spot,2022-08-20 15:27:32,timothy.cameron104@commerce.example.com
,2022-08-24,AED,BRL,1.7527588782,ECB,Closing,2022-08-24 03:49:40,victor.palmer071@platform.example.com
,2022-08-13,USD,AUD,0.4304895555,ECB,Spot,2022-08-13 02:44:48,darren.anderson025@dataops.example.com
,2022-08-24,CAD,JPY,1.3662775211,Bloomberg,Daily,2022-08-24 05:27:24,james.proctor094@dataops.example.com
,2022-08-09,AED,INR,0.1278757266,Bloomberg,Daily,2022-08-09 15:10:29,david.cabrera119@dataops.example.com
,2022-08-16,EUR,INR,2.0266726498,Internal FX,Closing,2022-08-16 22:55:56,jennifer.atkins003@platform.example.com
,2022-08-22,MXN,AUD,0.6593189289,Reuters,Daily,2022-08-22 05:15:27,jennifer.atkins003@platform.example.com
,2022-08-17,AED,CAD,0.6236574663,Reuters,Spot,2022-08-17 23:29:00,sandra.hunter036@platform.example.com
,2022-08-24,GBP,USD,2.2249476677,Internal FX,Spot,2022-08-24 10:23:28,jimmy.washington028@commerce.example.com
,2022-08-11,EUR,AED,0.4552998332,Bloomberg,Spot,2022-08-11 15:10:23,lance.williams029@platform.example.com
,2022-08-04,CAD,USD,0.9031559264,ECB,Spot,2022-08-04 05:42:06,jimmy.washington028@commerce.example.com
,2022-08-09,CAD,MXN,1.661681486,Reuters,Daily,2022-08-09 12:33:00,anita.garcia021@dataops.example.com
,2022-08-20,INR,USD,1.648097273,ECB,Closing,2022-08-20 00:44:27,jason.franklin045@dataops.example.com
,2022-08-30,USD,BRL,2.7217592035,Reuters,Spot,2022-08-30 09:35:57,patrick.gonzalez035@dataops.example.com
,2022-08-06,GBP,INR,0.9534491724,Internal FX,Spot,2022-08-06 18:53:40,christine.carter078@commerce.example.com
,2022-08-11,EUR,AED,0.581853824,Reuters,Spot,2022-08-11 13:54:18,susan.rice083@commerce.example.com
,2022-08-18,INR,EUR,0.3119492983,Internal FX,Closing,2022-08-18 23:48:28,adam.gordon030@commerce.example.com
,2022-08-31,MXN,AED,1.1209957381,ECB,Spot,2022-08-31 23:40:40,joseph.johnson049@dataops.example.com
,2022-08-24,CAD,USD,1.8861580346,Internal FX,Closing,2022-08-24 19:40:41,jeffery.miller012@commerce.example.com
,2022-08-19,BRL,CAD,0.9420011436,Reuters,Closing,2022-08-19 05:23:38,michelle.bender024@analytics.example.com
,2022-08-28,INR,JPY,1.9509380143,Internal FX,Closing,2022-08-28 23:31:02,adam.gordon030@commerce.example.com
,2022-08-05,INR,JPY,0.1612550528,Internal FX,Spot,2022-08-05 07:34:57,anita.garcia021@dataops.example.com
,2022-08-19,AED,EUR,0.3850463591,ECB,Closing,2022-08-19 12:37:37,jennifer.hudson020@analytics.example.com
,2022-08-02,AUD,INR,0.14568134,ECB,Daily,2022-08-02 15:16:07,alyssa.richards002@commerce.example.com
,2022-08-22,INR,JPY,0.3580009647,ECB,Closing,2022-08-22 06:29:44,stephen.daniels076@commerce.example.com
,2022-08-19,MXN,AED,0.3845289582,Internal FX,Daily,2022-08-19 06:12:49,grace.gonzales099@dataops.example.com
,2022-08-26,AUD,EUR,1.2855615815,Reuters,Spot,2022-08-26 19:08:18,jennifer.bauer068@analytics.example.com
,2022-08-02,USD,EUR,2.190945509,Reuters,Closing,2022-08-02 05:36:16,timothy.cannon081@analytics.example.com
,2022-08-30,JPY,CAD,1.4098557341,Reuters,Spot,2022-08-30 06:23:26,victor.palmer071@platform.example.com
,2022-08-25,INR,USD,0.2802988963,Internal FX,Spot,2022-08-25 20:16:29,peter.martinez098@platform.example.com
,2022-08-27,SGD,AED,0.7902072414,Bloomberg,Daily,2022-08-27 05:09:55,peter.martinez098@platform.example.com
,2022-08-16,BRL,EUR,1.0403386778,Reuters,Spot,2022-08-16 22:56:11,taylor.cunningham023@commerce.example.com
,2022-08-10,INR,GBP,1.3327618455,ECB,Spot,2022-08-10 08:49:51,alyssa.richards002@commerce.example.com
,2022-08-25,AUD,USD,1.7866872615,Internal FX,Closing,2022-08-25 15:01:58,lisa.kim091@platform.example.com
,2022-08-28,MXN,CAD,1.5569842278,ECB,Closing,2022-08-28 13:14:16,micheal.chen050@dataops.example.com
,2022-08-05,AED,CAD,0.8568131733,Reuters,Spot,2022-08-05 09:27:06,katelyn.pitts017@commerce.example.com
,2022-08-04,JPY,GBP,1.2760009805,Reuters,Closing,2022-08-04 23:40:43,lance.williams029@platform.example.com
,2022-08-27,AED,JPY,1.0419385539,Internal FX,Spot,2022-08-27 18:39:01,yolanda.vasquez005@platform.example.com
,2022-08-10,USD,INR,1.6925625863,Bloomberg,Spot,2022-08-10 12:00:22,joann.clark089@commerce.example.com
,2022-08-13,BRL,GBP,0.8048905305,Internal FX,Daily,2022-08-13 08:14:47,darren.anderson025@dataops.example.com
,2022-08-25,AUD,JPY,2.4391214651,ECB,Closing,2022-08-25 17:03:47,kevin.mathews014@analytics.example.com
,2022-08-16,MXN,GBP,0.824958215,Internal FX,Daily,2022-08-16 21:32:15,troy.boone097@platform.example.com
,2022-08-10,EUR,INR,2.5277301934,Bloomberg,Spot,2022-08-10 03:12:19,jennifer.atkins003@platform.example.com
,2022-08-30,EUR,BRL,1.360705535,Bloomberg,Spot,2022-08-30 14:18:20,michael.johnson061@platform.example.com
,2022-08-03,USD,JPY,1.7113143601,Bloomberg,Closing,2022-08-03 21:38:08,timothy.cameron104@commerce.example.com
,2022-08-31,MXN,AED,2.7633745514,Internal FX,Closing,2022-08-31 10:16:01,christine.carter078@commerce.example.com
,2022-08-05,USD,MXN,0.3421412091,Bloomberg,Spot,2022-08-05 12:10:12,tina.williams074@commerce.example.com
,2022-08-16,JPY,GBP,2.1832174008,ECB,Closing,2022-08-16 11:03:29,troy.boone097@platform.example.com
,2022-08-10,EUR,GBP,0.4671649428,Reuters,Daily,2022-08-10 16:14:36,christine.johnson056@commerce.example.com
,2022-08-25,INR,CAD,0.8829425675,Internal FX,Spot,2022-08-25 03:01:29,kelsey.taylor010@platform.example.com
,2022-08-10,AED,GBP,0.7194885078,Internal FX,Daily,2022-08-10 05:16:54,brandi.carter038@dataops.example.com
,2022-08-21,JPY,GBP,1.3435006166,Bloomberg,Closing,2022-08-21 09:24:00,sandra.hunter036@platform.example.com
,2022-08-07,CAD,GBP,1.1271602591,ECB,Closing,2022-08-07 04:46:03,maria.ashley046@analytics.example.com
,2022-08-29,AUD,CAD,0.8355751757,ECB,Closing,2022-08-29 00:34:26,maria.ashley046@analytics.example.com
,2022-08-27,AUD,INR,1.0053864788,Bloomberg,Spot,2022-08-27 22:21:19,darren.anderson025@dataops.example.com
,2022-08-17,EUR,BRL,1.9566147184,ECB,Closing,2022-08-17 05:11:35,katelyn.pitts017@commerce.example.com
,2022-08-21,JPY,MXN,2.0882171977,Reuters,Spot,2022-08-21 13:06:23,jeffery.miller012@commerce.example.com
,2022-08-04,INR,BRL,0.9684224744,Reuters,Spot,2022-08-04 10:11:15,ashley.marks069@commerce.example.com
,2022-08-17,CAD,INR,1.1425705272,Bloomberg,Daily,2022-08-17 14:57:36,craig.johnson106@analytics.example.com
,2022-08-26,USD,EUR,1.6901888445,Bloomberg,Spot,2022-08-26 12:43:49,eric.horton058@analytics.example.com
,2022-08-10,AED,INR,0.6609808694,Reuters,Closing,2022-08-10 17:06:13,joseph.johnson049@dataops.example.com
,2022-08-14,BRL,JPY,2.0387525053,Reuters,Daily,2022-08-14 09:27:22,jimmy.washington028@commerce.example.com
,2022-08-30,AUD,EUR,0.9283177333,ECB,Closing,2022-08-30 02:46:06,maria.ashley046@analytics.example.com
,2022-08-11,JPY,MXN,0.6736170126,Bloomberg,Closing,2022-08-11 20:31:12,brandi.carter038@dataops.example.com
,2022-08-25,USD,GBP,0.6354316667,Reuters,Spot,2022-08-25 16:06:20,david.cabrera119@dataops.example.com
,2022-08-12,BRL,EUR,1.7904301489,Reuters,Closing,2022-08-12 01:21:09,lisa.kim091@platform.example.com
,2022-08-14,GBP,AUD,2.9046554101,Internal FX,Daily,2022-08-14 13:35:33,renee.harvey080@dataops.example.com
,2022-08-11,BRL,USD,2.8176265707,Reuters,Spot,2022-08-11 16:50:04,yolanda.vasquez005@platform.example.com
,2022-08-27,USD,AUD,1.3226285426,ECB,Closing,2022-08-27 06:07:06,katelyn.pitts017@commerce.example.com
,2022-08-18,GBP,USD,0.4743881067,Bloomberg,Closing,2022-08-18 20:36:28,katelyn.pitts017@commerce.example.com
,2022-08-15,SGD,USD,0.2132803095,Bloomberg,Closing,2022-08-15 06:47:21,eric.horton058@analytics.example.com
,2022-08-22,CAD,USD,1.0356911423,Reuters,Spot,2022-08-22 10:11:22,joann.clark089@commerce.example.com
,2022-08-21,JPY,AED,0.2740024086,ECB,Daily,2022-08-21 16:32:34,david.cabrera119@dataops.example.com
,2022-08-05,INR,MXN,3.3053292096,Reuters,Spot,2022-08-05 10:48:27,eric.horton058@analytics.example.com
,2022-08-10,CAD,INR,1.5016379226,Internal FX,Daily,2022-08-10 08:36:30,andrew.ellis102@analytics.example.com
,2022-08-23,SGD,INR,0.9236966602,Reuters,Closing,2022-08-23 15:38:36,john.mullins109@commerce.example.com
,2022-08-19,EUR,USD,0.6352856355,ECB,Closing,2022-08-19 14:43:33,patrick.gonzalez035@dataops.example.com
,2022-08-13,SGD,JPY,0.6850035102,Internal FX,Spot,2022-08-13 08:20:10,grace.gonzales099@dataops.example.com
,2022-08-09,AUD,MXN,1.0475889201,Bloomberg,Spot,2022-08-09 01:04:03,chelsea.patel065@commerce.example.com
,2022-08-11,BRL,EUR,0.3258234216,Internal FX,Daily,2022-08-11 15:06:32,kelsey.taylor010@platform.example.com
