event_record_id,event_id,event_timestamp,session_id,customer_id,product_id,order_id,event_name,event_category,page_name,page_url,referrer_url,search_query,product_position,quantity,unit_price_local,event_value_local,local_currency,country_name,country_code,region_name,device_type,platform,operating_system,browser,traffic_source,traffic_medium,campaign_id,created_at,created_by
,EVT-202208-000000000000,2022-08-25 03:23:10,SES-202208-0000017127,CUST-0000659241,,,page_view,engagement,Checkout,https://shop.example.com/home,https://instagram.com,,,0,0,0,USD,United States,USA,North America,Laptop,Mobile Web,Android,Safari,Google,affiliate,,2022-08-25 03:23:10,andrea.cummings039@platform.example.com
,EVT-202208-000000000001,2022-08-21 03:21:03,SES-202208-0000026261,CUST-0000655324,PROD-0000363738,,review_view,engagement,Product,https://shop.example.com/cart,https://facebook.com,,9,5,1248.55,6242.75,SGD,Singapore,SGP,Asia,Desktop,Mobile Web,Windows,Edge,Google,organic,CAMP-2022-0038,2022-08-21 03:21:03,anita.garcia021@dataops.example.com
,EVT-202208-000000000002,2022-08-17 00:40:58,SES-202208-0000003067,CUST-0000652473,PROD-0000362456,,add_to_cart,commerce,Cart,https://shop.example.com/cart,https://facebook.com,,44,1,542.27,542.27,AUD,Australia,AUS,Oceania,Tablet,iOS,Android,Chrome,Google,direct,,2022-08-17 00:40:58,patrick.gonzalez035@dataops.example.com
,EVT-202208-000000000003,2022-08-23 02:06:17,SES-202208-0000005640,CUST-0000667153,,,page_view,engagement,Search,https://shop.example.com/checkout,https://instagram.com,,,0,0,0,BRL,Brazil,BRA,South America,Desktop,iOS,macOS,Edge,Google,referral,,2022-08-23 02:06:17,renee.harvey080@dataops.example.com
,EVT-202208-000000000004,2022-08-14 22:37:45,SES-202208-0000011115,CUST-0000664940,PROD-0000357789,,product_view,commerce,Checkout,https://shop.example.com/checkout,https://bing.com,,27,1,147.51,147.51,BRL,Brazil,BRA,South America,Laptop,Web,iOS,Safari,YouTube,direct,CAMP-2022-0039,2022-08-14 22:37:45,christine.johnson056@commerce.example.com
,EVT-202208-000000000005,2022-08-21 05:40:38,SES-202208-0000016880,CUST-0000645248,,,page_view,engagement,Account,https://shop.example.com/search,https://google.com,,,0,0,0,EUR,Italy,ITA,Europe,Laptop,iOS,macOS,Edge,YouTube,cpc,CAMP-2022-0016,2022-08-21 05:40:38,sylvia.diaz107@dataops.example.com
,EVT-202208-000000000006,2022-08-03 23:27:04,SES-202208-0000006025,CUST-0000645872,PROD-0000361366,,product_view,commerce,Product,https://shop.example.com/checkout,https://google.com,,24,1,1324.79,1324.79,EUR,Germany,DEU,Europe,Desktop,iOS,Linux,Samsung Internet,YouTube,social,,2022-08-03 23:27:04,jason.franklin045@dataops.example.com
,EVT-202208-000000000007,2022-08-25 04:23:39,SES-202208-0000016209,CUST-0000667254,,,page_view,engagement,Cart,https://shop.example.com/cart,https://instagram.com,,,0,0,0,EUR,Netherlands,NLD,Europe,Laptop,Mobile Web,ChromeOS,Safari,Email,cpc,,2022-08-25 04:23:39,renee.harvey080@dataops.example.com
,EVT-202208-000000000008,2022-08-26 12:32:16,SES-202208-0000026694,CUST-0000661286,,,page_view,engagement,Cart,https://shop.example.com/home,https://google.com,,,0,0,0,SGD,Singapore,SGP,Asia,Desktop,Mobile Web,ChromeOS,Chrome,Direct,referral,CAMP-2022-0021,2022-08-26 12:32:16,adam.gordon030@commerce.example.com
,EVT-202208-000000000009,2022-08-03 15:01:19,SES-202208-0000001166,CUST-0000651297,PROD-0000357241,,checkout_start,commerce,Search,https://shop.example.com/checkout,https://bing.com,,14,1,270.36,270.36,JPY,Japan,JPN,Asia,Desktop,Mobile Web,Windows,Edge,Facebook,organic,,2022-08-03 15:01:19,jeffery.miller012@commerce.example.com
,EVT-202208-000000000010,2022-08-15 05:21:52,SES-202208-0000019390,CUST-0000652238,,,page_view,engagement,Account,https://shop.example.com/checkout,https://google.com,,,0,0,0,BRL,Brazil,BRA,South America,Mobile,Web,iOS,Samsung Internet,TikTok,affiliate,,2022-08-15 05:21:52,lance.williams029@platform.example.com
,EVT-202208-000000000011,2022-08-23 13:53:36,SES-202208-0000026449,CUST-0000647861,PROD-0000365630,,product_view,commerce,Checkout,https://shop.example.com/checkout,https://google.com,,36,2,220.49,440.98,GBP,United Kingdom,GBR,Europe,Mobile,Android,macOS,Firefox,Bing,cpc,,2022-08-23 13:53:36,andrew.ellis102@analytics.example.com
,EVT-202208-000000000012,2022-08-08 15:46:38,SES-202208-0000024186,CUST-0000652585,PROD-0000353651,,product_view,commerce,Search,https://shop.example.com/product,https://facebook.com,,3,4,296.39,1185.56,SGD,Singapore,SGP,Asia,Tablet,Mobile Web,Windows,Edge,Email,organic,,2022-08-08 15:46:38,ryan.steele043@commerce.example.com
,EVT-202208-000000000013,2022-08-12 12:07:11,SES-202208-0000020449,CUST-0000668787,PROD-0000353395,,wishlist_add,engagement,Cart,https://shop.example.com/checkout,https://google.com,,20,4,402.38,1609.52,EUR,Italy,ITA,Europe,Tablet,Mobile Web,ChromeOS,Edge,YouTube,social,,2022-08-12 12:07:11,andrea.cummings039@platform.example.com
,EVT-202208-000000000014,2022-08-06 11:12:53,SES-202208-0000023858,CUST-0000668888,,,page_view,engagement,Search,https://shop.example.com/cart,https://facebook.com,,,0,0,0,CAD,Canada,CAN,North America,Tablet,Android,Android,Safari,YouTube,social,,2022-08-06 11:12:53,katelyn.pitts017@commerce.example.com
,EVT-202208-000000000015,2022-08-28 15:49:16,SES-202208-0000000544,CUST-0000648488,PROD-0000360130,,product_view,commerce,Checkout,https://shop.example.com/home,https://google.com,,33,3,17.22,51.66,EUR,Spain,ESP,Europe,Mobile,Web,macOS,Firefox,Bing,email,CAMP-2022-0029,2022-08-28 15:49:16,kristen.bailey110@analytics.example.com
,EVT-202208-000000000016,2022-08-01 11:44:02,SES-202208-0000021912,CUST-0000644657,PROD-0000358445,,product_view,commerce,Checkout,https://shop.example.com/product,https://instagram.com,,21,4,1366.58,5466.32,INR,India,IND,Asia,Tablet,Android,Linux,Samsung Internet,Organic,referral,CAMP-2022-0036,2022-08-01 11:44:02,jason.franklin045@dataops.example.com
,EVT-202208-000000000017,2022-08-12 05:52:18,SES-202208-0000000696,CUST-0000662790,PROD-0000355228,,remove_from_cart,commerce,Home,https://shop.example.com/cart,https://instagram.com,,30,5,1378.12,6890.6,JPY,Japan,JPN,Asia,Tablet,iOS,Linux,Firefox,Organic,organic,,2022-08-12 05:52:18,timothy.cannon081@analytics.example.com
,EVT-202208-000000000018,2022-08-01 21:23:04,SES-202208-0000023491,CUST-0000664522,,,page_view,engagement,Account,https://shop.example.com/cart,https://facebook.com,,,0,0,0,EUR,France,FRA,Europe,Desktop,Mobile Web,iOS,Safari,Facebook,organic,CAMP-2022-0020,2022-08-01 21:23:04,anita.garcia021@dataops.example.com
,EVT-202208-000000000019,2022-08-08 23:56:07,SES-202208-0000020146,CUST-0000668603,,,search,engagement,Cart,https://shop.example.com/search,https://bing.com,Bank drop high under.,,0,0,0,CAD,Canada,CAN,North America,Tablet,Android,macOS,Edge,YouTube,direct,,2022-08-08 23:56:07,chelsea.patel065@commerce.example.com
,EVT-202208-000000000020,2022-08-10 04:00:08,SES-202208-0000015086,CUST-0000655735,PROD-0000364917,,product_view,commerce,Account,https://shop.example.com/checkout,https://facebook.com,,29,2,312.83,625.66,SGD,Singapore,SGP,Asia,Mobile,Web,Windows,Samsung Internet,Direct,affiliate,CAMP-2022-0007,2022-08-10 04:00:08,anita.garcia021@dataops.example.com
,EVT-202208-000000000021,2022-08-17 17:42:10,SES-202208-0000025527,CUST-0000653967,PROD-0000355206,,checkout_start,commerce,Search,https://shop.example.com/checkout,https://google.com,,43,3,77.06,231.18,GBP,United Kingdom,GBR,Europe,Desktop,Android,Android,Samsung Internet,Email,affiliate,,2022-08-17 17:42:10,katelyn.pitts017@commerce.example.com
,EVT-202208-000000000022,2022-08-31 22:33:16,SES-202208-0000010697,CUST-0000651361,PROD-0000360886,ORD-202208-0000000837,purchase,conversion,Search,https://shop.example.com/search,https://instagram.com,,47,5,48.21,241.05,AED,United Arab Emirates,ARE,Asia,Tablet,iOS,Android,Firefox,TikTok,organic,CAMP-2022-0015,2022-08-31 22:33:16,lisa.kim091@platform.example.com
,EVT-202208-000000000023,2022-08-20 05:59:20,SES-202208-0000001188,CUST-0000645144,,,page_view,engagement,Checkout,https://shop.example.com/home,https://instagram.com,,,0,0,0,BRL,Brazil,BRA,South America,Laptop,Android,ChromeOS,Firefox,TikTok,social,CAMP-2022-0033,2022-08-20 05:59:20,david.cabrera119@dataops.example.com
,EVT-202208-000000000024,2022-08-08 22:42:23,SES-202208-0000021644,CUST-0000644966,PROD-0000359889,,product_view,commerce,Home,https://shop.example.com/home,https://google.com,,25,4,1290.72,5162.88,EUR,Germany,DEU,Europe,Mobile,iOS,Windows,Safari,Affiliate,affiliate,CAMP-2022-0039,2022-08-08 22:42:23,lisa.kim091@platform.example.com
,EVT-202208-000000000025,2022-08-26 19:16:13,SES-202208-0000012965,CUST-0000661247,PROD-0000358595,ORD-202208-0000004595,purchase,conversion,Account,https://shop.example.com/cart,https://facebook.com,,45,4,1275.48,5101.92,SGD,Singapore,SGP,Asia,Tablet,Android,macOS,Firefox,Facebook,email,CAMP-2022-0024,2022-08-26 19:16:13,ashley.marks069@commerce.example.com
,EVT-202208-000000000026,2022-08-24 19:46:53,SES-202208-0000018742,CUST-0000652834,PROD-0000357903,,product_view,commerce,Home,https://shop.example.com/product,https://facebook.com,,44,3,755.66,2266.98,JPY,Japan,JPN,Asia,Tablet,Android,ChromeOS,Firefox,Instagram,organic,CAMP-2022-0020,2022-08-24 19:46:53,stephen.daniels076@commerce.example.com
,EVT-202208-000000000027,2022-08-11 02:28:05,SES-202208-0000013844,CUST-0000648049,PROD-0000361364,,product_view,commerce,Checkout,https://shop.example.com/cart,https://facebook.com,,33,5,1230.16,6150.8,EUR,Germany,DEU,Europe,Laptop,Mobile Web,ChromeOS,Edge,Email,social,CAMP-2022-0023,2022-08-11 02:28:05,craig.johnson106@analytics.example.com
,EVT-202208-000000000028,2022-08-01 03:30:15,SES-202208-0000026638,CUST-0000667429,PROD-0000361196,ORD-202208-0000019254,purchase,conversion,Search,https://shop.example.com/cart,https://facebook.com,,12,4,94.94,379.76,EUR,Italy,ITA,Europe,Desktop,iOS,Android,Samsung Internet,Affiliate,cpc,,2022-08-01 03:30:15,sylvia.diaz107@dataops.example.com
,EVT-202208-000000000029,2022-08-10 13:17:22,SES-202208-0000010983,CUST-0000656666,PROD-0000355893,ORD-202208-0000001797,purchase,conversion,Search,https://shop.example.com/search,https://google.com,,29,2,941.71,1883.42,JPY,Japan,JPN,Asia,Laptop,Mobile Web,ChromeOS,Chrome,Google,cpc,,2022-08-10 13:17:22,megan.cunningham013@commerce.example.com
,EVT-202208-000000000030,2022-08-24 18:05:21,SES-202208-0000012519,CUST-0000652084,PROD-0000364537,,product_view,commerce,Checkout,https://shop.example.com/search,https://bing.com,,13,3,350.27,1050.81,INR,India,IND,Asia,Tablet,iOS,macOS,Samsung Internet,Affiliate,affiliate,CAMP-2022-0028,2022-08-24 18:05:21,john.mullins109@commerce.example.com
,EVT-202208-000000000031,2022-08-17 09:13:52,SES-202208-0000020753,CUST-0000655307,,,page_view,engagement,Home,https://shop.example.com/cart,https://instagram.com,,,0,0,0,EUR,Germany,DEU,Europe,Desktop,iOS,ChromeOS,Firefox,Google,direct,CAMP-2022-0013,2022-08-17 09:13:52,timothy.cameron104@commerce.example.com
,EVT-202208-000000000032,2022-08-23 15:08:22,SES-202208-0000003384,CUST-0000657557,PROD-0000352696,,add_to_cart,commerce,Product,https://shop.example.com/product,https://facebook.com,,33,5,14.12,70.6,INR,India,IND,Asia,Laptop,Web,ChromeOS,Firefox,Facebook,email,CAMP-2022-0030,2022-08-23 15:08:22,yesenia.arnold040@platform.example.com
,EVT-202208-000000000033,2022-08-05 11:33:23,SES-202208-0000014251,CUST-0000652489,,,search,engagement,Cart,https://shop.example.com/checkout,https://instagram.com,Available concern.,,0,0,0,INR,India,IND,Asia,Tablet,iOS,Linux,Edge,YouTube,organic,CAMP-2022-0039,2022-08-05 11:33:23,christine.carter078@commerce.example.com
,EVT-202208-000000000034,2022-08-01 12:06:31,SES-202208-0000002996,CUST-0000663762,PROD-0000362921,ORD-202208-0000004531,purchase,conversion,Checkout,https://shop.example.com/checkout,https://facebook.com,,2,3,512.88,1538.64,INR,India,IND,Asia,Tablet,Mobile Web,macOS,Edge,Google,email,CAMP-2022-0040,2022-08-01 12:06:31,eric.mullen052@dataops.example.com
,EVT-202208-000000000035,2022-08-20 13:31:54,SES-202208-0000004015,CUST-0000645429,PROD-0000355370,,product_view,commerce,Account,https://shop.example.com/home,https://facebook.com,,4,3,1318.19,3954.57,GBP,United Kingdom,GBR,Europe,Laptop,Web,Windows,Chrome,Google,organic,CAMP-2022-0031,2022-08-20 13:31:54,ashley.marks069@commerce.example.com
,EVT-202208-000000000036,2022-08-09 11:26:37,SES-202208-0000005960,CUST-0000645582,,,page_view,engagement,Account,https://shop.example.com/home,https://facebook.com,,,0,0,0,AUD,Australia,AUS,Oceania,Mobile,Web,Linux,Firefox,TikTok,cpc,CAMP-2022-0002,2022-08-09 11:26:37,andrea.cummings039@platform.example.com
,EVT-202208-000000000037,2022-08-26 13:25:00,SES-202208-0000005582,CUST-0000662907,PROD-0000362206,,product_view,commerce,Search,https://shop.example.com/home,https://instagram.com,,22,1,702.7,702.7,INR,India,IND,Asia,Mobile,Android,macOS,Edge,Bing,affiliate,,2022-08-26 13:25:00,craig.johnson106@analytics.example.com
,EVT-202208-000000000038,2022-08-27 23:28:01,SES-202208-0000027808,CUST-0000655390,,,search,engagement,Search,https://shop.example.com/search,https://facebook.com,Media better close provide.,,0,0,0,EUR,France,FRA,Europe,Tablet,Web,Linux,Chrome,TikTok,referral,CAMP-2022-0014,2022-08-27 23:28:01,jimmy.washington028@commerce.example.com
,EVT-202208-000000000039,2022-08-23 23:07:58,SES-202208-0000009316,CUST-0000659555,PROD-0000359278,,product_view,commerce,Search,https://shop.example.com/search,https://instagram.com,,40,5,316.18,1580.9,BRL,Brazil,BRA,South America,Mobile,Mobile Web,Linux,Safari,Email,direct,,2022-08-23 23:07:58,michelle.bender024@analytics.example.com
,EVT-202208-000000000040,2022-08-24 03:47:16,SES-202208-0000015136,CUST-0000668633,PROD-0000358043,,product_view,commerce,Cart,https://shop.example.com/search,https://instagram.com,,14,3,189.36,568.08,USD,United States,USA,North America,Mobile,iOS,Linux,Safari,Organic,email,CAMP-2022-0021,2022-08-24 03:47:16,christine.johnson056@commerce.example.com
,EVT-202208-000000000041,2022-08-14 23:21:28,SES-202208-0000011758,CUST-0000663392,PROD-0000358086,,wishlist_add,engagement,Product,https://shop.example.com/search,https://google.com,,47,4,1147.53,4590.12,EUR,France,FRA,Europe,Desktop,Mobile Web,ChromeOS,Samsung Internet,Email,affiliate,CAMP-2022-0016,2022-08-14 23:21:28,michelle.sims041@analytics.example.com
,EVT-202208-000000000042,2022-08-30 02:26:56,SES-202208-0000010940,CUST-0000645299,PROD-0000352806,,product_view,commerce,Search,https://shop.example.com/home,https://instagram.com,,9,4,583.02,2332.08,EUR,Spain,ESP,Europe,Tablet,Web,ChromeOS,Samsung Internet,Facebook,cpc,,2022-08-30 02:26:56,alyssa.richards002@commerce.example.com
,EVT-202208-000000000043,2022-08-25 16:49:11,SES-202208-0000000941,CUST-0000652980,,,page_view,engagement,Search,https://shop.example.com/cart,https://bing.com,,,0,0,0,EUR,Netherlands,NLD,Europe,Mobile,Mobile Web,Windows,Samsung Internet,Affiliate,affiliate,,2022-08-25 16:49:11,michelle.sims041@analytics.example.com
,EVT-202208-000000000044,2022-08-19 06:54:03,SES-202208-0000003236,CUST-0000644447,PROD-0000359885,,product_view,commerce,Account,https://shop.example.com/search,https://bing.com,,28,3,1395.51,4186.53,EUR,Italy,ITA,Europe,Desktop,Android,macOS,Chrome,Affiliate,cpc,,2022-08-19 06:54:03,michelle.sims041@analytics.example.com
