inventory_record_id,inventory_id,product_id,warehouse_id,country_code,region_name,inventory_date,stock_available,stock_reserved,stock_damaged,reorder_level,units_sold,units_returned,created_at,created_by
,INV-202105-0000000000,PROD-0000174854,WH-00129,USA,Europe,2021-05-30,1498,520,30,198,383,23,2021-05-30 11:48:49,james.proctor094@dataops.example.com
,INV-202105-0000000001,PROD-0000164475,WH-00155,ESP,Europe,2021-05-01,618,124,24,86,186,8,2021-05-01 23:09:19,ashley.marks069@commerce.example.com
,INV-202105-0000000002,PROD-0000166946,WH-00200,SGP,Europe,2021-05-19,1054,77,15,89,289,27,2021-05-19 06:22:29,katelyn.pitts017@commerce.example.com
,INV-202105-0000000003,PROD-0000172350,WH-00177,ESP,North America,2021-05-05,917,34,1,243,224,9,2021-05-05 17:34:25,ashley.marks069@commerce.example.com
,INV-202105-0000000004,PROD-0000164256,WH-00087,NLD,Europe,2021-05-18,1905,499,28,113,457,37,2021-05-18 09:18:17,jennifer.hudson020@analytics.example.com
,INV-202105-0000000005,PROD-0000171538,WH-00169,USA,North America,2021-05-25,1073,367,28,200,356,11,2021-05-25 06:26:14,brandi.carter038@dataops.example.com
,INV-202105-0000000006,PROD-0000165883,WH-00009,FRA,Asia,2021-05-03,1162,395,19,156,204,2,2021-05-03 21:40:41,michelle.bender024@analytics.example.com
,INV-202105-0000000007,PROD-0000170435,WH-00164,ARE,Asia,2021-05-23,0,0,0,90,0,0,2021-05-23 15:03:59,michelle.bender024@analytics.example.com
,INV-202105-0000000008,PROD-0000168208,WH-00075,FRA,Europe,2021-05-06,808,52,29,165,160,3,2021-05-06 10:14:35,timothy.cameron104@commerce.example.com
,INV-202105-0000000009,PROD-0000164196,WH-00045,GBR,Europe,2021-05-19,255,39,9,291,40,3,2021-05-19 07:55:41,brandi.carter038@dataops.example.com
,INV-202105-0000000010,PROD-0000165596,WH-00041,FRA,North America,2021-05-03,905,52,7,191,175,7,2021-05-03 16:30:38,kelsey.taylor010@platform.example.com
,INV-202105-0000000011,PROD-0000170365,WH-00184,DEU,South America,2021-05-17,1722,315,66,254,456,43,2021-05-17 23:37:55,susan.rice083@commerce.example.com
,INV-202105-0000000012,PROD-0000165731,WH-00107,FRA,North America,2021-05-28,609,223,12,145,183,9,2021-05-28 03:38:43,adam.gordon030@commerce.example.com
,INV-202105-0000000013,PROD-0000171484,WH-00005,SGP,Europe,2021-05-30,1071,141,34,115,332,8,2021-05-30 16:34:23,eric.horton058@analytics.example.com
,INV-202105-0000000014,PROD-0000165241,WH-00184,ITA,Europe,2021-05-08,1182,99,23,152,284,19,2021-05-08 06:21:52,victoria.medina044@dataops.example.com
,INV-202105-0000000015,PROD-0000172520,WH-00145,JPN,Europe,2021-05-24,987,311,32,235,392,36,2021-05-24 00:36:26,taylor.cunningham023@commerce.example.com
,INV-202105-0000000016,PROD-0000170253,WH-00233,ARE,North America,2021-05-26,1180,417,37,228,200,16,2021-05-26 07:04:07,maria.ashley046@analytics.example.com
,INV-202105-0000000017,PROD-0000175077,WH-00094,ITA,Europe,2021-05-09,1459,447,48,67,398,31,2021-05-09 20:20:05,tina.williams074@commerce.example.com
,INV-202105-0000000018,PROD-0000168903,WH-00159,MEX,North America,2021-05-14,991,329,18,125,191,9,2021-05-14 16:37:33,john.mullins109@commerce.example.com
,INV-202105-0000000019,PROD-0000171017,WH-00248,GBR,North America,2021-05-17,922,302,3,194,330,12,2021-05-17 23:35:40,stephen.daniels076@commerce.example.com
,INV-202105-0000000020,PROD-0000171143,WH-00202,ESP,Oceania,2021-05-16,405,137,15,109,156,8,2021-05-16 21:32:20,susan.rice083@commerce.example.com
,INV-202105-0000000021,PROD-0000168919,WH-00058,AUS,Europe,2021-05-05,889,125,33,276,177,16,2021-05-05 17:42:04,ashley.marks069@commerce.example.com
,INV-202105-0000000022,PROD-0000170818,WH-00222,AUS,Europe,2021-05-31,1648,409,58,209,599,10,2021-05-31 05:59:34,michelle.sims041@analytics.example.com
,INV-202105-0000000023,PROD-0000168115,WH-00061,CAN,South America,2021-05-16,315,41,10,289,126,6,2021-05-16 02:52:11,christine.johnson056@commerce.example.com
,INV-202105-0000000024,PROD-0000163725,WH-00115,AUS,Europe,2021-05-02,0,0,0,106,0,0,2021-05-02 08:07:45,david.cabrera119@dataops.example.com
,INV-202105-0000000025,PROD-0000168527,WH-00138,BRA,Europe,2021-05-03,1011,69,8,242,321,21,2021-05-03 18:25:50,brandon.yu006@analytics.example.com
,INV-202105-0000000026,PROD-0000167939,WH-00033,USA,Asia,2021-05-21,1079,210,8,79,150,5,2021-05-21 17:30:03,tiffany.freeman101@analytics.example.com
,INV-202105-0000000027,PROD-0000172951,WH-00188,SGP,Asia,2021-05-18,537,170,2,161,112,8,2021-05-18 22:21:30,jennifer.hudson020@analytics.example.com
,INV-202105-0000000028,PROD-0000172956,WH-00172,CAN,North America,2021-05-16,870,107,10,230,216,4,2021-05-16 15:40:09,michael.berger060@platform.example.com
,INV-202105-0000000029,PROD-0000173201,WH-00250,ESP,Asia,2021-05-23,888,26,3,83,251,18,2021-05-23 16:53:44,john.mullins109@commerce.example.com
,INV-202105-0000000030,PROD-0000168403,WH-00232,AUS,North America,2021-05-13,713,244,10,230,242,9,2021-05-13 01:00:58,ryan.steele043@commerce.example.com
,INV-202105-0000000031,PROD-0000174802,WH-00179,IND,South America,2021-05-07,1069,265,24,213,261,13,2021-05-07 04:20:13,eric.horton058@analytics.example.com
