currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2024-01-31 10:32:36,sandra.hunter036@platform.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2024-01-09 01:10:38,tammy.smith009@platform.example.com
GBP,Pound Sterling,£,2,FIAT,true,2024-01-18 16:32:30,eric.rowe100@platform.example.com
EUR,Euro,€,2,FIAT,true,2024-01-27 11:32:11,jason.franklin045@dataops.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2024-01-23 20:45:33,jason.franklin045@dataops.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2024-01-21 17:21:28,kenneth.rodgers059@analytics.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2024-01-13 18:55:07,brian.taylor114@analytics.example.com
INR,Indian Rupee,₹,2,FIAT,true,2024-01-01 16:20:23,jennifer.atkins003@platform.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2024-01-25 10:37:38,joseph.johnson049@dataops.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2024-01-14 22:19:17,brandi.carter038@dataops.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2024-01-25 05:04:35,craig.johnson106@analytics.example.com
