seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
366052,SELL-00366052,Torres-Larsen,Distributor,Spain,ESP,Europe,4.55,Inactive,Platform Fulfilled,2025-05-06,2025-05-06 00:00:00,,true,2025-05-06 10:30:57,joseph.johnson049@dataops.example.com
366053,SELL-00366053,"Smith, Estes and Rios",Small Business,United Kingdom,GBR,Europe,4.01,Active,Platform Fulfilled,2025-05-24,2025-05-24 00:00:00,,true,2025-05-24 12:16:25,yesenia.arnold040@platform.example.com
366054,SELL-00366054,Fernandez PLC,Marketplace,Netherlands,NLD,Europe,4.79,Active,Dropship,2025-05-01,2025-05-01 00:00:00,,true,2025-05-01 04:03:35,benjamin.brooks117@dataops.example.com
366055,SELL-00366055,Benton-Harding,Marketplace,Spain,ESP,Europe,4.08,Active,Seller Fulfilled,2025-05-30,2025-05-30 00:00:00,,true,2025-05-30 04:25:49,eric.horton058@analytics.example.com
366056,SELL-00366056,"Martin, Garcia and Ross",Marketplace,Germany,DEU,Europe,3.22,Inactive,Seller Fulfilled,2025-05-05,2025-05-05 00:00:00,,true,2025-05-05 02:08:32,yolanda.vasquez005@platform.example.com
366057,SELL-00366057,Watson-Nguyen,Retailer,Australia,AUS,Oceania,3.93,Active,Dropship,2025-05-03,2025-05-03 00:00:00,,true,2025-05-03 12:19:55,sandra.hunter036@platform.example.com
366058,SELL-00366058,Scott LLC,Retailer,France,FRA,Europe,4.12,Active,Platform Fulfilled,2025-05-16,2025-05-16 00:00:00,,true,2025-05-16 05:36:12,brittany.rose019@commerce.example.com
366059,SELL-00366059,Hunter PLC,Retailer,Italy,ITA,Europe,3.88,Active,Platform Fulfilled,2025-05-16,2025-05-16 00:00:00,,true,2025-05-16 01:57:11,yesenia.arnold040@platform.example.com
366060,SELL-00366060,"Hodge, Castaneda and Thompson",Brand,Singapore,SGP,Asia,4.67,Active,Seller Fulfilled,2025-05-28,2025-05-28 00:00:00,,true,2025-05-28 21:14:18,jillian.russo115@commerce.example.com
366061,SELL-00366061,Haynes Inc,Marketplace,United Arab Emirates,ARE,Asia,4.3,Active,Dropship,2025-05-11,2025-05-11 00:00:00,,true,2025-05-11 13:56:07,darren.anderson025@dataops.example.com
366062,SELL-00366062,Walker-Murray,Retailer,France,FRA,Europe,4.52,Active,Platform Fulfilled,2025-05-14,2025-05-14 00:00:00,,true,2025-05-14 09:51:44,raymond.pineda079@platform.example.com
366063,SELL-00366063,Owens Inc,Distributor,Japan,JPN,Asia,4.19,Suspended,Dropship,2025-05-19,2025-05-19 00:00:00,,true,2025-05-19 01:26:09,elizabeth.olsen066@platform.example.com
366064,SELL-00366064,King Group,Marketplace,Germany,DEU,Europe,4.42,Active,Dropship,2025-05-19,2025-05-19 00:00:00,,true,2025-05-19 23:55:21,oscar.owens072@analytics.example.com
366065,SELL-00366065,Kim-Taylor,Marketplace,France,FRA,Europe,4.83,Active,Dropship,2025-05-14,2025-05-14 00:00:00,,true,2025-05-14 00:50:21,maria.ashley046@analytics.example.com
366066,SELL-00366066,"Martin, Cannon and Smith",Distributor,Spain,ESP,Europe,3.58,Active,Seller Fulfilled,2025-05-10,2025-05-10 00:00:00,,true,2025-05-10 15:10:13,kristin.krueger034@analytics.example.com
366067,SELL-00366067,Alexander-Kelly,Retailer,Spain,ESP,Europe,4.84,Inactive,Seller Fulfilled,2025-05-22,2025-05-22 00:00:00,,true,2025-05-22 16:22:57,benjamin.brooks117@dataops.example.com
366068,SELL-00366068,"Johnson, Wells and Foster",Retailer,Australia,AUS,Oceania,4.7,Active,Dropship,2025-05-05,2025-05-05 00:00:00,,true,2025-05-05 23:36:52,curtis.williams033@dataops.example.com
366069,SELL-00366069,Bird Ltd,Brand,Canada,CAN,North America,4.38,Inactive,Platform Fulfilled,2025-05-14,2025-05-14 00:00:00,,true,2025-05-14 06:39:50,lance.williams029@platform.example.com
366070,SELL-00366070,Williams-Chavez,Brand,Australia,AUS,Oceania,4.47,Active,Seller Fulfilled,2025-05-22,2025-05-22 00:00:00,,true,2025-05-22 11:43:58,sophia.baker096@platform.example.com
