order_item_record_id,order_item_id,order_id,product_id,seller_id,quantity,unit_price_local,discount_local,tax_local,item_total_local,local_currency,country_code,region_name,fulfillment_type,return_flag,return_quantity,refund_amount_local,created_at,created_by
,ITEM-202208-000000000000,ORD-202208-0000002126,PROD-0000364485,SELL-00145642,1,549.92,81.39,73.99,542.52,BRL,MEX,Oceania,Seller Fulfilled,false,0,0,2022-08-02 10:46:45,lisa.kim091@platform.example.com
,ITEM-202208-000000000001,ORD-202208-0000006748,PROD-0000361096,SELL-00147810,5,82.49,83.98,70.1,398.57,BRL,GBR,North America,Seller Fulfilled,false,0,0,2022-08-13 22:26:28,maria.ashley046@analytics.example.com
,ITEM-202208-000000000002,ORD-202208-0000012462,PROD-0000357084,SELL-00147346,1,902.02,113.67,18.31,806.66,INR,ESP,Europe,Dropship,false,0,0,2022-08-31 08:42:44,stephen.daniels076@commerce.example.com
,ITEM-202208-000000000003,ORD-202208-0000009229,PROD-0000362205,SELL-00144409,3,585.66,357.31,151.94,1551.61,CAD,DEU,Europe,Seller Fulfilled,false,0,0,2022-08-31 16:29:13,lisa.kim091@platform.example.com
,ITEM-202208-000000000004,ORD-202208-0000004300,PROD-0000362557,SELL-00145980,3,917.39,449.35,433.38,2736.2,AED,FRA,South America,Seller Fulfilled,false,0,0,2022-08-16 01:38:37,victoria.medina044@dataops.example.com
,ITEM-202208-000000000005,ORD-202208-0000002130,PROD-0000355823,SELL-00146710,3,136.44,38.94,60.81,431.19,AED,BRA,Europe,Seller Fulfilled,false,0,0,2022-08-22 03:27:23,tiffany.freeman101@analytics.example.com
,ITEM-202208-000000000006,ORD-202208-0000005982,PROD-0000364563,SELL-00146302,3,707.31,17.21,121.37,2226.09,MXN,AUS,Europe,Dropship,false,0,0,2022-08-09 16:58:02,kevin.mathews014@analytics.example.com
,ITEM-202208-000000000007,ORD-202208-0000011651,PROD-0000352657,SELL-00145688,6,1150.99,978.92,1068.04,6995.06,USD,NLD,North America,Dropship,false,0,0,2022-08-22 01:55:17,john.mullins109@commerce.example.com
,ITEM-202208-000000000008,ORD-202208-0000014084,PROD-0000362222,SELL-00144854,1,618.22,117.05,67.2,568.37,JPY,GBR,Europe,Seller Fulfilled,false,0,0,2022-08-13 14:59:27,taylor.cunningham023@commerce.example.com
,ITEM-202208-000000000009,ORD-202208-0000003078,PROD-0000362446,SELL-00146790,6,294.01,332.07,183.45,1615.44,USD,IND,Europe,Seller Fulfilled,false,0,0,2022-08-11 00:31:27,yesenia.arnold040@platform.example.com
,ITEM-202208-000000000010,ORD-202208-0000007048,PROD-0000358861,SELL-00149658,6,1010.11,1159.81,448.6,5349.45,INR,USA,Europe,Dropship,false,0,0,2022-08-14 08:21:32,anita.garcia021@dataops.example.com
,ITEM-202208-000000000011,ORD-202208-0000013531,PROD-0000362917,SELL-00148398,5,329.55,336.9,151.01,1461.86,JPY,CAN,Asia,Dropship,false,0,0,2022-08-26 07:44:33,tina.williams074@commerce.example.com
,ITEM-202208-000000000012,ORD-202208-0000008140,PROD-0000353645,SELL-00149397,3,619.85,221.59,324.84,1962.8,AED,GBR,Europe,Dropship,false,0,0,2022-08-30 16:27:47,kristen.bailey110@analytics.example.com
,ITEM-202208-000000000013,ORD-202208-0000016300,PROD-0000354894,SELL-00147590,5,943.58,166.35,468.17,5019.72,CAD,ESP,North America,Seller Fulfilled,false,0,0,2022-08-01 01:42:00,kevin.mathews014@analytics.example.com
,ITEM-202208-000000000014,ORD-202208-0000005795,PROD-0000358105,SELL-00148434,1,925.05,40.16,28.6,913.49,EUR,NLD,Europe,Dropship,false,0,0,2022-08-06 16:55:42,jimmy.washington028@commerce.example.com
,ITEM-202208-000000000015,ORD-202208-0000015940,PROD-0000362221,SELL-00147642,3,235.55,77.07,93.26,722.84,AUD,GBR,Asia,Platform Fulfilled,false,0,0,2022-08-26 11:32:48,troy.boone097@platform.example.com
,ITEM-202208-000000000016,ORD-202208-0000006375,PROD-0000358310,SELL-00149664,4,406.71,255.57,298.66,1669.93,SGD,BRA,Europe,Platform Fulfilled,false,0,0,2022-08-31 14:06:31,sandra.hunter036@platform.example.com
,ITEM-202208-000000000017,ORD-202208-0000012928,PROD-0000359554,SELL-00146977,6,1013.2,912.62,985.8,6152.38,AED,ITA,Europe,Dropship,false,0,0,2022-08-04 18:39:53,tiffany.freeman101@analytics.example.com
,ITEM-202208-000000000018,ORD-202208-0000010937,PROD-0000355375,SELL-00148263,5,1002.05,417.21,958.76,5551.8,INR,DEU,South America,Seller Fulfilled,false,0,0,2022-08-05 20:58:20,grace.gonzales099@dataops.example.com
,ITEM-202208-000000000019,ORD-202208-0000013256,PROD-0000363579,SELL-00147985,2,608.09,68.46,218.65,1366.37,MXN,GBR,North America,Seller Fulfilled,false,0,0,2022-08-13 15:25:05,lisa.kim091@platform.example.com
,ITEM-202208-000000000020,ORD-202208-0000004604,PROD-0000355939,SELL-00147109,6,823.76,921.56,247.13,4268.13,AUD,IND,Oceania,Seller Fulfilled,false,0,0,2022-08-14 14:44:32,michael.johnson061@platform.example.com
,ITEM-202208-000000000021,ORD-202208-0000000291,PROD-0000363236,SELL-00144884,3,621.32,378.89,95.51,1580.58,MXN,GBR,Europe,Seller Fulfilled,false,0,0,2022-08-19 00:12:06,christine.carter078@commerce.example.com
,ITEM-202208-000000000022,ORD-202208-0000014040,PROD-0000363682,SELL-00145968,3,162.13,21.61,70.74,535.52,SGD,ESP,Europe,Dropship,true,1,0,2022-08-08 20:17:19,michael.berger060@platform.example.com
,ITEM-202208-000000000023,ORD-202208-0000003895,PROD-0000360017,SELL-00148309,1,715.92,143.56,113.05,685.41,INR,GBR,North America,Seller Fulfilled,false,0,0,2022-08-04 07:31:30,eric.horton058@analytics.example.com
,ITEM-202208-000000000024,ORD-202208-0000009210,PROD-0000351946,SELL-00147013,5,735.46,537.05,198.9,3339.15,GBP,CAN,Asia,Dropship,false,0,0,2022-08-23 19:40:42,peter.martinez098@platform.example.com
,ITEM-202208-000000000025,ORD-202208-0000005426,PROD-0000353912,SELL-00149332,5,1126.08,168.75,826.7,6288.35,AED,AUS,Oceania,Platform Fulfilled,false,0,0,2022-08-27 05:21:53,tina.williams074@commerce.example.com
,ITEM-202208-000000000026,ORD-202208-0000001348,PROD-0000354849,SELL-00149446,6,502.58,659.03,496.93,2853.38,GBP,DEU,North America,Seller Fulfilled,false,0,0,2022-08-11 23:29:58,megan.cunningham013@commerce.example.com
,ITEM-202208-000000000027,ORD-202208-0000002422,PROD-0000359686,SELL-00146142,5,456.79,22.54,113.08,2374.49,MXN,BRA,Asia,Dropship,false,0,0,2022-08-08 09:48:31,james.proctor094@dataops.example.com
,ITEM-202208-000000000028,ORD-202208-0000014449,PROD-0000357560,SELL-00149378,1,461.32,41.08,87.62,507.86,CAD,GBR,Europe,Dropship,false,0,0,2022-08-11 23:42:49,kelsey.taylor010@platform.example.com
,ITEM-202208-000000000029,ORD-202208-0000015546,PROD-0000354012,SELL-00145619,4,40.46,31.34,10.8,141.3,MXN,ESP,North America,Dropship,false,0,0,2022-08-10 11:50:00,troy.boone097@platform.example.com
,ITEM-202208-000000000030,ORD-202208-0000004392,PROD-0000357062,SELL-00144751,6,735.82,520.85,121.53,4015.6,BRL,NLD,North America,Dropship,false,0,0,2022-08-20 20:34:04,michelle.sims041@analytics.example.com
,ITEM-202208-000000000031,ORD-202208-0000000405,PROD-0000362132,SELL-00148884,4,92.15,10.97,15.44,373.07,EUR,JPN,North America,Platform Fulfilled,false,0,316.35,2022-08-12 22:44:39,michael.berger060@platform.example.com
,ITEM-202208-000000000032,ORD-202208-0000012003,PROD-0000359151,SELL-00147641,3,765.32,503.0,425.9,2218.86,BRL,ESP,Oceania,Seller Fulfilled,false,0,0,2022-08-22 18:56:19,shawn.baxter004@dataops.example.com
,ITEM-202208-000000000033,ORD-202208-0000000015,PROD-0000361024,SELL-00149763,4,684.02,162.88,193.88,2767.08,JPY,ITA,Europe,Platform Fulfilled,false,0,0,2022-08-31 13:58:40,adam.gordon030@commerce.example.com
,ITEM-202208-000000000034,ORD-202208-0000013257,PROD-0000354654,SELL-00145573,2,991.6,324.42,376.98,2035.76,GBP,FRA,Asia,Dropship,false,0,0,2022-08-14 20:57:51,chelsea.patel065@commerce.example.com
,ITEM-202208-000000000035,ORD-202208-0000014354,PROD-0000354956,SELL-00148911,2,308.12,90.94,108.24,633.54,EUR,CAN,Europe,Seller Fulfilled,false,0,0,2022-08-20 10:30:24,chelsea.patel065@commerce.example.com
