inventory_record_id,inventory_id,product_id,warehouse_id,country_code,region_name,inventory_date,stock_available,stock_reserved,stock_damaged,reorder_level,units_sold,units_returned,created_at,created_by
,INV-202411-0000000000,PROD-0000808633,WH-00123,SGP,Asia,2024-11-30,805,48,22,133,150,5,2024-11-30 08:57:26,michael.berger060@platform.example.com
,INV-202411-0000000001,PROD-0000801716,WH-00238,USA,Europe,2024-11-20,236,92,5,257,63,3,2024-11-20 23:41:28,jennifer.shepherd015@analytics.example.com
,INV-202411-0000000002,PROD-0000812420,WH-00224,GBR,Oceania,2024-11-27,501,171,15,66,105,3,2024-11-27 07:14:05,michael.brewer084@analytics.example.com
,INV-202411-0000000003,PROD-0000803209,WH-00123,BRA,North America,2024-11-20,649,76,24,165,131,8,2024-11-20 21:51:40,benjamin.brooks117@dataops.example.com
,INV-202411-0000000004,PROD-0000806823,WH-00205,ITA,Europe,2024-11-26,1196,253,31,210,562,21,2024-11-26 19:46:38,john.mullins109@commerce.example.com
,INV-202411-0000000005,PROD-0000805696,WH-00109,DEU,Europe,2024-11-09,620,69,23,62,175,2,2024-11-09 03:40:29,jennifer.shepherd015@analytics.example.com
,INV-202411-0000000006,PROD-0000805731,WH-00105,BRA,North America,2024-11-24,0,0,0,83,0,0,2024-11-24 23:30:08,craig.johnson106@analytics.example.com
,INV-202411-0000000007,PROD-0000811099,WH-00150,BRA,Europe,2024-11-09,361,100,4,132,110,5,2024-11-09 04:59:21,victor.palmer071@platform.example.com
,INV-202411-0000000008,PROD-0000810633,WH-00043,MEX,North America,2024-11-08,1008,264,10,290,318,25,2024-11-08 03:23:55,joann.clark089@commerce.example.com
,INV-202411-0000000009,PROD-0000806176,WH-00137,ARE,Europe,2024-11-07,1238,236,16,224,367,33,2024-11-07 15:34:43,kimberly.harmon088@commerce.example.com
,INV-202411-0000000010,PROD-0000807985,WH-00177,MEX,Asia,2024-11-16,534,56,14,208,120,6,2024-11-16 16:29:54,christine.johnson056@commerce.example.com
,INV-202411-0000000011,PROD-0000810376,WH-00013,JPN,Asia,2024-11-26,1211,431,39,69,304,25,2024-11-26 04:35:57,troy.boone097@platform.example.com
,INV-202411-0000000012,PROD-0000797763,WH-00135,BRA,Europe,2024-11-22,680,165,5,67,174,2,2024-11-22 11:20:00,jeffery.miller012@commerce.example.com
,INV-202411-0000000013,PROD-0000810606,WH-00072,IND,Asia,2024-11-01,946,81,7,81,112,6,2024-11-01 13:21:44,christine.carter112@commerce.example.com
,INV-202411-0000000014,PROD-0000817385,WH-00155,CAN,North America,2024-11-19,0,0,0,109,0,0,2024-11-19 17:45:51,dominic.hodges075@platform.example.com
,INV-202411-0000000015,PROD-0000801627,WH-00177,ITA,South America,2024-11-18,898,271,1,133,256,6,2024-11-18 17:30:33,john.mullins109@commerce.example.com
,INV-202411-0000000016,PROD-0000799841,WH-00234,JPN,Europe,2024-11-09,1094,339,12,274,244,4,2024-11-09 00:38:32,jimmy.washington028@commerce.example.com
,INV-202411-0000000017,PROD-0000805721,WH-00041,ESP,Europe,2024-11-21,342,81,6,167,97,8,2024-11-21 06:46:46,juan.simmons120@platform.example.com
,INV-202411-0000000018,PROD-0000797992,WH-00206,ARE,North America,2024-11-22,782,185,8,78,179,13,2024-11-22 09:16:56,ashley.marks069@commerce.example.com
,INV-202411-0000000019,PROD-0000803272,WH-00097,BRA,North America,2024-11-14,342,32,10,58,11,0,2024-11-14 12:20:57,andrea.cummings039@platform.example.com
,INV-202411-0000000020,PROD-0000807286,WH-00134,JPN,North America,2024-11-12,317,76,9,295,89,5,2024-11-12 06:00:04,darren.anderson025@dataops.example.com
,INV-202411-0000000021,PROD-0000802201,WH-00134,CAN,Asia,2024-11-19,795,31,30,257,175,13,2024-11-19 01:38:14,katelyn.pitts017@commerce.example.com
,INV-202411-0000000022,PROD-0000805284,WH-00236,ARE,Europe,2024-11-02,262,44,5,245,78,3,2024-11-02 03:52:25,katelyn.pitts017@commerce.example.com
,INV-202411-0000000023,PROD-0000812872,WH-00159,FRA,Europe,2024-11-14,331,32,7,155,51,2,2024-11-14 12:14:30,alyssa.richards002@commerce.example.com
,INV-202411-0000000024,PROD-0000807306,WH-00015,ITA,North America,2024-11-12,778,304,2,106,109,3,2024-11-12 18:35:37,yesenia.arnold040@platform.example.com
,INV-202411-0000000025,PROD-0000813527,WH-00057,USA,Europe,2024-11-04,1383,314,38,123,335,24,2024-11-04 00:18:09,joseph.johnson049@dataops.example.com
