shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202507-0000000000,ORD-202507-0000004734,WH-00189,FRA,North America,FedEx,Economy,Delivered,2025-07-11 15:53:26,2025-07-20,2025-07-14 03:53:26,1,Canada,2025-07-11 15:53:26,carol.bonilla067@analytics.example.com
,SHP-202507-0000000001,ORD-202507-0000005552,WH-00103,MEX,Asia,USPS,Standard,Delayed,2025-07-13 11:21:31,2025-07-23,,1,United Kingdom,2025-07-13 11:21:31,jack.smith053@analytics.example.com
,SHP-202507-0000000002,ORD-202507-0000002543,WH-00150,IND,Europe,UPS,Standard,Delivered,2025-07-19 16:55:21,2025-07-24,2025-07-25 16:55:21,1,Japan,2025-07-19 16:55:21,katelyn.pitts017@commerce.example.com
,SHP-202507-0000000003,ORD-202507-0000002753,WH-00161,ARE,Europe,Royal Mail,Standard,Shipped,2025-07-17 01:49:15,2025-07-27,,1,Spain,2025-07-17 01:49:15,michelle.bender024@analytics.example.com
,SHP-202507-0000000004,ORD-202507-0000001612,WH-00152,AUS,Europe,Royal Mail,Express,Delivered,2025-07-12 20:45:29,2025-07-21,2025-07-15 06:45:29,1,Germany,2025-07-12 20:45:29,craig.johnson106@analytics.example.com
,SHP-202507-0000000005,ORD-202507-0000002743,WH-00023,JPN,South America,DPD,Express,Delivered,2025-07-14 21:17:45,2025-07-16,2025-07-20 04:17:45,1,United Kingdom,2025-07-14 21:17:45,carol.bonilla067@analytics.example.com
,SHP-202507-0000000006,ORD-202507-0000005702,WH-00094,NLD,North America,UPS,Economy,Delivered,2025-07-03 04:37:11,2025-07-13,2025-07-12 11:37:11,1,United Arab Emirates,2025-07-03 04:37:11,crystal.smith022@platform.example.com
,SHP-202507-0000000007,ORD-202507-0000004135,WH-00229,NLD,Asia,DHL,Express,Delivered,2025-07-24 22:56:25,2025-07-29,2025-08-03 09:56:25,1,Germany,2025-07-24 22:56:25,adam.gordon030@commerce.example.com
,SHP-202507-0000000008,ORD-202507-0000000375,WH-00051,GBR,Europe,UPS,Express,In Transit,2025-07-24 07:12:57,2025-07-30,,1,Brazil,2025-07-24 07:12:57,renee.harvey080@dataops.example.com
,SHP-202507-0000000009,ORD-202507-0000003123,WH-00039,IND,Europe,Australia Post,Economy,Delivered,2025-07-06 20:57:19,2025-07-11,2025-07-09 21:57:19,1,United Arab Emirates,2025-07-06 20:57:19,jason.franklin045@dataops.example.com
