inventory_record_id,inventory_id,product_id,warehouse_id,country_code,region_name,inventory_date,stock_available,stock_reserved,stock_damaged,reorder_level,units_sold,units_returned,created_at,created_by
,INV-202208-0000000000,PROD-0000360852,WH-00017,IND,South America,2022-08-14,1246,367,45,228,300,27,2022-08-14 22:47:37,chelsea.patel065@commerce.example.com
,INV-202208-0000000001,PROD-0000363172,WH-00048,JPN,Europe,2022-08-19,937,21,8,293,367,30,2022-08-19 13:51:06,stephen.daniels076@commerce.example.com
,INV-202208-0000000002,PROD-0000353473,WH-00163,ITA,South America,2022-08-17,991,45,23,282,233,10,2022-08-17 03:42:28,lisa.kim091@platform.example.com
,INV-202208-0000000003,PROD-0000355802,WH-00233,AUS,North America,2022-08-16,757,128,22,112,146,7,2022-08-16 10:25:24,renee.harvey080@dataops.example.com
,INV-202208-0000000004,PROD-0000364460,WH-00035,AUS,North America,2022-08-07,569,77,16,114,136,7,2022-08-07 02:53:54,david.cabrera119@dataops.example.com
,INV-202208-0000000005,PROD-0000361926,WH-00060,ITA,Asia,2022-08-19,927,220,16,277,168,11,2022-08-19 00:35:15,grace.gonzales099@dataops.example.com
,INV-202208-0000000006,PROD-0000354256,WH-00222,DEU,Europe,2022-08-10,1076,219,23,287,304,14,2022-08-10 23:57:27,craig.johnson106@analytics.example.com
,INV-202208-0000000007,PROD-0000363009,WH-00213,FRA,Asia,2022-08-13,1195,401,26,62,249,13,2022-08-13 07:04:30,brandi.carter038@dataops.example.com
,INV-202208-0000000008,PROD-0000357163,WH-00072,IND,Oceania,2022-08-29,515,189,8,113,103,6,2022-08-29 18:00:01,jennifer.bauer068@analytics.example.com
,INV-202208-0000000009,PROD-0000357357,WH-00142,SGP,Asia,2022-08-24,539,15,3,142,165,7,2022-08-24 11:01:15,victor.palmer071@platform.example.com
,INV-202208-0000000010,PROD-0000354811,WH-00178,USA,Europe,2022-08-11,779,269,12,199,207,3,2022-08-11 10:39:18,michelle.sims041@analytics.example.com
,INV-202208-0000000011,PROD-0000362357,WH-00206,GBR,Asia,2022-08-09,1505,73,53,63,217,21,2022-08-09 16:11:21,david.cabrera119@dataops.example.com
,INV-202208-0000000012,PROD-0000359801,WH-00080,USA,Europe,2022-08-31,586,217,20,242,131,12,2022-08-31 03:17:32,sylvia.diaz107@dataops.example.com
,INV-202208-0000000013,PROD-0000355700,WH-00025,SGP,Oceania,2022-08-13,151,7,4,72,19,0,2022-08-13 23:10:45,sylvia.diaz107@dataops.example.com
,INV-202208-0000000014,PROD-0000353288,WH-00081,ARE,Europe,2022-08-07,1602,319,42,219,637,61,2022-08-07 17:40:13,peter.martinez098@platform.example.com
,INV-202208-0000000015,PROD-0000355812,WH-00149,BRA,Europe,2022-08-02,319,32,5,118,124,8,2022-08-02 21:38:31,chelsea.patel065@commerce.example.com
,INV-202208-0000000016,PROD-0000365224,WH-00030,ITA,Europe,2022-08-25,721,69,9,83,146,10,2022-08-25 09:17:36,susan.rice083@commerce.example.com
,INV-202208-0000000017,PROD-0000354404,WH-00246,IND,North America,2022-08-08,6,0,0,67,1,0,2022-08-08 03:34:04,timothy.cameron104@commerce.example.com
,INV-202208-0000000018,PROD-0000354463,WH-00084,DEU,Oceania,2022-08-16,566,39,18,106,157,10,2022-08-16 13:07:05,timothy.cameron104@commerce.example.com
,INV-202208-0000000019,PROD-0000356445,WH-00144,JPN,South America,2022-08-26,858,175,20,155,192,2,2022-08-26 14:45:02,adam.gordon030@commerce.example.com
,INV-202208-0000000020,PROD-0000358887,WH-00056,DEU,Europe,2022-08-23,726,249,9,60,198,6,2022-08-23 03:15:14,jennifer.hudson020@analytics.example.com
,INV-202208-0000000021,PROD-0000356594,WH-00204,ARE,Europe,2022-08-27,1144,381,31,100,248,15,2022-08-27 10:54:02,adam.gordon030@commerce.example.com
,INV-202208-0000000022,PROD-0000364086,WH-00199,JPN,Europe,2022-08-18,0,0,0,171,0,0,2022-08-18 00:03:07,adam.gordon030@commerce.example.com
,INV-202208-0000000023,PROD-0000360213,WH-00151,JPN,Europe,2022-08-01,800,167,23,83,237,20,2022-08-01 05:05:42,jason.franklin045@dataops.example.com
,INV-202208-0000000024,PROD-0000365016,WH-00055,ITA,Europe,2022-08-18,870,344,5,261,161,8,2022-08-18 10:13:05,tiffany.freeman101@analytics.example.com
,INV-202208-0000000025,PROD-0000352826,WH-00001,ARE,Asia,2022-08-14,1550,189,31,176,361,8,2022-08-14 05:48:09,andrew.ellis102@analytics.example.com
,INV-202208-0000000026,PROD-0000355234,WH-00198,ARE,Asia,2022-08-22,1254,123,48,198,316,28,2022-08-22 14:46:29,sandra.hunter036@platform.example.com
,INV-202208-0000000027,PROD-0000357207,WH-00242,FRA,Europe,2022-08-27,255,99,5,279,20,1,2022-08-27 22:19:36,ryan.steele043@commerce.example.com
,INV-202208-0000000028,PROD-0000363440,WH-00188,ITA,Asia,2022-08-01,15,4,0,212,4,0,2022-08-01 15:18:19,victor.palmer071@platform.example.com
,INV-202208-0000000029,PROD-0000358195,WH-00033,ESP,Asia,2022-08-18,959,252,9,67,298,14,2022-08-18 15:32:35,jennifer.atkins003@platform.example.com
,INV-202208-0000000030,PROD-0000356991,WH-00148,GBR,Europe,2022-08-05,878,109,17,145,219,18,2022-08-05 03:28:29,susan.rice083@commerce.example.com
,INV-202208-0000000031,PROD-0000351992,WH-00047,BRA,Europe,2022-08-01,940,233,8,156,85,8,2022-08-01 22:19:24,susan.rice083@commerce.example.com
,INV-202208-0000000032,PROD-0000352441,WH-00185,GBR,North America,2022-08-03,1149,102,31,188,388,4,2022-08-03 07:59:44,jason.franklin045@dataops.example.com
