customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
227549,CUST-0000227549,Heidi,Roberts,Male,1964-05-23,56,55-64,heidi.roberts.227549@hotmail.com,Italy,ITA,Europe,Southern Europe,Port Amyberg,Arkansas,09493,EUR,Occasional,Organic,2021-01-20,Active,false,2021-01-20 00:00:00,,true,Web,2021-01-20 11:31:17,2021-01-20 16:21:25,patrick.gonzalez035@dataops.example.com
227550,CUST-0000227550,Maria,Hardin,Prefer not to say,2002-05-19,18,18-24,maria.hardin.227550@hotmail.com,Mexico,MEX,North America,Central America,Jacobsmouth,California,70238,MXN,Occasional,Organic,2021-01-07,Active,true,2021-01-07 00:00:00,,true,Mobile,2021-01-07 20:59:13,2021-01-07 19:41:54,andrea.cummings039@platform.example.com
227551,CUST-0000227551,Neil,Patel,Non-binary,1994-09-01,26,25-34,neil.patel.227551@gmail.com,Germany,DEU,Europe,Western Europe,Meyerport,Oregon,61211,EUR,New,Organic,2021-01-07,Active,false,2021-01-07 00:00:00,,true,CRM,2021-01-07 23:55:11,2021-01-07 09:36:39,michelle.sims041@analytics.example.com
227552,CUST-0000227552,Tammy,Mcdaniel,Female,1945-09-19,75,65+,tammy.mcdaniel.227552@hotmail.com,Germany,DEU,Europe,Western Europe,New Sandra,Rhode Island,14433,EUR,Occasional,Organic,2021-01-18,Inactive,true,2021-01-18 00:00:00,,true,Marketplace,2021-01-18 07:19:46,2021-01-18 09:41:45,james.proctor094@dataops.example.com
227553,CUST-0000227553,Joseph,Schultz,Female,1950-05-22,70,65+,joseph.schultz.227553@gmail.com,Netherlands,NLD,Europe,Western Europe,New Manuelmouth,Pennsylvania,95514,EUR,Regular,Affiliate,2021-01-25,Active,true,2021-01-25 00:00:00,,true,CRM,2021-01-25 20:03:28,2021-01-25 22:34:58,anita.garcia021@dataops.example.com
227554,CUST-0000227554,Daniel,Shaw,Non-binary,1946-01-29,74,65+,daniel.shaw.227554@gmail.com,Mexico,MEX,North America,Central America,Perryside,Colorado,45765,MXN,Regular,Direct,2021-01-12,Active,false,2021-01-12 00:00:00,,true,Marketplace,2021-01-12 17:57:47,2021-01-12 01:33:50,timothy.cameron104@commerce.example.com
227555,CUST-0000227555,Thomas,Hill,Female,1946-10-11,74,65+,thomas.hill.227555@hotmail.com,Italy,ITA,Europe,Southern Europe,Rodriguezbury,Oklahoma,37982,EUR,New,Paid Search,2021-01-25,Inactive,true,2021-01-25 00:00:00,,true,CRM,2021-01-25 06:37:17,2021-01-25 02:28:35,jason.franklin045@dataops.example.com
227556,CUST-0000227556,Brad,Vazquez,Non-binary,1943-03-02,77,65+,brad.vazquez.227556@gmail.com,Australia,AUS,Oceania,Australia and New Zealand,East Maryfort,Missouri,97113,AUD,Regular,Organic,2021-01-17,Active,true,2021-01-17 00:00:00,,true,CRM,2021-01-17 21:49:45,2021-01-17 13:24:17,jennifer.hudson020@analytics.example.com
227557,CUST-0000227557,Molly,Ortiz,Female,1989-11-24,31,25-34,molly.ortiz.227557@gmail.com,France,FRA,Europe,Western Europe,Moorechester,Virginia,37860,EUR,Regular,Social,2021-01-19,Inactive,false,2021-01-19 00:00:00,,true,Web,2021-01-19 11:47:55,2021-01-19 10:08:27,peter.martinez098@platform.example.com
227558,CUST-0000227558,Brian,Reed,Prefer not to say,1989-11-28,31,25-34,brian.reed.227558@gmail.com,Netherlands,NLD,Europe,Western Europe,South Bethanyfurt,Nevada,75695,EUR,Premium,Organic,2021-01-16,Active,false,2021-01-16 00:00:00,,true,Web,2021-01-16 07:15:24,2021-01-16 23:47:02,eric.horton058@analytics.example.com
227559,CUST-0000227559,Charles,Watson,Non-binary,1955-02-07,65,65+,charles.watson.227559@gmail.com,France,FRA,Europe,Western Europe,Port Williamville,Oklahoma,14053,EUR,New,Affiliate,2021-01-03,Active,false,2021-01-03 00:00:00,,true,CRM,2021-01-03 14:53:15,2021-01-03 01:12:46,ashley.marks069@commerce.example.com
227560,CUST-0000227560,Nicole,Jackson,Female,1960-04-06,60,55-64,nicole.jackson.227560@gmail.com,Germany,DEU,Europe,Western Europe,Piercebury,California,45938,EUR,At Risk,Affiliate,2021-01-16,Active,true,2021-01-16 00:00:00,,true,Marketplace,2021-01-16 17:23:20,2021-01-16 21:42:50,joseph.johnson049@dataops.example.com
227561,CUST-0000227561,Victor,Thomas,Male,1959-02-22,61,55-64,victor.thomas.227561@hotmail.com,Brazil,BRA,South America,South America,New Jasmine,Louisiana,49584,BRL,Occasional,Paid Search,2021-01-16,Active,false,2021-01-16 00:00:00,,true,Mobile,2021-01-16 11:19:41,2021-01-16 21:15:00,susan.rice083@commerce.example.com
227562,CUST-0000227562,Angela,Oconnor,Non-binary,1962-07-15,58,55-64,angela.oconnor.227562@yahoo.com,Singapore,SGP,Asia,South-eastern Asia,North Melissaborough,Missouri,50770,SGD,Premium,Social,2021-01-18,Active,false,2021-01-18 00:00:00,,true,CRM,2021-01-18 19:16:50,2021-01-18 20:42:40,micheal.hall064@dataops.example.com
227563,CUST-0000227563,Cassandra,Chapman,Female,1947-05-31,73,65+,cassandra.chapman.227563@hotmail.com,Netherlands,NLD,Europe,Western Europe,North Melissahaven,Colorado,47418,EUR,Premium,Organic,2021-01-25,Active,false,2021-01-25 00:00:00,,true,Marketplace,2021-01-25 22:32:45,2021-01-25 18:54:19,david.cabrera119@dataops.example.com
227564,CUST-0000227564,Dawn,Marshall,Female,1978-12-01,42,35-44,dawn.marshall.227564@gmail.com,Japan,JPN,Asia,Eastern Asia,Richardburgh,Ohio,59280,JPY,New,Email,2021-01-15,Active,true,2021-01-15 00:00:00,,true,Marketplace,2021-01-15 04:02:39,2021-01-15 11:57:52,patrick.gonzalez035@dataops.example.com
227565,CUST-0000227565,Kimberly,Morales,Female,1993-07-31,27,25-34,kimberly.morales.227565@hotmail.com,Australia,AUS,Oceania,Australia and New Zealand,East Danielton,Iowa,90175,AUD,New,Direct,2021-01-02,Active,false,2021-01-02 00:00:00,,true,CRM,2021-01-02 03:26:11,2021-01-02 23:38:32,jennifer.hudson020@analytics.example.com
227566,CUST-0000227566,Stephanie,Perez,Non-binary,1944-06-22,76,65+,stephanie.perez.227566@hotmail.com,Canada,CAN,North America,Northern America,East Johnport,Tennessee,74001,CAD,Occasional,Social,2021-01-13,Inactive,true,2021-01-13 00:00:00,,true,Mobile,2021-01-13 05:07:29,2021-01-13 15:22:36,maria.ashley046@analytics.example.com
227567,CUST-0000227567,Keith,Collins,Male,1943-04-11,77,65+,keith.collins.227567@yahoo.com,Mexico,MEX,North America,Central America,Rachelshire,Nevada,98519,MXN,Regular,Social,2021-01-05,Active,false,2021-01-05 00:00:00,,true,Mobile,2021-01-05 04:11:42,2021-01-05 13:28:27,timothy.cameron104@commerce.example.com
227568,CUST-0000227568,Daniel,Torres,Male,1970-05-05,50,45-54,daniel.torres.227568@yahoo.com,Spain,ESP,Europe,Southern Europe,Port Ariana,Ohio,41168,EUR,Premium,Organic,2021-01-24,Active,true,2021-01-24 00:00:00,,true,Mobile,2021-01-24 21:40:01,2021-01-24 10:52:06,stephen.daniels076@commerce.example.com
