payment_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,payment_amount_local,local_currency,country_code,region_name,failure_reason,refund_flag,created_at,created_by
,PAY-202308-00000000000,ORD-202308-0000004515,CUST-0000982684,2023-08-20 06:48:54,Bank Transfer,Success,1257.73,JPY,JPN,Asia,,false,2023-08-20 06:48:54,troy.boone097@platform.example.com
,PAY-202308-00000000001,ORD-202308-0000002774,CUST-0000984130,2023-08-16 19:04:17,Apple Pay,Success,1661.2,EUR,ITA,Europe,,false,2023-08-16 19:04:17,kelsey.taylor010@platform.example.com
,PAY-202308-00000000002,ORD-202308-0000004833,CUST-0000967620,2023-08-30 10:31:06,Paytm,Success,2214.22,AUD,AUS,Oceania,,false,2023-08-30 10:31:06,christine.johnson056@commerce.example.com
,PAY-202308-00000000003,ORD-202308-0000003670,CUST-0000984118,2023-08-27 04:06:43,Google Pay,Success,2821.46,BRL,BRA,South America,,false,2023-08-27 04:06:43,taylor.cunningham023@commerce.example.com
,PAY-202308-00000000004,ORD-202308-0000001618,CUST-0000974043,2023-08-11 06:08:24,Buy Now Pay Later,Success,963.65,AUD,AUS,Oceania,,false,2023-08-11 06:08:24,shawn.baxter004@dataops.example.com
,PAY-202308-00000000005,ORD-202308-0000005267,CUST-0000986120,2023-08-08 00:38:42,Google Pay,Success,1346.82,EUR,FRA,Europe,,false,2023-08-08 00:38:42,jennifer.bauer068@analytics.example.com
,PAY-202308-00000000006,ORD-202308-0000003404,CUST-0000987465,2023-08-28 06:10:05,Gift Card,Failed,1250.95,USD,USA,North America,Insufficient funds,false,2023-08-28 06:10:05,andrew.ellis102@analytics.example.com
,PAY-202308-00000000007,ORD-202308-0000006232,CUST-0000969784,2023-08-05 17:11:55,Buy Now Pay Later,Success,1755.27,USD,USA,North America,,false,2023-08-05 17:11:55,tina.williams074@commerce.example.com
,PAY-202308-00000000008,ORD-202308-0000003684,CUST-0000979893,2023-08-24 10:39:43,Credit Card,Success,2746.59,INR,IND,Asia,,false,2023-08-24 10:39:43,susan.rice083@commerce.example.com
,PAY-202308-00000000009,ORD-202308-0000002243,CUST-0000985629,2023-08-08 17:27:50,Debit Card,Success,839.5,BRL,BRA,South America,,false,2023-08-08 17:27:50,andrea.cummings039@platform.example.com
,PAY-202308-00000000010,ORD-202308-0000002978,CUST-0000968793,2023-08-14 20:56:13,Paytm,Pending,2664.77,EUR,NLD,Europe,,false,2023-08-14 20:56:13,jennifer.erickson018@platform.example.com
,PAY-202308-00000000011,ORD-202308-0000000101,CUST-0000989879,2023-08-09 18:29:00,Buy Now Pay Later,Success,2792.34,EUR,NLD,Europe,,false,2023-08-09 18:29:00,arthur.ortiz082@platform.example.com
