order_record_id,order_id,customer_id,session_id,order_timestamp,order_status,country_name,country_code,region_name,local_currency,subtotal_local,discount_local,shipping_local,tax_local,total_amount_local,payment_method,shipping_method,warehouse_id,estimated_delivery_date,actual_delivery_date,cancellation_date,return_flag,refund_amount_local,source_system,created_at,updated_at,created_by
,ORD-202108-0000000000,CUST-0000378347,SES-202108-0000015760,2021-08-19 02:57:23,Completed,Canada,CAN,North America,CAD,510.69,21.56,3.88,31.37,524.38,Google Pay,Express,WH-00108,2021-08-26,2021-08-26,,false,0,Web,2021-08-19 02:57:23,2021-08-19 03:59:23,sylvia.diaz107@dataops.example.com
,ORD-202108-0000000001,CUST-0000374304,SES-202108-0000014606,2021-08-01 14:55:25,Completed,Brazil,BRA,South America,BRL,2483.77,497.21,28.2,202.09,2216.85,Gift Card,Express,WH-00043,2021-08-13,2021-08-13,,false,0,Mobile,2021-08-01 14:55:25,2021-08-01 17:08:25,michelle.sims041@analytics.example.com
,ORD-202108-0000000002,CUST-0000379333,SES-202108-0000014306,2021-08-23 09:48:06,Cancelled,Spain,ESP,Europe,EUR,566.71,24.02,16.85,32.24,591.78,Gift Card,Economy,WH-00134,2021-08-27,,2021-08-24 18:48:06,false,0,Web,2021-08-23 09:48:06,2021-08-23 12:26:06,ryan.steele043@commerce.example.com
,ORD-202108-0000000003,CUST-0000363109,SES-202108-0000015564,2021-08-22 22:43:15,Completed,France,FRA,Europe,EUR,1224.16,43.5,5.05,227.52,1413.23,PayPal,Standard,WH-00019,2021-08-30,2021-08-30,,false,0,Marketplace,2021-08-22 22:43:15,2021-08-22 23:22:15,james.proctor094@dataops.example.com
,ORD-202108-0000000004,CUST-0000368852,SES-202108-0000012760,2021-08-03 02:26:29,Completed,Australia,AUS,Oceania,AUD,1250.2,289.13,0.38,22.58,984.03,Apple Pay,Same Day,WH-00051,2021-08-05,2021-08-05,,false,0,Marketplace,2021-08-03 02:26:29,2021-08-03 05:00:29,susan.rice083@commerce.example.com
,ORD-202108-0000000005,CUST-0000363231,SES-202108-0000000676,2021-08-11 08:11:13,Completed,Spain,ESP,Europe,EUR,1975.75,162.01,12.41,153.15,1979.3,Paytm,Express,WH-00121,2021-08-20,2021-08-20,,false,0,POS,2021-08-11 08:11:13,2021-08-11 10:56:13,ryan.steele043@commerce.example.com
,ORD-202108-0000000006,CUST-0000362636,SES-202108-0000014849,2021-08-30 22:01:26,Completed,Italy,ITA,Europe,EUR,2991.78,485.14,1.77,458.22,2966.63,Phonepe,Standard,WH-00187,2021-09-09,2021-09-09,,false,0,Mobile,2021-08-30 22:01:26,2021-08-30 22:39:26,victoria.medina044@dataops.example.com
,ORD-202108-0000000007,CUST-0000360319,SES-202108-0000003768,2021-08-20 18:18:46,Completed,Germany,DEU,Europe,EUR,738.14,73.91,29.62,23.03,716.88,Debit Card,Same Day,WH-00068,2021-08-26,2021-08-26,,false,0,Web,2021-08-20 18:18:46,2021-08-20 20:42:46,eric.horton058@analytics.example.com
,ORD-202108-0000000008,CUST-0000376940,SES-202108-0000009170,2021-08-10 17:09:23,Completed,Germany,DEU,Europe,EUR,2274.58,47.45,2.01,367.83,2596.97,Gift Card,Standard,WH-00148,2021-08-21,2021-08-21,,false,0,Web,2021-08-10 17:09:23,2021-08-10 19:54:23,brandi.carter038@dataops.example.com
,ORD-202108-0000000009,CUST-0000372007,SES-202108-0000012899,2021-08-02 23:54:47,Completed,Brazil,BRA,South America,BRL,1568.16,339.73,30.42,137.22,1396.07,Apple Pay,Economy,WH-00171,2021-08-06,2021-08-06,,false,0,Marketplace,2021-08-02 23:54:47,2021-08-03 02:36:47,david.cabrera119@dataops.example.com
,ORD-202108-0000000010,CUST-0000379422,SES-202108-0000008187,2021-08-27 07:20:49,Completed,Brazil,BRA,South America,BRL,71.81,9.42,26.62,14.23,103.24,Buy Now Pay Later,Pickup,WH-00177,2021-08-31,2021-08-31,,false,0,Mobile,2021-08-27 07:20:49,2021-08-27 09:19:49,tina.williams074@commerce.example.com
,ORD-202108-0000000011,CUST-0000366810,SES-202108-0000001839,2021-08-17 11:34:34,Completed,Australia,AUS,Oceania,AUD,559.13,125.48,6.07,41.83,481.55,PayPal,Economy,WH-00225,2021-08-23,2021-08-23,,false,0,Marketplace,2021-08-17 11:34:34,2021-08-17 12:37:34,grace.gonzales099@dataops.example.com
,ORD-202108-0000000012,CUST-0000359446,SES-202108-0000016533,2021-08-14 10:38:48,Completed,Spain,ESP,Europe,EUR,1743.91,373.7,17.78,115.3,1503.29,Debit Card,Same Day,WH-00173,2021-08-19,2021-08-19,,false,0,Marketplace,2021-08-14 10:38:48,2021-08-14 11:38:48,timothy.cannon081@analytics.example.com
,ORD-202108-0000000013,CUST-0000367634,SES-202108-0000011678,2021-08-23 09:31:04,Completed,France,FRA,Europe,EUR,1552.67,290.53,32.49,283.32,1577.95,PayPal,Pickup,WH-00190,2021-09-01,2021-09-01,,false,0,Mobile,2021-08-23 09:31:04,2021-08-23 12:22:04,susan.rice083@commerce.example.com
,ORD-202108-0000000014,CUST-0000360506,SES-202108-0000013605,2021-08-19 16:18:46,Completed,Mexico,MEX,North America,MXN,2673.0,657.99,27.76,124.59,2167.36,Credit Card,Same Day,WH-00084,2021-08-25,2021-08-25,,false,0,Marketplace,2021-08-19 16:18:46,2021-08-19 18:37:46,christine.carter078@commerce.example.com
,ORD-202108-0000000015,CUST-0000380205,SES-202108-0000000062,2021-08-13 15:19:25,Completed,United States,USA,North America,USD,2780.88,372.98,16.14,381.74,2805.78,Bank Transfer,Same Day,WH-00017,2021-08-17,2021-08-17,,false,0,Marketplace,2021-08-13 15:19:25,2021-08-13 17:55:25,anita.garcia021@dataops.example.com
,ORD-202108-0000000016,CUST-0000372201,SES-202108-0000009812,2021-08-01 20:09:44,Processing,Italy,ITA,Europe,EUR,1462.25,41.8,38.46,62.38,1521.29,Debit Card,Express,WH-00019,2021-08-09,,,false,0,Mobile,2021-08-01 20:09:44,2021-08-01 22:47:44,tina.williams074@commerce.example.com
,ORD-202108-0000000017,CUST-0000372831,SES-202108-0000000403,2021-08-09 17:50:45,Completed,Brazil,BRA,South America,BRL,1605.88,381.31,14.33,227.03,1465.93,PayPal,Pickup,WH-00078,2021-08-21,2021-08-21,,false,0,Mobile,2021-08-09 17:50:45,2021-08-09 20:46:45,tina.williams074@commerce.example.com
,ORD-202108-0000000018,CUST-0000358878,SES-202108-0000005698,2021-08-18 02:43:21,Returned,Japan,JPN,Asia,JPY,875.06,55.08,41.56,119.11,980.65,Bank Transfer,Pickup,WH-00225,2021-08-25,,,true,980.65,Mobile,2021-08-18 02:43:21,2021-08-18 05:23:21,eric.horton058@analytics.example.com
,ORD-202108-0000000019,CUST-0000376159,SES-202108-0000004507,2021-08-13 11:28:50,Completed,United States,USA,North America,USD,1260.31,159.2,29.01,66.71,1196.83,Buy Now Pay Later,Same Day,WH-00178,2021-08-23,2021-08-23,,false,0,POS,2021-08-13 11:28:50,2021-08-13 13:30:50,adam.gordon030@commerce.example.com
,ORD-202108-0000000020,CUST-0000364307,SES-202108-0000002513,2021-08-19 15:28:44,Completed,Germany,DEU,Europe,EUR,2268.93,102.82,32.51,453.01,2651.63,Debit Card,Same Day,WH-00145,2021-08-26,2021-08-26,,false,0,Mobile,2021-08-19 15:28:44,2021-08-19 15:49:44,kelsey.taylor010@platform.example.com
