event_record_id,event_id,event_timestamp,session_id,customer_id,product_id,order_id,event_name,event_category,page_name,page_url,referrer_url,search_query,product_position,quantity,unit_price_local,event_value_local,local_currency,country_name,country_code,region_name,device_type,platform,operating_system,browser,traffic_source,traffic_medium,campaign_id,created_at,created_by
,EVT-202108-000000000000,2021-08-13 00:26:35,SES-202108-0000018359,CUST-0000367149,PROD-0000204930,,product_view,commerce,Account,https://shop.example.com/search,https://instagram.com,,42,1,50.03,50.03,EUR,Italy,ITA,Europe,Laptop,Android,macOS,Firefox,Bing,referral,CAMP-2021-0006,2021-08-13 00:26:35,joann.clark089@commerce.example.com
,EVT-202108-000000000001,2021-08-29 21:59:01,SES-202108-0000003947,CUST-0000377414,PROD-0000199147,,product_view,commerce,Search,https://shop.example.com/product,https://google.com,,6,5,593.41,2967.05,INR,India,IND,Asia,Mobile,iOS,Android,Firefox,Email,social,,2021-08-29 21:59:01,stephen.clark001@analytics.example.com
,EVT-202108-000000000002,2021-08-25 09:23:19,SES-202108-0000024382,CUST-0000379613,PROD-0000204163,,product_view,commerce,Search,https://shop.example.com/cart,https://instagram.com,,20,4,572.38,2289.52,BRL,Brazil,BRA,South America,Laptop,Mobile Web,macOS,Edge,Instagram,cpc,CAMP-2021-0036,2021-08-25 09:23:19,lance.williams029@platform.example.com
,EVT-202108-000000000003,2021-08-29 16:07:51,SES-202108-0000006792,CUST-0000377453,PROD-0000199992,ORD-202108-0000018673,purchase,conversion,Search,https://shop.example.com/product,https://bing.com,,43,5,394.36,1971.8,EUR,Spain,ESP,Europe,Laptop,Web,Windows,Edge,Bing,email,CAMP-2021-0030,2021-08-29 16:07:51,eric.horton058@analytics.example.com
,EVT-202108-000000000004,2021-08-03 06:35:13,SES-202108-0000010694,CUST-0000361651,PROD-0000203127,,product_view,commerce,Home,https://shop.example.com/home,https://instagram.com,,39,3,247.3,741.9,USD,United States,USA,North America,Laptop,Web,macOS,Safari,Bing,direct,,2021-08-03 06:35:13,michael.johnson061@platform.example.com
,EVT-202108-000000000005,2021-08-10 07:37:17,SES-202108-0000023009,CUST-0000370024,,,search,engagement,Account,https://shop.example.com/product,https://instagram.com,Can or probably.,,0,0,0,USD,United States,USA,North America,Desktop,iOS,Android,Edge,YouTube,cpc,,2021-08-10 07:37:17,victor.palmer071@platform.example.com
,EVT-202108-000000000006,2021-08-21 22:18:59,SES-202108-0000005434,CUST-0000367401,PROD-0000207074,ORD-202108-0000000781,payment_attempt,commerce,Product,https://shop.example.com/checkout,https://bing.com,,38,2,603.62,1207.24,BRL,Brazil,BRA,South America,Laptop,Mobile Web,iOS,Chrome,Organic,email,CAMP-2021-0004,2021-08-21 22:18:59,micheal.hall064@dataops.example.com
,EVT-202108-000000000007,2021-08-08 04:12:07,SES-202108-0000014009,CUST-0000367906,,,page_view,engagement,Account,https://shop.example.com/checkout,https://facebook.com,,,0,0,0,USD,United States,USA,North America,Mobile,Web,Linux,Firefox,YouTube,organic,,2021-08-08 04:12:07,jeffery.miller012@commerce.example.com
,EVT-202108-000000000008,2021-08-29 17:06:15,SES-202108-0000010923,CUST-0000375724,PROD-0000204691,,product_view,commerce,Home,https://shop.example.com/search,https://google.com,,45,5,267.22,1336.1,JPY,Japan,JPN,Asia,Desktop,Mobile Web,macOS,Edge,Google,affiliate,,2021-08-29 17:06:15,james.proctor094@dataops.example.com
,EVT-202108-000000000009,2021-08-07 20:45:35,SES-202108-0000022514,CUST-0000375832,PROD-0000204703,,product_view,commerce,Account,https://shop.example.com/product,https://google.com,,20,5,511.42,2557.1,MXN,Mexico,MEX,North America,Mobile,Web,ChromeOS,Samsung Internet,Affiliate,organic,,2021-08-07 20:45:35,taylor.cunningham023@commerce.example.com
,EVT-202108-000000000010,2021-08-16 21:15:51,SES-202108-0000003303,CUST-0000365109,PROD-0000207625,,product_view,commerce,Product,https://shop.example.com/product,https://bing.com,,3,1,1156.86,1156.86,USD,United States,USA,North America,Desktop,iOS,macOS,Chrome,Direct,direct,CAMP-2021-0005,2021-08-16 21:15:51,peter.martinez098@platform.example.com
,EVT-202108-000000000011,2021-08-13 10:11:20,SES-202108-0000008019,CUST-0000379805,PROD-0000199266,,product_view,commerce,Home,https://shop.example.com/home,https://facebook.com,,31,3,291.17,873.51,SGD,Singapore,SGP,Asia,Tablet,iOS,Windows,Firefox,TikTok,organic,CAMP-2021-0003,2021-08-13 10:11:20,peter.martinez098@platform.example.com
,EVT-202108-000000000012,2021-08-13 23:54:19,SES-202108-0000010401,CUST-0000373763,PROD-0000202101,,product_view,commerce,Cart,https://shop.example.com/cart,https://google.com,,23,1,1042.92,1042.92,AED,United Arab Emirates,ARE,Asia,Tablet,iOS,Linux,Samsung Internet,Bing,affiliate,CAMP-2021-0031,2021-08-13 23:54:19,eric.horton058@analytics.example.com
