customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
933922,CUST-0000933922,Anthony,Prince,Male,1971-11-27,51,45-54,anthony.prince.933922@gmail.com,Netherlands,NLD,Europe,Western Europe,North Aaron,Rhode Island,73527,EUR,New,Affiliate,2023-07-21,Active,false,2023-07-21 00:00:00,,true,Web,2023-07-21 20:01:30,2023-07-21 08:08:52,chelsea.patel065@commerce.example.com
933923,CUST-0000933923,Christie,Anderson,Non-binary,1959-06-28,64,55-64,christie.anderson.933923@gmail.com,Germany,DEU,Europe,Western Europe,Smithland,Maine,83001,EUR,New,Organic,2023-07-30,Active,false,2023-07-30 00:00:00,,true,CRM,2023-07-30 04:37:43,2023-07-30 17:31:26,brandon.yu006@analytics.example.com
933924,CUST-0000933924,Krystal,Fletcher,Non-binary,1994-10-10,28,25-34,krystal.fletcher.933924@yahoo.com,India,IND,Asia,Southern Asia,West Ericburgh,New Mexico,31845,INR,Regular,Email,2023-07-17,Active,true,2023-07-17 00:00:00,,true,CRM,2023-07-17 23:08:01,2023-07-17 02:58:36,peter.martinez098@platform.example.com
933925,CUST-0000933925,Cory,Ryan,Non-binary,2002-01-23,21,18-24,cory.ryan.933925@yahoo.com,Brazil,BRA,South America,South America,Mariashire,Texas,71242,BRL,Regular,Organic,2023-07-20,Active,false,2023-07-20 00:00:00,,true,Mobile,2023-07-20 13:24:39,2023-07-20 16:28:13,eric.horton058@analytics.example.com
933926,CUST-0000933926,Bailey,Williamson,Non-binary,1956-02-24,67,65+,bailey.williamson.933926@gmail.com,Spain,ESP,Europe,Southern Europe,Micheleside,Mississippi,88648,EUR,Regular,Referral,2023-07-17,Active,false,2023-07-17 00:00:00,,true,Web,2023-07-17 05:41:40,2023-07-17 22:35:58,andrea.cummings039@platform.example.com
933927,CUST-0000933927,Cassidy,Coleman,Non-binary,1974-06-12,49,45-54,cassidy.coleman.933927@hotmail.com,United Kingdom,GBR,Europe,Northern Europe,Rebeccaside,Kansas,26685,GBP,Regular,Referral,2023-07-15,Active,true,2023-07-15 00:00:00,,true,Web,2023-07-15 15:29:21,2023-07-15 22:14:28,james.proctor094@dataops.example.com
933928,CUST-0000933928,Eric,Black,Prefer not to say,1960-11-13,62,55-64,eric.black.933928@yahoo.com,Spain,ESP,Europe,Southern Europe,South Lisa,New York,61131,EUR,Regular,Organic,2023-07-29,Active,true,2023-07-29 00:00:00,,true,Web,2023-07-29 09:53:42,2023-07-29 21:07:55,christine.carter078@commerce.example.com
933929,CUST-0000933929,James,Sanchez,Male,2006-07-01,17,18-24,james.sanchez.933929@yahoo.com,India,IND,Asia,Southern Asia,Lake Javierport,Oklahoma,42854,INR,Regular,Organic,2023-07-17,Active,false,2023-07-17 00:00:00,,true,Web,2023-07-17 17:22:41,2023-07-17 19:16:51,jillian.russo115@commerce.example.com
933930,CUST-0000933930,Lawrence,Evans,Prefer not to say,1995-02-26,28,25-34,lawrence.evans.933930@yahoo.com,United States,USA,North America,Northern America,West David,Illinois,50996,USD,Occasional,Referral,2023-07-17,Active,false,2023-07-17 00:00:00,,true,Marketplace,2023-07-17 06:50:44,2023-07-17 10:00:22,rachel.hall062@platform.example.com
933931,CUST-0000933931,Deborah,Bass,Female,1989-07-26,33,25-34,deborah.bass.933931@yahoo.com,Italy,ITA,Europe,Southern Europe,Lake Timothy,Florida,98594,EUR,Regular,Paid Search,2023-07-02,Inactive,false,2023-07-02 00:00:00,,true,Marketplace,2023-07-02 11:51:47,2023-07-02 04:51:28,andrew.ellis102@analytics.example.com
933932,CUST-0000933932,Mike,Blake,Female,2002-07-11,21,18-24,mike.blake.933932@gmail.com,Singapore,SGP,Asia,South-eastern Asia,Mckeemouth,Minnesota,14491,SGD,Occasional,Direct,2023-07-13,Inactive,false,2023-07-13 00:00:00,,true,Web,2023-07-13 13:38:38,2023-07-13 15:59:25,amy.holmes103@dataops.example.com
933933,CUST-0000933933,Robert,Lee,Male,1985-10-25,37,35-44,robert.lee.933933@gmail.com,Canada,CAN,North America,Northern America,Monicaton,North Dakota,71910,CAD,Premium,Direct,2023-07-10,Active,true,2023-07-10 00:00:00,,true,Marketplace,2023-07-10 13:59:42,2023-07-10 16:51:24,brian.banks011@platform.example.com
933934,CUST-0000933934,Cindy,Golden,Male,1990-03-18,33,25-34,cindy.golden.933934@yahoo.com,United States,USA,North America,Northern America,New Lindashire,Colorado,58973,USD,Occasional,Organic,2023-07-30,Inactive,true,2023-07-30 00:00:00,,true,Web,2023-07-30 12:19:19,2023-07-30 21:02:02,amy.holmes103@dataops.example.com
933935,CUST-0000933935,Abigail,Pham,Non-binary,2002-02-13,21,18-24,abigail.pham.933935@yahoo.com,Brazil,BRA,South America,South America,Comptonbury,Tennessee,04442,BRL,Occasional,Paid Search,2023-07-20,Active,false,2023-07-20 00:00:00,,true,Marketplace,2023-07-20 07:40:43,2023-07-20 01:41:08,sandra.hunter036@platform.example.com
933936,CUST-0000933936,Misty,Flores,Male,2005-03-23,18,18-24,misty.flores.933936@hotmail.com,India,IND,Asia,Southern Asia,West Bryanborough,Louisiana,72365,INR,Premium,Direct,2023-07-26,Active,true,2023-07-26 00:00:00,,true,Marketplace,2023-07-26 06:09:40,2023-07-26 09:47:19,kelsey.taylor010@platform.example.com
933937,CUST-0000933937,Deborah,Turner,Male,1963-12-03,59,55-64,deborah.turner.933937@hotmail.com,United Arab Emirates,ARE,Asia,Western Asia,West Stephenland,Vermont,24146,AED,Regular,Paid Search,2023-07-08,Active,true,2023-07-08 00:00:00,,true,Web,2023-07-08 17:19:22,2023-07-08 06:40:28,rachel.hall062@platform.example.com
933938,CUST-0000933938,Matthew,Harrell,Prefer not to say,1954-11-10,68,65+,matthew.harrell.933938@gmail.com,United Kingdom,GBR,Europe,Northern Europe,Walkerfort,Michigan,24701,GBP,Regular,Paid Search,2023-07-25,Active,true,2023-07-25 00:00:00,,true,Mobile,2023-07-25 00:14:56,2023-07-25 11:37:02,craig.johnson106@analytics.example.com
933939,CUST-0000933939,Bryan,Harrison,Prefer not to say,2003-09-01,19,18-24,bryan.harrison.933939@gmail.com,Singapore,SGP,Asia,South-eastern Asia,North Melissa,Arkansas,71460,SGD,Occasional,Social,2023-07-10,Active,true,2023-07-10 00:00:00,,true,Mobile,2023-07-10 10:40:29,2023-07-10 21:34:27,brian.taylor114@analytics.example.com
933940,CUST-0000933940,Christine,Perez,Female,2002-03-23,21,18-24,christine.perez.933940@hotmail.com,United States,USA,North America,Northern America,North Gregory,Idaho,48616,USD,New,Organic,2023-07-03,Active,true,2023-07-03 00:00:00,,true,Marketplace,2023-07-03 18:23:46,2023-07-03 04:16:18,katelyn.pitts017@commerce.example.com
933941,CUST-0000933941,Robert,Ibarra,Prefer not to say,1945-07-17,78,65+,robert.ibarra.933941@hotmail.com,United Kingdom,GBR,Europe,Northern Europe,Lake Daniel,Wyoming,74637,GBP,Regular,Social,2023-07-20,Inactive,false,2023-07-20 00:00:00,,true,Web,2023-07-20 21:19:57,2023-07-20 19:32:29,jennifer.bauer068@analytics.example.com
933942,CUST-0000933942,Corey,Mccarty,Male,1992-02-18,31,25-34,corey.mccarty.933942@gmail.com,United Arab Emirates,ARE,Asia,Western Asia,Evanmouth,Georgia,58155,AED,New,Organic,2023-07-02,Active,true,2023-07-02 00:00:00,,true,CRM,2023-07-02 05:44:25,2023-07-02 05:12:33,shawn.baxter004@dataops.example.com
933943,CUST-0000933943,Paul,Allen,Male,1979-07-05,44,35-44,paul.allen.933943@gmail.com,United States,USA,North America,Northern America,Raybury,Wyoming,91309,USD,Regular,Referral,2023-07-19,Inactive,true,2023-07-19 00:00:00,,true,CRM,2023-07-19 21:34:32,2023-07-19 08:20:35,arthur.ortiz082@platform.example.com
933944,CUST-0000933944,Beth,Gutierrez,Male,1988-12-26,34,25-34,beth.gutierrez.933944@hotmail.com,Mexico,MEX,North America,Central America,Hendersonfurt,Vermont,12274,MXN,Occasional,Organic,2023-07-19,Active,true,2023-07-19 00:00:00,,true,Web,2023-07-19 13:44:46,2023-07-19 18:07:31,micheal.hall064@dataops.example.com
