currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2026-04-01 18:31:21,raymond.davis085@analytics.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2026-04-15 08:04:30,kristin.krueger034@analytics.example.com
GBP,Pound Sterling,£,2,FIAT,true,2026-04-19 16:11:28,elizabeth.mullins042@platform.example.com
EUR,Euro,€,2,FIAT,true,2026-04-22 11:23:19,taylor.cunningham023@commerce.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2026-04-21 17:36:31,samantha.villa073@commerce.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2026-04-23 02:55:36,christine.johnson056@commerce.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2026-04-29 13:28:20,christine.carter078@commerce.example.com
INR,Indian Rupee,₹,2,FIAT,true,2026-04-25 14:51:49,michael.berger060@platform.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2026-04-26 16:47:34,judy.rogers086@platform.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2026-04-12 04:26:02,tina.williams074@commerce.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2026-04-30 12:02:54,alyssa.richards002@commerce.example.com
