payment_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,payment_amount_local,local_currency,country_code,region_name,failure_reason,refund_flag,created_at,created_by
,PAY-202303-00000000000,ORD-202303-0000001050,CUST-0000848380,2023-03-03 19:16:15,Google Pay,Success,2509.63,GBP,GBR,Europe,,false,2023-03-03 19:16:15,shawn.baxter004@dataops.example.com
,PAY-202303-00000000001,ORD-202303-0000000698,CUST-0000841771,2023-03-28 06:44:38,Debit Card,Success,2256.83,EUR,FRA,Europe,,false,2023-03-28 06:44:38,susan.rice083@commerce.example.com
,PAY-202303-00000000002,ORD-202303-0000006763,CUST-0000850998,2023-03-04 17:09:57,Google Pay,Success,3035.72,CAD,CAN,North America,,false,2023-03-04 17:09:57,lance.williams029@platform.example.com
,PAY-202303-00000000003,ORD-202303-0000005657,CUST-0000841935,2023-03-13 12:20:24,Bank Transfer,Success,1819.2,AUD,AUS,Oceania,,false,2023-03-13 12:20:24,ryan.steele043@commerce.example.com
,PAY-202303-00000000004,ORD-202303-0000007581,CUST-0000846515,2023-03-30 19:22:54,Phonepe,Success,726.55,EUR,ESP,Europe,,false,2023-03-30 19:22:54,eric.mullen052@dataops.example.com
,PAY-202303-00000000005,ORD-202303-0000000699,CUST-0000848930,2023-03-23 18:41:46,Paytm,Success,1465.07,EUR,DEU,Europe,,false,2023-03-23 18:41:46,brandi.carter038@dataops.example.com
,PAY-202303-00000000006,ORD-202303-0000002332,CUST-0000839227,2023-03-19 07:05:49,Phonepe,Success,1495.5,EUR,ESP,Europe,,false,2023-03-19 07:05:49,diana.williams116@analytics.example.com
,PAY-202303-00000000007,ORD-202303-0000004052,CUST-0000843667,2023-03-24 01:33:37,Credit Card,Success,2345.54,USD,USA,North America,,false,2023-03-24 01:33:37,brandi.carter038@dataops.example.com
,PAY-202303-00000000008,ORD-202303-0000005792,CUST-0000851895,2023-03-18 16:44:23,Buy Now Pay Later,Success,122.46,INR,IND,Asia,,false,2023-03-18 16:44:23,timothy.cameron104@commerce.example.com
,PAY-202303-00000000009,ORD-202303-0000006547,CUST-0000839145,2023-03-21 18:32:33,PayPal,Success,3401.06,AUD,AUS,Oceania,,false,2023-03-21 18:32:33,jason.franklin045@dataops.example.com
,PAY-202303-00000000010,ORD-202303-0000005095,CUST-0000849496,2023-03-22 06:41:41,PayPal,Success,1228.16,EUR,ESP,Europe,,false,2023-03-22 06:41:41,chelsea.patel065@commerce.example.com
,PAY-202303-00000000011,ORD-202303-0000003048,CUST-0000840076,2023-03-10 18:57:07,Gift Card,Success,536.4,SGD,SGP,Asia,,false,2023-03-10 18:57:07,anita.garcia021@dataops.example.com
,PAY-202303-00000000012,ORD-202303-0000005270,CUST-0000839621,2023-03-17 01:11:07,Gift Card,Success,2469.22,EUR,FRA,Europe,,false,2023-03-17 01:11:07,lisa.kim091@platform.example.com
,PAY-202303-00000000013,ORD-202303-0000002458,CUST-0000849461,2023-03-05 07:26:33,Buy Now Pay Later,Success,2225.31,BRL,BRA,South America,,false,2023-03-05 07:26:33,jennifer.bauer068@analytics.example.com
