shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202312-0000000000,ORD-202312-0000002283,WH-00086,JPN,Europe,FedEx,Pickup,Shipped,2023-12-28 11:22:25,2023-12-30,,1,Italy,2023-12-28 11:22:25,tiffany.freeman101@analytics.example.com
,SHP-202312-0000000001,ORD-202312-0000005493,WH-00157,BRA,Asia,Royal Mail,Express,Delivered,2023-12-23 12:15:43,2023-12-30,2023-12-30 12:15:43,2,United States,2023-12-23 12:15:43,renee.harvey080@dataops.example.com
,SHP-202312-0000000002,ORD-202312-0000008594,WH-00242,ARE,North America,DPD,Same Day,Delivered,2023-12-21 15:46:30,2023-12-26,2023-12-23 23:46:30,1,Singapore,2023-12-21 15:46:30,taylor.cunningham023@commerce.example.com
,SHP-202312-0000000003,ORD-202312-0000003270,WH-00036,ARE,North America,USPS,Pickup,Delivered,2023-12-27 04:00:01,2023-12-29,2023-12-29 10:00:01,1,France,2023-12-27 04:00:01,jennifer.bauer068@analytics.example.com
,SHP-202312-0000000004,ORD-202312-0000006758,WH-00163,FRA,North America,Australia Post,Express,Delivered,2023-12-21 00:42:01,2023-12-30,2024-01-01 02:42:01,1,Spain,2023-12-21 00:42:01,eric.mullen052@dataops.example.com
,SHP-202312-0000000005,ORD-202312-0000003283,WH-00208,IND,Asia,Australia Post,Pickup,Delivered,2023-12-18 15:30:37,2023-12-20,2023-12-31 22:30:37,1,United Arab Emirates,2023-12-18 15:30:37,jennifer.bauer068@analytics.example.com
,SHP-202312-0000000006,ORD-202312-0000008519,WH-00095,AUS,Europe,DHL,Same Day,Delivered,2023-12-05 14:01:47,2023-12-12,2023-12-12 15:01:47,1,France,2023-12-05 14:01:47,brian.banks011@platform.example.com
,SHP-202312-0000000007,ORD-202312-0000006183,WH-00229,USA,Oceania,USPS,Pickup,Delivered,2023-12-06 20:03:32,2023-12-12,2023-12-17 23:03:32,3,Brazil,2023-12-06 20:03:32,rachel.hall062@platform.example.com
,SHP-202312-0000000008,ORD-202312-0000000169,WH-00193,SGP,South America,USPS,Same Day,Delivered,2023-12-23 23:00:01,2023-12-30,2023-12-30 00:00:01,1,Canada,2023-12-23 23:00:01,john.mullins109@commerce.example.com
,SHP-202312-0000000009,ORD-202312-0000004688,WH-00176,NLD,Europe,Australia Post,Economy,Delivered,2023-12-03 06:09:37,2023-12-09,2023-12-11 18:09:37,1,France,2023-12-03 06:09:37,alyssa.richards002@commerce.example.com
,SHP-202312-0000000010,ORD-202312-0000002119,WH-00119,NLD,Asia,Royal Mail,Standard,Delivered,2023-12-18 11:18:38,2023-12-26,2023-12-22 14:18:38,1,United Kingdom,2023-12-18 11:18:38,christine.carter078@commerce.example.com
,SHP-202312-0000000011,ORD-202312-0000000971,WH-00079,GBR,Asia,FedEx,Same Day,Delivered,2023-12-22 13:45:14,2023-12-27,2023-12-25 01:45:14,1,Mexico,2023-12-22 13:45:14,michelle.sims041@analytics.example.com
,SHP-202312-0000000012,ORD-202312-0000003294,WH-00220,AUS,North America,USPS,Express,Delivered,2023-12-23 09:57:53,2023-12-27,2023-12-28 12:57:53,1,India,2023-12-23 09:57:53,jason.franklin045@dataops.example.com
,SHP-202312-0000000013,ORD-202312-0000007120,WH-00181,GBR,Oceania,Royal Mail,Express,In Transit,2023-12-15 06:52:23,2023-12-18,,1,Japan,2023-12-15 06:52:23,eric.mullen052@dataops.example.com
,SHP-202312-0000000014,ORD-202312-0000003873,WH-00075,JPN,Asia,Royal Mail,Same Day,Delivered,2023-12-17 23:08:46,2023-12-25,2023-12-28 08:08:46,1,Singapore,2023-12-17 23:08:46,ashley.marks069@commerce.example.com
,SHP-202312-0000000015,ORD-202312-0000001121,WH-00248,ARE,Europe,DHL,Standard,Delayed,2023-12-29 23:49:24,2024-01-01,,1,Italy,2023-12-29 23:49:24,eric.rowe100@platform.example.com
,SHP-202312-0000000016,ORD-202312-0000008857,WH-00165,ITA,North America,Australia Post,Express,Delayed,2023-12-22 11:00:57,2023-12-27,,2,Netherlands,2023-12-22 11:00:57,ashley.marks069@commerce.example.com
,SHP-202312-0000000017,ORD-202312-0000002675,WH-00204,CAN,Europe,DPD,Express,Delivered,2023-12-13 09:48:17,2023-12-21,2023-12-27 11:48:17,2,Spain,2023-12-13 09:48:17,james.proctor094@dataops.example.com
,SHP-202312-0000000018,ORD-202312-0000000636,WH-00105,ITA,North America,Royal Mail,Express,Delivered,2023-12-20 14:05:47,2023-12-23,2023-12-31 21:05:47,1,Japan,2023-12-20 14:05:47,timothy.cameron104@commerce.example.com
,SHP-202312-0000000019,ORD-202312-0000004048,WH-00116,SGP,Europe,DPD,Standard,Delivered,2023-12-05 20:55:20,2023-12-09,2023-12-10 23:55:20,1,United Kingdom,2023-12-05 20:55:20,john.mullins109@commerce.example.com
,SHP-202312-0000000020,ORD-202312-0000003750,WH-00070,SGP,Europe,Royal Mail,Standard,Shipped,2023-12-05 13:56:12,2023-12-10,,1,United Kingdom,2023-12-05 13:56:12,jennifer.atkins003@platform.example.com
