shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202206-0000000000,ORD-202206-0000002878,WH-00018,JPN,North America,Royal Mail,Same Day,Delivered,2022-06-10 12:34:48,2022-06-20,2022-06-22 15:34:48,1,Canada,2022-06-10 12:34:48,megan.cunningham013@commerce.example.com
,SHP-202206-0000000001,ORD-202206-0000004337,WH-00071,ESP,North America,USPS,Economy,Delayed,2022-06-09 04:58:17,2022-06-17,,1,Brazil,2022-06-09 04:58:17,andrew.ellis102@analytics.example.com
,SHP-202206-0000000002,ORD-202206-0000004700,WH-00241,MEX,Asia,USPS,Economy,Delayed,2022-06-06 05:26:59,2022-06-08,,2,Spain,2022-06-06 05:26:59,kelsey.taylor010@platform.example.com
,SHP-202206-0000000003,ORD-202206-0000002937,WH-00244,MEX,Europe,UPS,Standard,In Transit,2022-06-25 12:50:16,2022-07-05,,1,Australia,2022-06-25 12:50:16,ryan.steele043@commerce.example.com
,SHP-202206-0000000004,ORD-202206-0000003260,WH-00214,AUS,Europe,USPS,Same Day,Delivered,2022-06-07 09:48:41,2022-06-12,2022-06-16 18:48:41,1,Brazil,2022-06-07 09:48:41,stephen.clark001@analytics.example.com
,SHP-202206-0000000005,ORD-202206-0000004872,WH-00016,NLD,Europe,FedEx,Pickup,In Transit,2022-06-16 12:11:29,2022-06-21,,1,Netherlands,2022-06-16 12:11:29,stephen.daniels076@commerce.example.com
,SHP-202206-0000000006,ORD-202206-0000003847,WH-00067,FRA,North America,DHL,Same Day,Delivered,2022-06-09 15:00:12,2022-06-11,2022-06-12 17:00:12,1,United Arab Emirates,2022-06-09 15:00:12,joseph.johnson049@dataops.example.com
,SHP-202206-0000000007,ORD-202206-0000003703,WH-00246,FRA,North America,UPS,Express,In Transit,2022-06-24 00:03:04,2022-06-28,,1,Canada,2022-06-24 00:03:04,stephen.clark001@analytics.example.com
,SHP-202206-0000000008,ORD-202206-0000004891,WH-00004,DEU,North America,Australia Post,Pickup,Delivered,2022-06-09 18:22:00,2022-06-15,2022-06-15 19:22:00,1,United Kingdom,2022-06-09 18:22:00,tina.williams074@commerce.example.com
,SHP-202206-0000000009,ORD-202206-0000002263,WH-00241,NLD,North America,FedEx,Standard,Shipped,2022-06-02 20:02:56,2022-06-05,,1,Australia,2022-06-02 20:02:56,ashley.marks069@commerce.example.com
,SHP-202206-0000000010,ORD-202206-0000001301,WH-00130,DEU,South America,DHL,Standard,Delivered,2022-06-29 18:14:25,2022-07-05,2022-07-04 02:14:25,1,Brazil,2022-06-29 18:14:25,adam.gordon030@commerce.example.com
,SHP-202206-0000000011,ORD-202206-0000001369,WH-00156,DEU,Europe,UPS,Same Day,Delivered,2022-06-25 03:32:57,2022-07-05,2022-06-29 12:32:57,1,Germany,2022-06-25 03:32:57,jennifer.hudson020@analytics.example.com
