campaign_record_id,campaign_id,campaign_name,campaign_type,channel,source,medium,country_code,region_name,start_date,end_date,budget_local,spend_local,local_currency,impressions,clicks,conversions,created_at,created_by
,CAMP-2021-04-000000,Back-to-School Range Campaign,Flash Sale,Google Ads,CRM,social,SGP,Asia,2021-04-25,2021-05-10,366358.12,258230.56,SGD,589865,33684,3838,2021-04-25 09:22:38,john.mullins109@commerce.example.com
,CAMP-2021-04-000001,Growth Its Campaign,Retention,TikTok,TikTok,referral,ESP,Europe,2021-04-03,2021-05-02,194103.3,156527.62,EUR,38396,2159,50,2021-04-03 16:26:17,stephen.daniels076@commerce.example.com
,CAMP-2021-04-000002,Member Night Campaign,Flash Sale,Meta,Meta,cpc,ITA,Europe,2021-04-21,2021-05-03,497849.08,380724.17,EUR,57384,3496,398,2021-04-21 21:30:33,ryan.steele043@commerce.example.com
,CAMP-2021-04-000003,Holiday Knowledge Campaign,Performance,Display,TikTok,cpc,AUS,Oceania,2021-04-21,2021-05-19,462328.07,169992.66,AUD,62271,1436,211,2021-04-21 10:57:12,stephen.daniels076@commerce.example.com
,CAMP-2021-04-000004,Winter Anyone Campaign,Retention,Google Ads,CRM,social,DEU,Europe,2021-04-01,2021-05-04,139883.1,51247.76,EUR,89883,7162,1219,2021-04-01 08:23:24,jason.franklin045@dataops.example.com
,CAMP-2021-04-000005,Summer Box Campaign,Performance,Google Ads,Partner,referral,SGP,Asia,2021-04-12,2021-05-14,372730.3,125105.67,SGD,39867,424,40,2021-04-12 02:21:55,sylvia.diaz107@dataops.example.com
,CAMP-2021-04-000006,Back-to-School Performance Campaign,Seasonal,TikTok,Meta,referral,ESP,Europe,2021-04-15,2021-04-22,191726.25,67378.86,EUR,71283,4105,693,2021-04-15 01:21:34,micheal.chen050@dataops.example.com
,CAMP-2021-04-000007,Holiday Compare Campaign,Brand,Display,Google,social,GBR,Europe,2021-04-08,2021-04-27,466988.24,171875.27,GBP,300869,14420,1896,2021-04-08 10:42:11,grace.gonzales099@dataops.example.com
,CAMP-2021-04-000008,Winter Road Campaign,Flash Sale,Display,Partner,affiliate,USA,North America,2021-04-06,2021-04-20,166041.9,134028.3,USD,545825,27211,4314,2021-04-06 22:50:48,micheal.chen050@dataops.example.com
,CAMP-2021-04-000009,Back-to-School Hit Campaign,Flash Sale,Display,Google,referral,GBR,Europe,2021-04-18,2021-04-26,178853.12,119978.94,GBP,55212,4174,103,2021-04-18 10:07:00,alyssa.richards002@commerce.example.com
