customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
1679885,CUST-0001679885,Michael,Cole,Male,1998-08-23,26,25-34,michael.cole.1679885@hotmail.com,United States,USA,North America,Northern America,Hannahville,Idaho,69650,USD,At Risk,Affiliate,2025-06-20,Active,false,2025-06-20 00:00:00,,true,Mobile,2025-06-20 05:58:27,2025-06-20 01:08:53,michelle.bender024@analytics.example.com
1679886,CUST-0001679886,Sandra,Powell,Non-binary,1993-12-06,31,25-34,sandra.powell.1679886@hotmail.com,Canada,CAN,North America,Northern America,Tiffanyborough,Alabama,52502,CAD,Regular,Organic,2025-06-14,Active,true,2025-06-14 00:00:00,,true,Marketplace,2025-06-14 08:52:09,2025-06-14 09:05:56,curtis.williams033@dataops.example.com
1679887,CUST-0001679887,Chad,Riggs,Prefer not to say,2000-01-26,25,25-34,chad.riggs.1679887@yahoo.com,Germany,DEU,Europe,Western Europe,Jonathanmouth,New Jersey,51812,EUR,Regular,Social,2025-06-03,Active,false,2025-06-03 00:00:00,,true,Web,2025-06-03 01:05:57,2025-06-03 10:43:22,renee.harvey080@dataops.example.com
1679888,CUST-0001679888,Rodney,Jensen,Non-binary,1945-11-15,79,65+,rodney.jensen.1679888@hotmail.com,Spain,ESP,Europe,Southern Europe,Port Christine,Vermont,31038,EUR,Premium,Email,2025-06-06,Active,false,2025-06-06 00:00:00,,true,Marketplace,2025-06-06 22:14:20,2025-06-06 00:23:06,kelsey.taylor010@platform.example.com
1679889,CUST-0001679889,Luke,Meyer,Female,1983-12-15,41,35-44,luke.meyer.1679889@gmail.com,Australia,AUS,Oceania,Australia and New Zealand,Dawnville,Utah,51393,AUD,Occasional,Organic,2025-06-27,Active,true,2025-06-27 00:00:00,,true,Web,2025-06-27 22:23:37,2025-06-27 11:19:55,sophia.baker096@platform.example.com
1679890,CUST-0001679890,Michael,Bernard,Non-binary,2006-12-08,18,18-24,michael.bernard.1679890@gmail.com,Mexico,MEX,North America,Central America,New Adamburgh,New York,75024,MXN,Regular,Affiliate,2025-06-12,Inactive,true,2025-06-12 00:00:00,,true,Mobile,2025-06-12 03:19:40,2025-06-12 21:23:42,willie.long016@dataops.example.com
1679891,CUST-0001679891,Frederick,Vaughan,Female,1968-01-24,57,55-64,frederick.vaughan.1679891@gmail.com,Australia,AUS,Oceania,Australia and New Zealand,Austinport,Kansas,81481,AUD,Regular,Social,2025-06-13,Active,false,2025-06-13 00:00:00,,true,Web,2025-06-13 01:25:43,2025-06-13 23:08:33,brandon.yu006@analytics.example.com
1679892,CUST-0001679892,Amy,Villarreal,Prefer not to say,2004-04-09,21,18-24,amy.villarreal.1679892@gmail.com,Netherlands,NLD,Europe,Western Europe,Simmonsville,Iowa,59955,EUR,Premium,Social,2025-06-10,Active,true,2025-06-10 00:00:00,,true,CRM,2025-06-10 22:39:57,2025-06-10 03:40:30,kevin.mathews014@analytics.example.com
1679893,CUST-0001679893,Amanda,Russell,Non-binary,1986-07-06,38,35-44,amanda.russell.1679893@hotmail.com,United Arab Emirates,ARE,Asia,Western Asia,Rachelton,Ohio,04288,AED,Regular,Social,2025-06-23,Active,true,2025-06-23 00:00:00,,true,Marketplace,2025-06-23 10:06:19,2025-06-23 20:44:53,shawn.baxter004@dataops.example.com
1679894,CUST-0001679894,Elijah,Middleton,Female,1991-01-30,34,25-34,elijah.middleton.1679894@hotmail.com,Australia,AUS,Oceania,Australia and New Zealand,Lake Jeremybury,Maine,58517,AUD,Occasional,Email,2025-06-26,Active,true,2025-06-26 00:00:00,,true,Marketplace,2025-06-26 03:21:17,2025-06-26 07:55:36,elizabeth.olsen066@platform.example.com
