currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2024-10-01 13:58:10,stephanie.miller092@analytics.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2024-10-25 04:08:27,peter.martinez098@platform.example.com
GBP,Pound Sterling,£,2,FIAT,true,2024-10-20 05:00:42,nicholas.wilson027@analytics.example.com
EUR,Euro,€,2,FIAT,true,2024-10-13 13:30:40,kenneth.rodgers059@analytics.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2024-10-04 17:37:39,christine.carter078@commerce.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2024-10-14 13:54:19,kenneth.rodgers059@analytics.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2024-10-14 07:26:39,jillian.russo115@commerce.example.com
INR,Indian Rupee,₹,2,FIAT,true,2024-10-27 01:14:31,brandon.yu006@analytics.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2024-10-03 02:40:06,jennifer.shepherd015@analytics.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2024-10-10 06:07:27,michael.berger060@platform.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2024-10-06 22:01:56,rebecca.white032@dataops.example.com
