seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
298337,SELL-00298337,Robinson Ltd,Distributor,Japan,JPN,Asia,3.71,Active,Platform Fulfilled,2024-08-24,2024-08-24 00:00:00,,true,2024-08-24 13:54:26,susan.rice083@commerce.example.com
298338,SELL-00298338,"Higgins, Drake and Walker",Brand,Spain,ESP,Europe,4.05,Active,Seller Fulfilled,2024-08-14,2024-08-14 00:00:00,,true,2024-08-14 09:23:03,renee.harvey080@dataops.example.com
298339,SELL-00298339,Nash Inc,Marketplace,Germany,DEU,Europe,4.29,Active,Dropship,2024-08-20,2024-08-20 00:00:00,,true,2024-08-20 21:22:13,kristen.bailey110@analytics.example.com
298340,SELL-00298340,Ashley-Middleton,Small Business,Brazil,BRA,South America,3.83,Active,Seller Fulfilled,2024-08-12,2024-08-12 00:00:00,,true,2024-08-12 08:27:50,ryan.steele043@commerce.example.com
298341,SELL-00298341,Foster-Steele,Marketplace,Japan,JPN,Asia,4.69,Active,Seller Fulfilled,2024-08-21,2024-08-21 00:00:00,,true,2024-08-21 18:35:39,rebecca.white032@dataops.example.com
298342,SELL-00298342,"Melendez, Richmond and Chen",Brand,Netherlands,NLD,Europe,3.81,Active,Seller Fulfilled,2024-08-22,2024-08-22 00:00:00,,true,2024-08-22 13:56:11,darren.anderson025@dataops.example.com
298343,SELL-00298343,"Gonzalez, Mcbride and Reeves",Retailer,United States,USA,North America,3.42,Active,Platform Fulfilled,2024-08-10,2024-08-10 00:00:00,,true,2024-08-10 05:33:07,sylvia.diaz107@dataops.example.com
298344,SELL-00298344,Smith-Price,Brand,Singapore,SGP,Asia,4.22,Active,Seller Fulfilled,2024-08-15,2024-08-15 00:00:00,,true,2024-08-15 12:10:31,katelyn.pitts017@commerce.example.com
298345,SELL-00298345,Carr Inc,Brand,United Kingdom,GBR,Europe,4.61,Active,Platform Fulfilled,2024-08-27,2024-08-27 00:00:00,,true,2024-08-27 20:18:05,victoria.medina044@dataops.example.com
298346,SELL-00298346,Simpson-Aguilar,Distributor,Netherlands,NLD,Europe,4.19,Active,Dropship,2024-08-19,2024-08-19 00:00:00,,true,2024-08-19 10:43:11,nicholas.wilson027@analytics.example.com
298347,SELL-00298347,Brown-Clark,Retailer,Netherlands,NLD,Europe,4.21,Active,Dropship,2024-08-31,2024-08-31 00:00:00,,true,2024-08-31 18:15:28,jennifer.erickson018@platform.example.com
298348,SELL-00298348,Johnson Ltd,Marketplace,Japan,JPN,Asia,4.07,Active,Platform Fulfilled,2024-08-08,2024-08-08 00:00:00,,true,2024-08-08 04:06:37,stephen.daniels076@commerce.example.com
298349,SELL-00298349,Zimmerman Group,Small Business,United Arab Emirates,ARE,Asia,4.2,Active,Platform Fulfilled,2024-08-05,2024-08-05 00:00:00,,true,2024-08-05 06:40:13,tiffany.freeman101@analytics.example.com
298350,SELL-00298350,Davis-Carroll,Brand,France,FRA,Europe,3.5,Active,Platform Fulfilled,2024-08-07,2024-08-07 00:00:00,,true,2024-08-07 16:13:04,crystal.smith022@platform.example.com
298351,SELL-00298351,Ibarra-Mcdonald,Distributor,Spain,ESP,Europe,4.16,Active,Seller Fulfilled,2024-08-25,2024-08-25 00:00:00,,true,2024-08-25 00:32:49,craig.johnson106@analytics.example.com
298352,SELL-00298352,Harris LLC,Marketplace,United States,USA,North America,4.78,Active,Seller Fulfilled,2024-08-21,2024-08-21 00:00:00,,true,2024-08-21 21:28:51,yesenia.arnold040@platform.example.com
298353,SELL-00298353,"Harper, Curtis and Reese",Small Business,United Kingdom,GBR,Europe,4.4,Active,Dropship,2024-08-03,2024-08-03 00:00:00,,true,2024-08-03 17:49:19,crystal.smith022@platform.example.com
298354,SELL-00298354,"Gardner, Jones and Rice",Retailer,Mexico,MEX,North America,4.78,Active,Dropship,2024-08-31,2024-08-31 00:00:00,,true,2024-08-31 11:30:36,dominic.hodges075@platform.example.com
298355,SELL-00298355,"Young, Irwin and Frye",Small Business,France,FRA,Europe,4.62,Active,Dropship,2024-08-30,2024-08-30 00:00:00,,true,2024-08-30 07:22:01,andrea.cummings039@platform.example.com
298356,SELL-00298356,Sexton-Wilson,Marketplace,United States,USA,North America,4.01,Active,Platform Fulfilled,2024-08-10,2024-08-10 00:00:00,,true,2024-08-10 15:15:13,megan.cunningham013@commerce.example.com
298357,SELL-00298357,"Wright, Campbell and Spencer",Small Business,United Arab Emirates,ARE,Asia,4.2,Inactive,Dropship,2024-08-05,2024-08-05 00:00:00,,true,2024-08-05 18:23:37,victoria.medina044@dataops.example.com
298358,SELL-00298358,"Lee, Hall and Garcia",Small Business,Australia,AUS,Oceania,3.81,Active,Platform Fulfilled,2024-08-15,2024-08-15 00:00:00,,true,2024-08-15 02:16:51,john.mullins109@commerce.example.com
298359,SELL-00298359,"Brown, Padilla and Lopez",Marketplace,United States,USA,North America,4.24,Active,Dropship,2024-08-17,2024-08-17 00:00:00,,true,2024-08-17 11:56:14,timothy.cannon081@analytics.example.com
298360,SELL-00298360,Austin-Whitaker,Marketplace,India,IND,Asia,4.5,Active,Platform Fulfilled,2024-08-08,2024-08-08 00:00:00,,true,2024-08-08 04:13:20,brittany.rose019@commerce.example.com
298361,SELL-00298361,Tate Group,Small Business,Brazil,BRA,South America,3.91,Active,Seller Fulfilled,2024-08-01,2024-08-01 00:00:00,,true,2024-08-01 05:12:42,jennifer.erickson018@platform.example.com
