payment_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,payment_amount_local,local_currency,country_code,region_name,failure_reason,refund_flag,created_at,created_by
,PAY-202301-00000000000,ORD-202301-0000002921,CUST-0000807837,2023-01-03 08:39:30,Phonepe,Success,701.56,AUD,AUS,Oceania,,false,2023-01-03 08:39:30,ashley.bishop108@dataops.example.com
,PAY-202301-00000000001,ORD-202301-0000000315,CUST-0000791668,2023-01-09 05:58:13,Phonepe,Success,2835.02,EUR,ITA,Europe,,false,2023-01-09 05:58:13,jason.franklin045@dataops.example.com
,PAY-202301-00000000002,ORD-202301-0000004858,CUST-0000794556,2023-01-08 17:59:33,PayPal,Success,1519.12,EUR,NLD,Europe,,false,2023-01-08 17:59:33,jillian.russo115@commerce.example.com
,PAY-202301-00000000003,ORD-202301-0000002318,CUST-0000800648,2023-01-13 05:30:27,Google Pay,Failed,1241.57,EUR,NLD,Europe,Invalid CVV,false,2023-01-13 05:30:27,jason.franklin045@dataops.example.com
,PAY-202301-00000000004,ORD-202301-0000002714,CUST-0000804949,2023-01-09 15:55:27,Credit Card,Success,1416.73,AED,ARE,Asia,,false,2023-01-09 15:55:27,alyssa.richards002@commerce.example.com
,PAY-202301-00000000005,ORD-202301-0000000048,CUST-0000800160,2023-01-21 11:15:29,Paytm,Success,2346.17,JPY,JPN,Asia,,false,2023-01-21 11:15:29,michelle.sims041@analytics.example.com
,PAY-202301-00000000006,ORD-202301-0000000748,CUST-0000790068,2023-01-23 13:19:13,Buy Now Pay Later,Success,1999.52,SGD,SGP,Asia,,false,2023-01-23 13:19:13,joseph.griffin070@analytics.example.com
,PAY-202301-00000000007,ORD-202301-0000006006,CUST-0000802525,2023-01-11 04:24:04,Paytm,Success,2373.12,EUR,ESP,Europe,,false,2023-01-11 04:24:04,john.mullins109@commerce.example.com
,PAY-202301-00000000008,ORD-202301-0000004600,CUST-0000807030,2023-01-16 00:43:05,Debit Card,Success,131.76,GBP,GBR,Europe,,false,2023-01-16 00:43:05,stephen.clark001@analytics.example.com
,PAY-202301-00000000009,ORD-202301-0000000958,CUST-0000799129,2023-01-24 01:34:44,Gift Card,Success,843.07,JPY,JPN,Asia,,false,2023-01-24 01:34:44,alyssa.richards002@commerce.example.com
,PAY-202301-00000000010,ORD-202301-0000006764,CUST-0000793093,2023-01-05 15:17:53,Buy Now Pay Later,Success,1051.43,CAD,CAN,North America,,false,2023-01-05 15:17:53,kevin.mathews014@analytics.example.com
,PAY-202301-00000000011,ORD-202301-0000007207,CUST-0000802694,2023-01-26 13:45:55,PayPal,Success,1871.71,USD,USA,North America,,false,2023-01-26 13:45:55,james.proctor094@dataops.example.com
,PAY-202301-00000000012,ORD-202301-0000006217,CUST-0000800168,2023-01-05 23:08:03,Apple Pay,Success,2071.71,SGD,SGP,Asia,,false,2023-01-05 23:08:03,crystal.smith022@platform.example.com
,PAY-202301-00000000013,ORD-202301-0000002667,CUST-0000793432,2023-01-08 23:46:27,Apple Pay,Success,3213.09,JPY,JPN,Asia,,false,2023-01-08 23:46:27,andrea.cummings039@platform.example.com
,PAY-202301-00000000014,ORD-202301-0000001350,CUST-0000808223,2023-01-29 00:32:23,Debit Card,Success,771.05,JPY,JPN,Asia,,false,2023-01-29 00:32:23,susan.rice083@commerce.example.com
,PAY-202301-00000000015,ORD-202301-0000000894,CUST-0000804505,2023-01-22 16:58:19,Gift Card,Success,119.89,EUR,NLD,Europe,,false,2023-01-22 16:58:19,stephen.clark001@analytics.example.com
,PAY-202301-00000000016,ORD-202301-0000006617,CUST-0000805224,2023-01-25 11:54:59,Buy Now Pay Later,Success,2370.81,MXN,MEX,North America,,false,2023-01-25 11:54:59,grace.gonzales099@dataops.example.com
,PAY-202301-00000000017,ORD-202301-0000004331,CUST-0000794659,2023-01-04 11:41:27,Google Pay,Success,1302.1,EUR,DEU,Europe,,false,2023-01-04 11:41:27,joseph.johnson049@dataops.example.com
