session_record_id,session_id,customer_id,session_start,session_end,session_duration_seconds,country_name,country_code,region_name,currency_code,platform,device_type,operating_system,browser,traffic_source,traffic_medium,campaign_id,landing_page,exit_page,is_new_customer,is_new_session,created_at,created_by
,SES-202310-0000000000,CUST-0001019964,2023-10-06 21:28:35,2023-10-06 21:31:48,193,Mexico,MEX,North America,MXN,iOS,Desktop,ChromeOS,Chrome,Affiliate,social,,/product,/search,true,true,2023-10-06 21:28:35,timothy.cameron104@commerce.example.com
,SES-202310-0000000001,CUST-0001048155,2023-10-25 03:29:02,2023-10-25 03:34:18,316,Netherlands,NLD,Europe,EUR,Web,Mobile,iOS,Chrome,Organic,affiliate,,/category,/cart,false,true,2023-10-25 03:29:02,maria.ashley046@analytics.example.com
,SES-202310-0000000002,CUST-0001033453,2023-10-27 17:15:14,2023-10-27 17:17:41,147,Singapore,SGP,Asia,SGD,Web,Desktop,Windows,Firefox,YouTube,affiliate,,/category,/cart,false,true,2023-10-27 17:15:14,michelle.sims041@analytics.example.com
,SES-202310-0000000003,CUST-0001049906,2023-10-27 21:16:33,2023-10-27 21:19:06,153,Australia,AUS,Oceania,AUD,Web,Tablet,Linux,Firefox,Google,social,,/search,/home,false,true,2023-10-27 21:16:33,brittany.rose019@commerce.example.com
,SES-202310-0000000004,CUST-0001021226,2023-10-02 13:16:04,2023-10-02 13:21:44,340,Italy,ITA,Europe,EUR,Web,Desktop,iOS,Firefox,Direct,referral,,/product,/home,true,true,2023-10-02 13:16:04,susan.rice083@commerce.example.com
,SES-202310-0000000005,CUST-0001040933,2023-10-16 05:00:55,2023-10-16 05:04:56,241,Spain,ESP,Europe,EUR,Mobile Web,Mobile,Android,Firefox,Direct,cpc,,/sale,/home,false,true,2023-10-16 05:00:55,taylor.cunningham023@commerce.example.com
,SES-202310-0000000006,CUST-0001023187,2023-10-07 22:08:26,2023-10-07 22:10:08,102,Brazil,BRA,South America,BRL,Web,Desktop,ChromeOS,Chrome,Instagram,referral,CAMP-2023-0028,/home,/checkout,false,false,2023-10-07 22:08:26,joseph.johnson049@dataops.example.com
,SES-202310-0000000007,CUST-0001034990,2023-10-06 07:46:53,2023-10-06 07:50:53,240,Netherlands,NLD,Europe,EUR,Web,Tablet,ChromeOS,Firefox,Google,cpc,CAMP-2023-0021,/product,/product,false,false,2023-10-06 07:46:53,grace.gonzales099@dataops.example.com
,SES-202310-0000000008,CUST-0001027696,2023-10-09 08:56:49,2023-10-09 09:00:13,204,Canada,CAN,North America,CAD,Web,Mobile,Windows,Samsung Internet,Direct,direct,CAMP-2023-0008,/offers,/checkout,true,false,2023-10-09 08:56:49,michelle.sims041@analytics.example.com
,SES-202310-0000000009,CUST-0001034483,2023-10-02 05:51:06,2023-10-02 05:58:35,449,Spain,ESP,Europe,EUR,Web,Laptop,Windows,Safari,Direct,direct,CAMP-2023-0035,/offers,/product,true,true,2023-10-02 05:51:06,ashley.bishop108@dataops.example.com
,SES-202310-0000000010,CUST-0001028639,2023-10-23 01:29:23,2023-10-23 01:32:27,184,Germany,DEU,Europe,EUR,Web,Desktop,ChromeOS,Samsung Internet,Bing,cpc,CAMP-2023-0030,/product,/checkout,true,true,2023-10-23 01:29:23,timothy.cannon081@analytics.example.com
,SES-202310-0000000011,CUST-0001020735,2023-10-07 10:53:25,2023-10-07 11:02:14,529,Italy,ITA,Europe,EUR,iOS,Laptop,Windows,Samsung Internet,Direct,referral,,/home,/cart,false,true,2023-10-07 10:53:25,ashley.marks069@commerce.example.com
,SES-202310-0000000012,CUST-0001020123,2023-10-23 17:08:52,2023-10-23 17:10:41,109,Germany,DEU,Europe,EUR,Web,Desktop,Android,Chrome,Google,cpc,,/home,/product,true,false,2023-10-23 17:08:52,amy.holmes103@dataops.example.com
,SES-202310-0000000013,CUST-0001040041,2023-10-29 06:24:10,2023-10-29 06:29:00,290,Spain,ESP,Europe,EUR,Web,Desktop,macOS,Safari,Instagram,referral,,/category,/checkout,false,true,2023-10-29 06:24:10,chelsea.patel065@commerce.example.com
,SES-202310-0000000014,CUST-0001046766,2023-10-05 20:48:58,2023-10-05 20:52:17,199,Netherlands,NLD,Europe,EUR,Mobile Web,Tablet,ChromeOS,Firefox,TikTok,organic,,/sale,/home,false,true,2023-10-05 20:48:58,andrea.cummings039@platform.example.com
,SES-202310-0000000015,CUST-0001041231,2023-10-31 06:04:05,2023-10-31 06:06:01,116,Brazil,BRA,South America,BRL,Web,Desktop,Android,Firefox,Google,direct,,/home,/search,true,false,2023-10-31 06:04:05,darren.anderson025@dataops.example.com
,SES-202310-0000000016,CUST-0001027676,2023-10-30 05:27:23,2023-10-30 05:28:58,95,Singapore,SGP,Asia,SGD,Mobile Web,Desktop,Windows,Samsung Internet,Bing,email,,/category,/home,true,true,2023-10-30 05:27:23,peter.martinez098@platform.example.com
,SES-202310-0000000017,CUST-0001020142,2023-10-09 20:12:32,2023-10-09 20:14:41,129,France,FRA,Europe,EUR,Mobile Web,Mobile,ChromeOS,Chrome,YouTube,direct,,/home,/checkout,false,false,2023-10-09 20:12:32,jennifer.hudson020@analytics.example.com
,SES-202310-0000000018,CUST-0001032527,2023-10-04 22:52:16,2023-10-04 22:54:08,112,Singapore,SGP,Asia,SGD,Mobile Web,Desktop,Windows,Samsung Internet,Direct,cpc,CAMP-2023-0003,/sale,/search,false,true,2023-10-04 22:52:16,brandon.yu006@analytics.example.com
,SES-202310-0000000019,CUST-0001048572,2023-10-28 10:37:21,2023-10-28 10:38:57,96,Italy,ITA,Europe,EUR,Web,Mobile,Android,Samsung Internet,TikTok,email,,/offers,/cart,false,true,2023-10-28 10:37:21,micheal.chen050@dataops.example.com
,SES-202310-0000000020,CUST-0001049831,2023-10-11 15:32:53,2023-10-11 15:34:40,107,Netherlands,NLD,Europe,EUR,Android,Desktop,Windows,Chrome,Google,referral,CAMP-2023-0037,/product,/product,true,true,2023-10-11 15:32:53,michael.brewer084@analytics.example.com
,SES-202310-0000000021,CUST-0001030875,2023-10-03 02:24:24,2023-10-03 02:39:04,880,Italy,ITA,Europe,EUR,iOS,Laptop,ChromeOS,Chrome,Email,affiliate,,/home,/search,false,true,2023-10-03 02:24:24,jeffery.miller012@commerce.example.com
,SES-202310-0000000022,CUST-0001023143,2023-10-12 03:11:35,2023-10-12 03:18:47,432,France,FRA,Europe,EUR,Android,Desktop,Linux,Firefox,Direct,direct,,/offers,/checkout,true,true,2023-10-12 03:11:35,amy.holmes103@dataops.example.com
,SES-202310-0000000023,CUST-0001047404,2023-10-03 15:34:05,2023-10-03 15:38:59,294,Brazil,BRA,South America,BRL,iOS,Desktop,Linux,Edge,Facebook,email,CAMP-2023-0038,/product,/home,true,true,2023-10-03 15:34:05,rachel.hall062@platform.example.com
,SES-202310-0000000024,CUST-0001041581,2023-10-07 07:22:01,2023-10-07 07:23:02,61,France,FRA,Europe,EUR,Web,Laptop,Linux,Samsung Internet,Bing,referral,,/home,/home,true,true,2023-10-07 07:22:01,taylor.cunningham023@commerce.example.com
,SES-202310-0000000025,CUST-0001043132,2023-10-28 14:27:41,2023-10-28 14:28:29,48,Spain,ESP,Europe,EUR,Web,Laptop,iOS,Chrome,Google,cpc,CAMP-2023-0039,/home,/home,false,false,2023-10-28 14:27:41,beth.carter090@dataops.example.com
,SES-202310-0000000026,CUST-0001023318,2023-10-03 23:42:48,2023-10-03 23:45:04,136,Germany,DEU,Europe,EUR,Web,Laptop,ChromeOS,Safari,Bing,email,,/product,/checkout,false,false,2023-10-03 23:42:48,jimmy.washington028@commerce.example.com
,SES-202310-0000000027,CUST-0001017884,2023-10-16 04:13:36,2023-10-16 04:16:00,144,Spain,ESP,Europe,EUR,Web,Laptop,iOS,Samsung Internet,Facebook,cpc,CAMP-2023-0039,/search,/home,false,true,2023-10-16 04:13:36,jonathan.estrada093@commerce.example.com
,SES-202310-0000000028,CUST-0001038655,2023-10-02 02:17:45,2023-10-02 02:24:48,423,Japan,JPN,Asia,JPY,Mobile Web,Desktop,macOS,Chrome,Google,social,,/product,/checkout,false,true,2023-10-02 02:17:45,yesenia.arnold040@platform.example.com
,SES-202310-0000000029,CUST-0001044726,2023-10-30 12:13:35,2023-10-30 12:14:44,69,Japan,JPN,Asia,JPY,Web,Mobile,iOS,Edge,Google,direct,CAMP-2023-0040,/offers,/product,true,true,2023-10-30 12:13:35,susan.rice083@commerce.example.com
,SES-202310-0000000030,CUST-0001035906,2023-10-12 20:48:05,2023-10-12 20:51:59,234,Mexico,MEX,North America,MXN,Web,Mobile,Windows,Safari,Google,referral,CAMP-2023-0003,/home,/cart,false,true,2023-10-12 20:48:05,brittany.rose019@commerce.example.com
,SES-202310-0000000031,CUST-0001023390,2023-10-20 08:22:57,2023-10-20 08:28:05,308,United Arab Emirates,ARE,Asia,AED,iOS,Desktop,Windows,Samsung Internet,Google,email,CAMP-2023-0024,/home,/product,false,true,2023-10-20 08:22:57,jennifer.hudson020@analytics.example.com
,SES-202310-0000000032,CUST-0001042467,2023-10-16 09:39:49,2023-10-16 09:42:10,141,Brazil,BRA,South America,BRL,Web,Desktop,iOS,Edge,Facebook,social,,/home,/cart,false,true,2023-10-16 09:39:49,sandra.hunter036@platform.example.com
,SES-202310-0000000033,CUST-0001041455,2023-10-12 22:23:02,2023-10-12 22:24:08,66,Australia,AUS,Oceania,AUD,Android,Desktop,Windows,Chrome,Affiliate,organic,,/product,/cart,false,true,2023-10-12 22:23:02,arthur.ortiz082@platform.example.com
,SES-202310-0000000034,CUST-0001049938,2023-10-25 03:54:32,2023-10-25 04:10:32,960,Brazil,BRA,South America,BRL,Web,Tablet,Android,Firefox,YouTube,affiliate,CAMP-2023-0006,/home,/search,false,true,2023-10-25 03:54:32,anita.garcia021@dataops.example.com
,SES-202310-0000000035,CUST-0001024414,2023-10-10 03:26:34,2023-10-10 03:28:39,125,Germany,DEU,Europe,EUR,iOS,Laptop,macOS,Safari,Google,social,CAMP-2023-0038,/offers,/home,false,true,2023-10-10 03:26:34,jack.smith053@analytics.example.com
,SES-202310-0000000036,CUST-0001025977,2023-10-29 06:10:04,2023-10-29 06:13:30,206,United States,USA,North America,USD,Web,Mobile,Android,Chrome,TikTok,cpc,CAMP-2023-0002,/category,/checkout,false,false,2023-10-29 06:10:04,eric.mullen052@dataops.example.com
,SES-202310-0000000037,CUST-0001039270,2023-10-27 06:17:16,2023-10-27 06:22:34,318,Canada,CAN,North America,CAD,Mobile Web,Desktop,ChromeOS,Firefox,Google,affiliate,,/product,/home,true,true,2023-10-27 06:17:16,jennifer.shepherd015@analytics.example.com
,SES-202310-0000000038,CUST-0001046316,2023-10-15 18:17:43,2023-10-15 18:22:29,286,United Kingdom,GBR,Europe,GBP,Web,Desktop,Linux,Safari,Google,direct,CAMP-2023-0004,/offers,/checkout,false,false,2023-10-15 18:17:43,brian.banks011@platform.example.com
,SES-202310-0000000039,CUST-0001044677,2023-10-10 13:24:19,2023-10-10 13:27:48,209,Canada,CAN,North America,CAD,Web,Laptop,ChromeOS,Safari,Instagram,cpc,,/product,/checkout,false,true,2023-10-10 13:24:19,richard.bradshaw051@platform.example.com
,SES-202310-0000000040,CUST-0001047680,2023-10-23 14:00:34,2023-10-23 14:01:23,49,Australia,AUS,Oceania,AUD,Mobile Web,Laptop,Android,Safari,Google,direct,,/offers,/search,false,true,2023-10-23 14:00:34,craig.johnson106@analytics.example.com
,SES-202310-0000000041,CUST-0001031193,2023-10-15 16:49:53,2023-10-15 16:55:24,331,Germany,DEU,Europe,EUR,Web,Desktop,Android,Edge,Instagram,social,CAMP-2023-0021,/product,/product,false,true,2023-10-15 16:49:53,micheal.chen050@dataops.example.com
,SES-202310-0000000042,CUST-0001025813,2023-10-02 06:50:45,2023-10-02 06:52:35,110,Mexico,MEX,North America,MXN,Mobile Web,Laptop,Android,Edge,Instagram,social,,/offers,/home,false,true,2023-10-02 06:50:45,brandi.carter038@dataops.example.com
,SES-202310-0000000043,CUST-0001034084,2023-10-12 20:02:12,2023-10-12 20:04:14,122,Canada,CAN,North America,CAD,Web,Desktop,Android,Safari,Google,direct,,/offers,/search,false,false,2023-10-12 20:02:12,michelle.sims041@analytics.example.com
,SES-202310-0000000044,CUST-0001036836,2023-10-15 04:43:59,2023-10-15 04:46:30,151,Netherlands,NLD,Europe,EUR,Android,Desktop,Windows,Samsung Internet,Organic,cpc,,/category,/product,false,true,2023-10-15 04:43:59,james.proctor094@dataops.example.com
,SES-202310-0000000045,CUST-0001037521,2023-10-26 15:02:14,2023-10-26 15:04:39,145,Australia,AUS,Oceania,AUD,Web,Desktop,macOS,Samsung Internet,Direct,social,CAMP-2023-0015,/offers,/search,false,true,2023-10-26 15:02:14,brittany.rose019@commerce.example.com
,SES-202310-0000000046,CUST-0001021168,2023-10-02 10:01:34,2023-10-02 10:03:34,120,Australia,AUS,Oceania,AUD,Web,Mobile,Windows,Safari,Direct,cpc,CAMP-2023-0005,/home,/cart,false,true,2023-10-02 10:01:34,david.cabrera119@dataops.example.com
