order_record_id,order_id,customer_id,session_id,order_timestamp,order_status,country_name,country_code,region_name,local_currency,subtotal_local,discount_local,shipping_local,tax_local,total_amount_local,payment_method,shipping_method,warehouse_id,estimated_delivery_date,actual_delivery_date,cancellation_date,return_flag,refund_amount_local,source_system,created_at,updated_at,created_by
,ORD-202401-0000000000,CUST-0001142931,SES-202401-0000021238,2024-01-27 21:23:45,Completed,Netherlands,NLD,Europe,EUR,2608.97,166.18,29.5,400.94,2873.23,Apple Pay,Standard,WH-00034,2024-02-02,2024-02-02,,false,0,POS,2024-01-27 21:23:45,2024-01-27 23:24:45,joseph.johnson049@dataops.example.com
,ORD-202401-0000000001,CUST-0001144664,SES-202401-0000017657,2024-01-25 10:07:38,Returned,Germany,DEU,Europe,EUR,1370.4,114.36,38.9,266.51,1561.45,Google Pay,Standard,WH-00184,2024-01-27,,,true,1561.45,POS,2024-01-25 10:07:38,2024-01-25 10:27:38,kristen.bailey110@analytics.example.com
,ORD-202401-0000000002,CUST-0001143164,SES-202401-0000001286,2024-01-21 13:44:27,Returned,Brazil,BRA,South America,BRL,2143.88,45.44,22.66,275.34,2396.44,Gift Card,Express,WH-00076,2024-01-29,,,true,2396.44,Mobile,2024-01-21 13:44:27,2024-01-21 14:06:27,ashley.marks069@commerce.example.com
,ORD-202401-0000000003,CUST-0001155308,SES-202401-0000018052,2024-01-04 16:41:00,Cancelled,United Kingdom,GBR,Europe,GBP,1219.9,227.35,25.38,58.17,1076.1,Bank Transfer,Same Day,WH-00221,2024-01-10,,2024-01-05 21:41:00,false,0,Web,2024-01-04 16:41:00,2024-01-04 18:42:00,eric.mullen052@dataops.example.com
,ORD-202401-0000000004,CUST-0001138529,SES-202401-0000006824,2024-01-19 08:41:52,Completed,United States,USA,North America,USD,175.73,10.42,18.41,10.09,193.81,Paytm,Standard,WH-00204,2024-01-31,2024-01-31,,false,0,Marketplace,2024-01-19 08:41:52,2024-01-19 10:27:52,arthur.ortiz082@platform.example.com
,ORD-202401-0000000005,CUST-0001133718,SES-202401-0000008990,2024-01-29 06:49:49,Completed,Australia,AUS,Oceania,AUD,2382.56,74.73,16.71,199.29,2523.83,Paytm,Standard,WH-00141,2024-02-08,2024-02-08,,false,0,POS,2024-01-29 06:49:49,2024-01-29 09:44:49,timothy.cameron104@commerce.example.com
,ORD-202401-0000000006,CUST-0001135223,SES-202401-0000012351,2024-01-04 09:46:34,Processing,Canada,CAN,North America,CAD,1493.72,331.22,0.98,244.2,1407.68,Apple Pay,Same Day,WH-00207,2024-01-08,,,false,0,Marketplace,2024-01-04 09:46:34,2024-01-04 10:08:34,brian.taylor114@analytics.example.com
,ORD-202401-0000000007,CUST-0001142255,SES-202401-0000001864,2024-01-27 09:23:13,Returned,India,IND,Asia,INR,518.2,97.81,38.87,97.52,556.78,PayPal,Economy,WH-00217,2024-02-05,,,true,556.78,Marketplace,2024-01-27 09:23:13,2024-01-27 11:04:13,jason.franklin045@dataops.example.com
,ORD-202401-0000000008,CUST-0001152309,SES-202401-0000003955,2024-01-14 00:56:53,Completed,Italy,ITA,Europe,EUR,1115.93,170.45,43.32,219.13,1207.93,PayPal,Pickup,WH-00228,2024-01-17,2024-01-17,,false,0,POS,2024-01-14 00:56:53,2024-01-14 03:21:53,ashley.bishop108@dataops.example.com
,ORD-202401-0000000009,CUST-0001142557,SES-202401-0000018104,2024-01-20 07:31:16,Completed,Germany,DEU,Europe,EUR,2697.86,61.1,27.55,111.09,2775.4,Debit Card,Same Day,WH-00157,2024-02-01,2024-02-01,,false,0,Web,2024-01-20 07:31:16,2024-01-20 10:31:16,adam.gordon030@commerce.example.com
,ORD-202401-0000000010,CUST-0001140589,SES-202401-0000001400,2024-01-10 16:37:50,Completed,France,FRA,Europe,EUR,1939.79,32.51,22.59,429.64,2359.51,Paytm,Pickup,WH-00237,2024-01-12,2024-01-12,,false,0,POS,2024-01-10 16:37:50,2024-01-10 16:57:50,craig.johnson106@analytics.example.com
,ORD-202401-0000000011,CUST-0001132354,SES-202401-0000017899,2024-01-22 11:48:36,Completed,Japan,JPN,Asia,JPY,933.0,143.43,19.38,87.85,896.8,Paytm,Same Day,WH-00145,2024-01-30,2024-01-30,,false,0,Mobile,2024-01-22 11:48:36,2024-01-22 14:22:36,megan.cunningham013@commerce.example.com
,ORD-202401-0000000012,CUST-0001143398,SES-202401-0000006669,2024-01-18 14:14:23,Completed,Italy,ITA,Europe,EUR,1547.21,360.05,25.01,150.56,1362.73,PayPal,Express,WH-00106,2024-01-29,2024-01-29,,false,0,Mobile,2024-01-18 14:14:23,2024-01-18 15:07:23,jennifer.erickson018@platform.example.com
,ORD-202401-0000000013,CUST-0001141010,SES-202401-0000010412,2024-01-09 19:17:03,Cancelled,United Kingdom,GBR,Europe,GBP,499.61,107.34,20.09,55.16,467.52,Debit Card,Pickup,WH-00053,2024-01-14,,2024-01-12 12:17:03,false,0,Web,2024-01-09 19:17:03,2024-01-09 19:57:03,john.mullins109@commerce.example.com
,ORD-202401-0000000014,CUST-0001136686,SES-202401-0000016406,2024-01-17 13:31:28,Completed,Canada,CAN,North America,CAD,1349.64,29.88,21.22,275.09,1616.07,Paytm,Express,WH-00105,2024-01-20,2024-01-20,,false,0,Marketplace,2024-01-17 13:31:28,2024-01-17 13:32:28,jennifer.shepherd015@analytics.example.com
,ORD-202401-0000000015,CUST-0001153855,SES-202401-0000011335,2024-01-06 10:12:34,Completed,Brazil,BRA,South America,BRL,30.13,0.18,44.52,7.17,81.64,Apple Pay,Same Day,WH-00033,2024-01-11,2024-01-11,,false,0,Web,2024-01-06 10:12:34,2024-01-06 10:54:34,christopher.reed095@commerce.example.com
,ORD-202401-0000000016,CUST-0001154092,SES-202401-0000019832,2024-01-14 14:04:14,Completed,Spain,ESP,Europe,EUR,193.97,17.76,23.62,36.8,236.63,Bank Transfer,Same Day,WH-00235,2024-01-22,2024-01-22,,false,0,Mobile,2024-01-14 14:04:14,2024-01-14 15:31:14,kenneth.rodgers059@analytics.example.com
