exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2020-11-05,SGD,BRL,0.7108238556,Bloomberg,Closing,2020-11-05 11:45:45,stephen.daniels076@commerce.example.com
,2020-11-24,CAD,GBP,2.1585231666,ECB,Closing,2020-11-24 12:45:28,brandon.yu006@analytics.example.com
,2020-11-17,JPY,INR,0.3123935448,ECB,Closing,2020-11-17 08:25:28,lance.williams029@platform.example.com
,2020-11-20,USD,AED,2.5046093487,Internal FX,Daily,2020-11-20 12:11:18,peter.martinez098@platform.example.com
,2020-11-15,AUD,USD,1.0900366724,Reuters,Daily,2020-11-15 03:22:35,jennifer.hudson020@analytics.example.com
,2020-11-17,SGD,GBP,0.1941865045,ECB,Closing,2020-11-17 06:53:35,micheal.hall064@dataops.example.com
,2020-11-18,INR,GBP,0.501128824,Bloomberg,Daily,2020-11-18 21:20:27,john.mullins109@commerce.example.com
,2020-11-24,GBP,CAD,1.0303602079,Internal FX,Daily,2020-11-24 19:45:37,michael.johnson061@platform.example.com
,2020-11-24,AED,USD,0.4437264507,Reuters,Closing,2020-11-24 04:35:07,peter.martinez098@platform.example.com
,2020-11-12,GBP,SGD,1.3746955981,Reuters,Spot,2020-11-12 09:23:01,stephen.clark001@analytics.example.com
,2020-11-11,EUR,GBP,1.1066692801,Bloomberg,Spot,2020-11-11 19:17:15,brandon.yu006@analytics.example.com
,2020-11-06,MXN,AUD,2.1816455565,Reuters,Closing,2020-11-06 21:33:21,stephen.clark001@analytics.example.com
,2020-11-06,INR,MXN,1.6980200862,Bloomberg,Spot,2020-11-06 07:01:31,ashley.marks069@commerce.example.com
,2020-11-30,AED,INR,2.0037745096,Internal FX,Spot,2020-11-30 15:19:58,ashley.marks069@commerce.example.com
,2020-11-02,SGD,AUD,0.6785397642,ECB,Closing,2020-11-02 23:42:02,eric.horton058@analytics.example.com
,2020-11-03,USD,GBP,0.2110283308,Internal FX,Daily,2020-11-03 06:37:51,john.mullins109@commerce.example.com
,2020-11-21,AED,AUD,2.5496938753,Reuters,Closing,2020-11-21 21:28:14,michelle.sims041@analytics.example.com
,2020-11-02,EUR,BRL,0.2660857534,Reuters,Closing,2020-11-02 16:38:15,alyssa.richards002@commerce.example.com
,2020-11-16,USD,GBP,1.6673956825,ECB,Daily,2020-11-16 05:07:33,anita.garcia021@dataops.example.com
,2020-11-16,AUD,USD,0.4086577072,Bloomberg,Spot,2020-11-16 18:27:02,tina.williams074@commerce.example.com
,2020-11-20,USD,BRL,1.3088606213,Reuters,Daily,2020-11-20 00:13:57,brandi.carter038@dataops.example.com
,2020-11-06,AED,EUR,1.0553202986,ECB,Closing,2020-11-06 18:04:41,ashley.marks069@commerce.example.com
,2020-11-01,INR,AED,1.6471449933,Internal FX,Closing,2020-11-01 14:25:57,jennifer.hudson020@analytics.example.com
,2020-11-30,MXN,BRL,0.2903035013,ECB,Closing,2020-11-30 13:53:40,taylor.cunningham023@commerce.example.com
,2020-11-04,CAD,EUR,1.4638098666,Bloomberg,Daily,2020-11-04 16:02:34,michelle.bender024@analytics.example.com
,2020-11-14,EUR,BRL,0.3634884882,ECB,Daily,2020-11-14 07:13:09,michelle.sims041@analytics.example.com
,2020-11-17,INR,SGD,1.0803661182,Reuters,Daily,2020-11-17 13:00:01,brandon.yu006@analytics.example.com
,2020-11-09,AUD,INR,1.565373417,Internal FX,Closing,2020-11-09 17:38:19,susan.rice083@commerce.example.com
,2020-11-24,USD,MXN,2.0383694566,Reuters,Closing,2020-11-24 04:52:53,david.cabrera119@dataops.example.com
,2020-11-21,GBP,CAD,1.3250418278,Internal FX,Spot,2020-11-21 11:35:10,joseph.johnson049@dataops.example.com
,2020-11-14,INR,CAD,0.9061496918,Reuters,Closing,2020-11-14 03:51:56,stephen.daniels076@commerce.example.com
,2020-11-18,USD,JPY,0.3643951646,Reuters,Closing,2020-11-18 04:23:42,timothy.cannon081@analytics.example.com
,2020-11-15,MXN,USD,0.5208360685,ECB,Closing,2020-11-15 01:57:45,andrea.cummings039@platform.example.com
,2020-11-19,BRL,AUD,1.2636348784,Internal FX,Closing,2020-11-19 07:47:08,lance.williams029@platform.example.com
,2020-11-20,CAD,AUD,2.0572774019,Bloomberg,Spot,2020-11-20 14:32:29,patrick.gonzalez035@dataops.example.com
,2020-11-02,EUR,AUD,1.0835130577,Internal FX,Daily,2020-11-02 10:42:54,tina.williams074@commerce.example.com
,2020-11-29,GBP,CAD,0.3832741326,Reuters,Spot,2020-11-29 04:32:18,tina.williams074@commerce.example.com
,2020-11-15,USD,SGD,2.1161792498,ECB,Spot,2020-11-15 18:26:21,timothy.cannon081@analytics.example.com
,2020-11-20,MXN,EUR,2.1652524192,Internal FX,Spot,2020-11-20 21:23:59,susan.rice083@commerce.example.com
,2020-11-11,JPY,BRL,0.6590780519,ECB,Spot,2020-11-11 00:14:59,jennifer.hudson020@analytics.example.com
,2020-11-14,AED,MXN,0.240652071,Reuters,Spot,2020-11-14 17:29:22,eric.horton058@analytics.example.com
,2020-11-26,JPY,AED,0.5721568298,Bloomberg,Daily,2020-11-26 02:28:25,eric.mullen052@dataops.example.com
,2020-11-25,BRL,EUR,0.8219228574,ECB,Closing,2020-11-25 06:07:18,ryan.steele043@commerce.example.com
,2020-11-24,GBP,SGD,0.4898393713,Reuters,Closing,2020-11-24 00:55:19,eric.horton058@analytics.example.com
,2020-11-05,JPY,EUR,1.7013927398,ECB,Closing,2020-11-05 19:34:55,stephen.daniels076@commerce.example.com
,2020-11-27,EUR,AUD,1.8570772191,Reuters,Daily,2020-11-27 22:56:28,jennifer.bauer068@analytics.example.com
,2020-11-23,BRL,GBP,1.2763913387,ECB,Daily,2020-11-23 10:25:21,tina.williams074@commerce.example.com
,2020-11-15,AUD,GBP,0.712846146,Reuters,Daily,2020-11-15 23:00:47,megan.cunningham013@commerce.example.com
,2020-11-23,EUR,JPY,0.8743896916,ECB,Spot,2020-11-23 07:24:12,peter.martinez098@platform.example.com
,2020-11-14,BRL,AED,1.0555906164,ECB,Daily,2020-11-14 00:32:49,lance.williams029@platform.example.com
,2020-11-11,AUD,GBP,2.3506188131,Bloomberg,Daily,2020-11-11 21:30:33,taylor.cunningham023@commerce.example.com
,2020-11-16,USD,INR,2.4109764605,ECB,Closing,2020-11-16 19:03:16,brandon.yu006@analytics.example.com
,2020-11-28,AUD,JPY,3.0044856267,Internal FX,Daily,2020-11-28 17:30:05,joseph.johnson049@dataops.example.com
,2020-11-05,SGD,USD,2.1637189032,Bloomberg,Spot,2020-11-05 12:44:14,patrick.gonzalez035@dataops.example.com
,2020-11-04,CAD,GBP,2.399916749,Reuters,Closing,2020-11-04 08:19:17,taylor.cunningham023@commerce.example.com
,2020-11-27,SGD,INR,1.1342080884,Reuters,Closing,2020-11-27 17:46:42,micheal.chen050@dataops.example.com
,2020-11-19,JPY,CAD,0.3184392151,ECB,Closing,2020-11-19 11:05:53,maria.ashley046@analytics.example.com
,2020-11-09,JPY,MXN,0.1180626443,Reuters,Spot,2020-11-09 17:52:45,joseph.johnson049@dataops.example.com
,2020-11-10,SGD,INR,0.9253511434,Internal FX,Closing,2020-11-10 10:53:37,ashley.marks069@commerce.example.com
,2020-11-05,AED,INR,1.4833731737,ECB,Closing,2020-11-05 20:50:47,peter.martinez098@platform.example.com
,2020-11-26,CAD,JPY,1.3309191119,ECB,Closing,2020-11-26 10:01:49,anita.garcia021@dataops.example.com
,2020-11-25,AED,INR,0.9107729794,Internal FX,Daily,2020-11-25 13:50:04,tina.williams074@commerce.example.com
,2020-11-16,SGD,USD,1.3875780554,Internal FX,Closing,2020-11-16 23:16:04,victor.palmer071@platform.example.com
,2020-11-04,AED,JPY,1.8039858562,ECB,Closing,2020-11-04 06:38:55,john.mullins109@commerce.example.com
,2020-11-01,AUD,EUR,0.3989166235,Bloomberg,Daily,2020-11-01 11:59:21,tina.williams074@commerce.example.com
,2020-11-01,BRL,CAD,0.53393368,Internal FX,Daily,2020-11-01 14:01:55,taylor.cunningham023@commerce.example.com
,2020-11-25,AUD,MXN,0.4141480697,Bloomberg,Closing,2020-11-25 05:18:39,james.proctor094@dataops.example.com
,2020-11-07,GBP,JPY,1.397502515,Reuters,Closing,2020-11-07 10:48:08,brandi.carter038@dataops.example.com
,2020-11-16,CAD,INR,1.0895759911,ECB,Daily,2020-11-16 15:32:09,victor.palmer071@platform.example.com
,2020-11-23,SGD,AUD,3.1155014872,Bloomberg,Spot,2020-11-23 21:03:07,tina.williams074@commerce.example.com
,2020-11-21,SGD,AUD,0.3528255656,Bloomberg,Daily,2020-11-21 03:59:51,adam.gordon030@commerce.example.com
,2020-11-25,JPY,CAD,0.376855472,Internal FX,Closing,2020-11-25 10:16:04,micheal.hall064@dataops.example.com
,2020-11-11,CAD,EUR,1.3347166073,Bloomberg,Daily,2020-11-11 19:12:21,eric.horton058@analytics.example.com
,2020-11-15,MXN,SGD,0.7095298736,Bloomberg,Spot,2020-11-15 17:54:35,adam.gordon030@commerce.example.com
,2020-11-29,JPY,AUD,1.1050906135,Bloomberg,Closing,2020-11-29 14:13:40,anita.garcia021@dataops.example.com
,2020-11-09,USD,JPY,0.5536902725,Reuters,Spot,2020-11-09 18:55:10,andrea.cummings039@platform.example.com
,2020-11-02,CAD,GBP,0.3588880783,ECB,Closing,2020-11-02 14:02:59,jennifer.bauer068@analytics.example.com
,2020-11-28,MXN,USD,0.5772663622,Reuters,Closing,2020-11-28 05:41:59,micheal.chen050@dataops.example.com
,2020-11-28,AED,EUR,1.1643303936,Internal FX,Closing,2020-11-28 10:30:40,jennifer.hudson020@analytics.example.com
,2020-11-09,JPY,BRL,1.9137351062,Bloomberg,Spot,2020-11-09 07:06:09,patrick.gonzalez035@dataops.example.com
,2020-11-04,SGD,GBP,0.6393120694,Bloomberg,Daily,2020-11-04 10:12:29,peter.martinez098@platform.example.com
,2020-11-27,USD,AUD,2.2554926376,Internal FX,Daily,2020-11-27 10:11:35,megan.cunningham013@commerce.example.com
,2020-11-02,MXN,USD,1.5206067049,Bloomberg,Spot,2020-11-02 09:19:04,michael.johnson061@platform.example.com
,2020-11-07,AUD,BRL,2.9115145587,Bloomberg,Closing,2020-11-07 05:49:43,kelsey.taylor010@platform.example.com
,2020-11-29,GBP,BRL,1.4396228934,Reuters,Daily,2020-11-29 03:56:12,jennifer.hudson020@analytics.example.com
,2020-11-26,CAD,SGD,0.4991886059,Reuters,Daily,2020-11-26 13:46:21,james.proctor094@dataops.example.com
,2020-11-27,SGD,EUR,3.4462758222,Bloomberg,Closing,2020-11-27 11:35:34,anita.garcia021@dataops.example.com
,2020-11-15,AUD,GBP,0.3983440928,Bloomberg,Closing,2020-11-15 23:36:10,michael.berger060@platform.example.com
,2020-11-16,USD,MXN,0.8289963757,Internal FX,Daily,2020-11-16 17:40:35,timothy.cameron104@commerce.example.com
,2020-11-19,INR,GBP,1.8103060816,ECB,Spot,2020-11-19 14:38:02,david.cabrera119@dataops.example.com
,2020-11-09,CAD,AED,2.4718674267,Internal FX,Spot,2020-11-09 07:58:14,micheal.chen050@dataops.example.com
,2020-11-20,EUR,USD,0.3999442762,Bloomberg,Closing,2020-11-20 01:46:11,jeffery.miller012@commerce.example.com
,2020-11-29,SGD,INR,2.3935540684,Internal FX,Daily,2020-11-29 01:09:53,tina.williams074@commerce.example.com
,2020-11-13,MXN,AUD,0.8093398925,ECB,Daily,2020-11-13 06:37:42,stephen.daniels076@commerce.example.com
,2020-11-17,MXN,SGD,0.7958960901,ECB,Closing,2020-11-17 18:54:31,micheal.hall064@dataops.example.com
,2020-11-29,JPY,INR,2.0789242487,Reuters,Spot,2020-11-29 08:03:14,michael.berger060@platform.example.com
,2020-11-22,EUR,BRL,1.8925122421,ECB,Spot,2020-11-22 22:13:48,maria.ashley046@analytics.example.com
,2020-11-03,AUD,BRL,0.5318364175,Internal FX,Closing,2020-11-03 19:27:59,adam.gordon030@commerce.example.com
,2020-11-30,CAD,JPY,2.3562169385,ECB,Spot,2020-11-30 18:59:27,andrea.cummings039@platform.example.com
,2020-11-17,AED,INR,1.1328220565,ECB,Spot,2020-11-17 20:43:20,jennifer.hudson020@analytics.example.com
,2020-11-12,USD,AED,2.4164533171,Internal FX,Closing,2020-11-12 07:48:21,michelle.sims041@analytics.example.com
,2020-11-17,EUR,CAD,1.3165000552,Internal FX,Closing,2020-11-17 07:06:20,timothy.cannon081@analytics.example.com
,2020-11-14,AUD,EUR,1.9830068636,Internal FX,Closing,2020-11-14 13:26:16,andrea.cummings039@platform.example.com
,2020-11-26,AUD,BRL,0.2252245673,Bloomberg,Spot,2020-11-26 18:26:19,victor.palmer071@platform.example.com
,2020-11-03,JPY,BRL,1.9594578639,Internal FX,Daily,2020-11-03 05:48:42,stephen.daniels076@commerce.example.com
,2020-11-21,AED,MXN,1.134616878,Bloomberg,Closing,2020-11-21 21:02:09,michael.johnson061@platform.example.com
,2020-11-25,JPY,BRL,2.6452150248,Reuters,Closing,2020-11-25 12:38:53,anita.garcia021@dataops.example.com
,2020-11-05,JPY,INR,0.4552398152,Reuters,Daily,2020-11-05 05:34:04,megan.cunningham013@commerce.example.com
,2020-11-21,BRL,SGD,0.2320123775,Internal FX,Daily,2020-11-21 05:35:09,stephen.clark001@analytics.example.com
,2020-11-26,MXN,INR,0.554273061,ECB,Spot,2020-11-26 17:58:26,micheal.chen050@dataops.example.com
,2020-11-20,USD,INR,2.0520165221,Internal FX,Closing,2020-11-20 16:34:51,timothy.cameron104@commerce.example.com
,2020-11-29,INR,JPY,2.9078728458,Bloomberg,Daily,2020-11-29 14:53:09,taylor.cunningham023@commerce.example.com
,2020-11-09,GBP,AED,0.8404571766,Reuters,Spot,2020-11-09 04:18:22,stephen.daniels076@commerce.example.com
,2020-11-24,MXN,USD,0.5291651896,ECB,Spot,2020-11-24 01:48:04,john.mullins109@commerce.example.com
,2020-11-22,AUD,CAD,0.9181016361,Reuters,Closing,2020-11-22 01:42:03,peter.martinez098@platform.example.com
,2020-11-23,BRL,JPY,1.0787754784,ECB,Closing,2020-11-23 04:15:49,adam.gordon030@commerce.example.com
,2020-11-08,CAD,EUR,2.4239749073,ECB,Closing,2020-11-08 23:33:03,david.cabrera119@dataops.example.com
,2020-11-15,JPY,EUR,0.8613058521,Internal FX,Daily,2020-11-15 02:11:53,michelle.sims041@analytics.example.com
,2020-11-21,BRL,EUR,0.6189580581,Internal FX,Spot,2020-11-21 05:56:11,james.proctor094@dataops.example.com
,2020-11-10,BRL,EUR,0.5737307258,Internal FX,Closing,2020-11-10 08:54:33,ryan.steele043@commerce.example.com
,2020-11-10,GBP,AED,1.5058496617,Reuters,Daily,2020-11-10 23:20:33,michelle.sims041@analytics.example.com
,2020-11-30,BRL,CAD,2.3250352934,Bloomberg,Closing,2020-11-30 19:26:23,lance.williams029@platform.example.com
,2020-11-28,SGD,BRL,0.5594109433,Bloomberg,Daily,2020-11-28 12:02:46,ashley.marks069@commerce.example.com
,2020-11-20,INR,EUR,0.2807871034,ECB,Closing,2020-11-20 18:11:22,eric.mullen052@dataops.example.com
,2020-11-15,BRL,SGD,0.2612623433,Reuters,Spot,2020-11-15 14:51:19,kelsey.taylor010@platform.example.com
,2020-11-22,AED,BRL,1.0252858865,ECB,Spot,2020-11-22 20:55:12,jeffery.miller012@commerce.example.com
,2020-11-15,SGD,CAD,0.6182818619,ECB,Closing,2020-11-15 05:29:58,adam.gordon030@commerce.example.com
,2020-11-20,SGD,JPY,1.3152180884,Internal FX,Daily,2020-11-20 02:06:32,timothy.cameron104@commerce.example.com
,2020-11-21,INR,BRL,0.4517380409,Reuters,Closing,2020-11-21 04:25:38,timothy.cameron104@commerce.example.com
