event_record_id,event_id,event_timestamp,session_id,customer_id,product_id,order_id,event_name,event_category,page_name,page_url,referrer_url,search_query,product_position,quantity,unit_price_local,event_value_local,local_currency,country_name,country_code,region_name,device_type,platform,operating_system,browser,traffic_source,traffic_medium,campaign_id,created_at,created_by
,EVT-202202-000000000000,2022-02-04 18:29:34,SES-202202-0000000031,CUST-0000515886,,,page_view,engagement,Cart,https://shop.example.com/checkout,https://instagram.com,,,0,0,0,EUR,Italy,ITA,Europe,Tablet,iOS,iOS,Firefox,Email,social,,2022-02-04 18:29:34,christine.johnson056@commerce.example.com
,EVT-202202-000000000001,2022-02-12 09:34:55,SES-202202-0000009549,CUST-0000517456,,,page_view,engagement,Account,https://shop.example.com/search,https://facebook.com,,,0,0,0,EUR,Spain,ESP,Europe,Mobile,Android,Windows,Chrome,Instagram,email,CAMP-2022-0011,2022-02-12 09:34:55,adam.gordon030@commerce.example.com
,EVT-202202-000000000002,2022-02-15 10:02:29,SES-202202-0000003366,CUST-0000519724,PROD-0000284790,,checkout_start,commerce,Cart,https://shop.example.com/checkout,https://bing.com,,15,3,1228.94,3686.82,EUR,Germany,DEU,Europe,Laptop,Web,macOS,Safari,YouTube,organic,CAMP-2022-0026,2022-02-15 10:02:29,christine.carter078@commerce.example.com
,EVT-202202-000000000003,2022-02-15 20:14:57,SES-202202-0000004359,CUST-0000527417,,,page_view,engagement,Cart,https://shop.example.com/search,https://google.com,,,0,0,0,GBP,United Kingdom,GBR,Europe,Desktop,Mobile Web,macOS,Firefox,Facebook,cpc,CAMP-2022-0012,2022-02-15 20:14:57,ryan.steele043@commerce.example.com
,EVT-202202-000000000004,2022-02-06 10:37:19,SES-202202-0000007981,CUST-0000528997,PROD-0000279212,,product_view,commerce,Product,https://shop.example.com/home,https://facebook.com,,21,2,497.79,995.58,MXN,Mexico,MEX,North America,Mobile,iOS,ChromeOS,Edge,Email,social,,2022-02-06 10:37:19,megan.cunningham013@commerce.example.com
,EVT-202202-000000000005,2022-02-16 00:31:11,SES-202202-0000020038,CUST-0000531983,,,search,engagement,Account,https://shop.example.com/home,https://instagram.com,Fear this.,,0,0,0,EUR,Germany,DEU,Europe,Desktop,iOS,macOS,Firefox,Affiliate,referral,CAMP-2022-0015,2022-02-16 00:31:11,christine.carter078@commerce.example.com
,EVT-202202-000000000006,2022-02-18 16:07:09,SES-202202-0000011778,CUST-0000519083,,,page_view,engagement,Checkout,https://shop.example.com/cart,https://bing.com,,,0,0,0,AED,United Arab Emirates,ARE,Asia,Mobile,Mobile Web,Linux,Firefox,Bing,affiliate,CAMP-2022-0036,2022-02-18 16:07:09,jimmy.washington028@commerce.example.com
,EVT-202202-000000000007,2022-02-27 05:18:02,SES-202202-0000007487,CUST-0000530820,PROD-0000286188,,add_to_cart,commerce,Product,https://shop.example.com/cart,https://facebook.com,,48,1,1299.46,1299.46,MXN,Mexico,MEX,North America,Tablet,iOS,Android,Edge,YouTube,email,CAMP-2022-0032,2022-02-27 05:18:02,brandi.carter038@dataops.example.com
,EVT-202202-000000000008,2022-02-24 17:26:31,SES-202202-0000001635,CUST-0000517083,,,page_view,engagement,Account,https://shop.example.com/checkout,https://instagram.com,,,0,0,0,EUR,Germany,DEU,Europe,Tablet,Mobile Web,Android,Edge,Bing,email,,2022-02-24 17:26:31,anita.garcia021@dataops.example.com
,EVT-202202-000000000009,2022-02-28 09:29:53,SES-202202-0000001501,CUST-0000525816,PROD-0000281262,,product_view,commerce,Product,https://shop.example.com/cart,https://google.com,,2,5,741.44,3707.2,EUR,Italy,ITA,Europe,Tablet,Web,macOS,Samsung Internet,Direct,cpc,,2022-02-28 09:29:53,alyssa.richards002@commerce.example.com
,EVT-202202-000000000010,2022-02-06 07:26:52,SES-202202-0000003276,CUST-0000520757,PROD-0000281301,,wishlist_add,engagement,Product,https://shop.example.com/checkout,https://google.com,,8,2,1003.7,2007.4,USD,United States,USA,North America,Mobile,Mobile Web,Android,Chrome,Instagram,affiliate,,2022-02-06 07:26:52,joseph.johnson049@dataops.example.com
,EVT-202202-000000000011,2022-02-01 16:19:22,SES-202202-0000000420,CUST-0000527567,PROD-0000278967,,add_to_cart,commerce,Cart,https://shop.example.com/home,https://instagram.com,,43,5,1359.57,6797.85,EUR,Netherlands,NLD,Europe,Laptop,Web,iOS,Chrome,Bing,affiliate,,2022-02-01 16:19:22,megan.cunningham013@commerce.example.com
,EVT-202202-000000000012,2022-02-17 13:21:23,SES-202202-0000000728,CUST-0000524870,,,page_view,engagement,Product,https://shop.example.com/checkout,https://instagram.com,,,0,0,0,EUR,Netherlands,NLD,Europe,Desktop,Web,ChromeOS,Safari,Affiliate,social,CAMP-2022-0007,2022-02-17 13:21:23,peter.martinez098@platform.example.com
,EVT-202202-000000000013,2022-02-02 17:46:53,SES-202202-0000006732,CUST-0000525442,PROD-0000284556,ORD-202202-0000008710,purchase,conversion,Checkout,https://shop.example.com/search,https://instagram.com,,30,5,801.11,4005.55,EUR,Spain,ESP,Europe,Tablet,iOS,Windows,Chrome,Facebook,direct,,2022-02-02 17:46:53,christine.carter078@commerce.example.com
,EVT-202202-000000000014,2022-02-10 23:48:02,SES-202202-0000015799,CUST-0000524153,PROD-0000278423,,product_view,commerce,Cart,https://shop.example.com/home,https://instagram.com,,1,4,778.96,3115.84,EUR,Spain,ESP,Europe,Mobile,Web,Android,Firefox,Organic,email,CAMP-2022-0023,2022-02-10 23:48:02,victoria.medina044@dataops.example.com
,EVT-202202-000000000015,2022-02-24 19:34:46,SES-202202-0000002728,CUST-0000522910,,,search,engagement,Search,https://shop.example.com/search,https://google.com,Shoulder among.,,0,0,0,EUR,France,FRA,Europe,Mobile,Mobile Web,macOS,Firefox,YouTube,social,,2022-02-24 19:34:46,ashley.marks069@commerce.example.com
,EVT-202202-000000000016,2022-02-03 02:18:51,SES-202202-0000020779,CUST-0000515300,PROD-0000281099,,product_view,commerce,Account,https://shop.example.com/checkout,https://facebook.com,,14,5,234.55,1172.75,AUD,Australia,AUS,Oceania,Desktop,iOS,Windows,Safari,Google,direct,,2022-02-03 02:18:51,darren.anderson025@dataops.example.com
,EVT-202202-000000000017,2022-02-27 13:35:19,SES-202202-0000009618,CUST-0000527977,PROD-0000285770,,product_view,commerce,Account,https://shop.example.com/checkout,https://google.com,,40,1,1320.17,1320.17,AUD,Australia,AUS,Oceania,Desktop,Android,macOS,Edge,Bing,social,,2022-02-27 13:35:19,ryan.steele043@commerce.example.com
,EVT-202202-000000000018,2022-02-13 11:18:58,SES-202202-0000003360,CUST-0000513925,,,search,engagement,Checkout,https://shop.example.com/product,https://instagram.com,Change cause.,,0,0,0,EUR,Netherlands,NLD,Europe,Mobile,Web,Linux,Samsung Internet,Instagram,referral,CAMP-2022-0031,2022-02-13 11:18:58,darren.anderson025@dataops.example.com
,EVT-202202-000000000019,2022-02-08 07:42:29,SES-202202-0000015245,CUST-0000522337,,,page_view,engagement,Account,https://shop.example.com/home,https://instagram.com,,,0,0,0,EUR,Germany,DEU,Europe,Desktop,iOS,ChromeOS,Firefox,Organic,email,,2022-02-08 07:42:29,alyssa.richards002@commerce.example.com
,EVT-202202-000000000020,2022-02-06 17:36:54,SES-202202-0000014118,CUST-0000529122,PROD-0000281712,,remove_from_cart,commerce,Home,https://shop.example.com/product,https://instagram.com,,7,4,388.73,1554.92,JPY,Japan,JPN,Asia,Laptop,iOS,macOS,Edge,Organic,cpc,,2022-02-06 17:36:54,tina.williams074@commerce.example.com
,EVT-202202-000000000021,2022-02-24 01:03:12,SES-202202-0000009179,CUST-0000526911,PROD-0000279136,,remove_from_cart,commerce,Search,https://shop.example.com/home,https://google.com,,6,1,1266.2,1266.2,USD,United States,USA,North America,Tablet,Web,iOS,Chrome,Facebook,social,CAMP-2022-0014,2022-02-24 01:03:12,patrick.gonzalez035@dataops.example.com
,EVT-202202-000000000022,2022-02-27 14:27:58,SES-202202-0000009608,CUST-0000522856,PROD-0000281418,,product_view,commerce,Account,https://shop.example.com/search,https://facebook.com,,20,3,905.86,2717.58,AED,United Arab Emirates,ARE,Asia,Laptop,Web,Linux,Firefox,TikTok,direct,CAMP-2022-0012,2022-02-27 14:27:58,joann.clark089@commerce.example.com
,EVT-202202-000000000023,2022-02-18 22:05:54,SES-202202-0000019702,CUST-0000525209,,,search,engagement,Search,https://shop.example.com/search,https://google.com,Window sort.,,0,0,0,CAD,Canada,CAN,North America,Laptop,Mobile Web,ChromeOS,Safari,Bing,affiliate,,2022-02-18 22:05:54,jennifer.bauer068@analytics.example.com
,EVT-202202-000000000024,2022-02-23 13:46:23,SES-202202-0000000827,CUST-0000522261,PROD-0000285600,ORD-202202-0000001610,payment_attempt,commerce,Product,https://shop.example.com/search,https://bing.com,,43,2,996.18,1992.36,EUR,Germany,DEU,Europe,Desktop,Mobile Web,ChromeOS,Chrome,Google,cpc,,2022-02-23 13:46:23,christine.carter078@commerce.example.com
,EVT-202202-000000000025,2022-02-17 10:50:10,SES-202202-0000001508,CUST-0000532112,PROD-0000283828,,add_to_cart,commerce,Search,https://shop.example.com/search,https://google.com,,29,2,124.52,249.04,EUR,France,FRA,Europe,Laptop,Web,macOS,Chrome,Organic,cpc,,2022-02-17 10:50:10,anita.garcia021@dataops.example.com
,EVT-202202-000000000026,2022-02-02 09:51:16,SES-202202-0000009995,CUST-0000520338,PROD-0000277995,,product_view,commerce,Product,https://shop.example.com/search,https://facebook.com,,25,5,214.61,1073.05,GBP,United Kingdom,GBR,Europe,Mobile,Web,ChromeOS,Samsung Internet,Affiliate,referral,,2022-02-02 09:51:16,ryan.steele043@commerce.example.com
