review_record_id,review_id,customer_id,product_id,order_id,rating,review_title,review_text,verified_purchase,helpful_votes,review_timestamp,country_code,region_name,sentiment,created_at,created_by
,REV-202501-0000000000,CUST-0001553247,PROD-0000844139,ORD-202501-0000003267,2,Great product,Movement very size figure take.,true,9,2025-01-18 19:28:39,DEU,North America,Negative,2025-01-18 19:28:39,yesenia.arnold040@platform.example.com
,REV-202501-0000000001,CUST-0001541697,PROD-0000843207,ORD-202501-0000003504,4,Highly recommended,Level past traditional dog site theory. Yet during thing defense modern once. Quickly executive at happy second sign.,true,16,2025-01-03 18:39:33,ITA,Asia,Positive,2025-01-03 18:39:33,tammy.smith009@platform.example.com
,REV-202501-0000000002,CUST-0001531124,PROD-0000850477,ORD-202501-0000006376,5,Great product,Pm month reduce road analysis which something.,true,3,2025-01-17 03:34:00,ESP,Europe,Positive,2025-01-17 03:34:00,beth.carter090@dataops.example.com
,REV-202501-0000000003,CUST-0001526719,PROD-0000851771,ORD-202501-0000005009,1,Excellent quality,Back religious worker film cover industry know.,true,45,2025-01-08 09:00:59,NLD,Asia,Negative,2025-01-08 09:00:59,troy.boone097@platform.example.com
,REV-202501-0000000004,CUST-0001524087,PROD-0000856012,ORD-202501-0000002354,1,Worth the money,Task security ball on.,true,4,2025-01-09 14:57:22,BRA,North America,Negative,2025-01-09 14:57:22,jonathan.jimenez057@platform.example.com
,REV-202501-0000000005,CUST-0001553312,PROD-0000845423,ORD-202501-0000004493,5,Not as expected,Manager common history fish attack stage significant. Product discover within friend happy light.,true,11,2025-01-24 15:01:20,JPN,Europe,Positive,2025-01-24 15:01:20,kristen.bailey110@analytics.example.com
,REV-202501-0000000006,CUST-0001542602,PROD-0000849273,ORD-202501-0000006458,5,Highly recommended,Goal data same question bed. Dog those budget trial strategy spring probably.,true,4,2025-01-14 05:36:25,NLD,North America,Positive,2025-01-14 05:36:25,stephen.jordan063@commerce.example.com
,REV-202501-0000000007,CUST-0001547081,PROD-0000857038,ORD-202501-0000005396,5,Could be better,Read art guy could fire top land. School by tax son interest statement night. My we cup our individual record about.,false,15,2025-01-25 16:20:21,DEU,Oceania,Positive,2025-01-25 16:20:21,jennifer.atkins003@platform.example.com
,REV-202501-0000000008,CUST-0001537764,PROD-0000857045,ORD-202501-0000006523,5,Could be better,Personal computer him two. Baby seven close land. Fund still cost stand economy care gas. Hour read customer red dog like.,true,7,2025-01-07 06:52:14,ARE,Europe,Positive,2025-01-07 06:52:14,brandon.yu006@analytics.example.com
,REV-202501-0000000009,CUST-0001532275,PROD-0000848066,ORD-202501-0000002155,5,Not as expected,Crime writer miss dog. Matter hundred article magazine day she year. Something culture page government know my. Create lay possible.,true,5,2025-01-24 06:58:36,SGP,South America,Positive,2025-01-24 06:58:36,brittany.rose019@commerce.example.com
,REV-202501-0000000010,CUST-0001538608,PROD-0000852241,ORD-202501-0000001309,4,Highly recommended,Building simply finish daughter.,true,14,2025-01-03 23:45:50,NLD,North America,Positive,2025-01-03 23:45:50,tina.williams074@commerce.example.com
,REV-202501-0000000011,CUST-0001547446,PROD-0000849715,ORD-202501-0000002096,5,Worth the money,Thus hit candidate. Our movement security.,true,10,2025-01-29 18:50:17,JPN,North America,Positive,2025-01-29 18:50:17,joseph.johnson049@dataops.example.com
,REV-202501-0000000012,CUST-0001534464,PROD-0000853823,ORD-202501-0000000840,4,Great product,Show some operation send chance challenge at. Pass rise nearly alone company.,false,1,2025-01-28 18:10:38,ITA,North America,Positive,2025-01-28 18:10:38,james.proctor094@dataops.example.com
,REV-202501-0000000013,CUST-0001547421,PROD-0000852473,ORD-202501-0000004118,5,Could be better,Sure identify single approach participant morning admit hold.,true,5,2025-01-31 12:41:30,JPN,Asia,Positive,2025-01-31 12:41:30,christine.carter078@commerce.example.com
,REV-202501-0000000014,CUST-0001550539,PROD-0000843858,ORD-202501-0000002314,3,Fast delivery,Base buy determine born. Resource put go although drug world heavy fire.,false,3,2025-01-31 07:55:03,DEU,Asia,Neutral,2025-01-31 07:55:03,katelyn.pitts017@commerce.example.com
