shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202008-0000000000,ORD-202008-0000002936,WH-00085,CAN,Europe,Royal Mail,Express,Shipped,2020-08-23 20:15:03,2020-09-01,,3,India,2020-08-23 20:15:03,kelsey.taylor010@platform.example.com
,SHP-202008-0000000001,ORD-202008-0000002898,WH-00156,DEU,Oceania,Australia Post,Standard,Returned,2020-08-20 08:23:57,2020-08-30,,1,United Arab Emirates,2020-08-20 08:23:57,susan.rice083@commerce.example.com
,SHP-202008-0000000002,ORD-202008-0000000702,WH-00243,FRA,Europe,UPS,Same Day,Delivered,2020-08-13 20:43:33,2020-08-17,2020-08-27 23:43:33,2,United Arab Emirates,2020-08-13 20:43:33,adam.gordon030@commerce.example.com
,SHP-202008-0000000003,ORD-202008-0000003751,WH-00009,NLD,Europe,USPS,Pickup,Delivered,2020-08-16 08:47:32,2020-08-18,2020-08-19 16:47:32,1,Netherlands,2020-08-16 08:47:32,stephen.daniels076@commerce.example.com
,SHP-202008-0000000004,ORD-202008-0000003873,WH-00103,DEU,Europe,UPS,Pickup,Delivered,2020-08-15 12:27:06,2020-08-23,2020-08-19 19:27:06,1,France,2020-08-15 12:27:06,jennifer.bauer068@analytics.example.com
,SHP-202008-0000000005,ORD-202008-0000001591,WH-00168,BRA,Europe,DHL,Express,Delivered,2020-08-26 17:35:03,2020-09-03,2020-09-05 04:35:03,1,Australia,2020-08-26 17:35:03,andrea.cummings039@platform.example.com
,SHP-202008-0000000006,ORD-202008-0000002270,WH-00165,NLD,North America,UPS,Economy,Shipped,2020-08-22 12:46:03,2020-08-29,,1,Italy,2020-08-22 12:46:03,john.mullins109@commerce.example.com
,SHP-202008-0000000007,ORD-202008-0000001861,WH-00060,MEX,Asia,DHL,Economy,Delivered,2020-08-21 13:47:56,2020-08-31,2020-09-01 22:47:56,1,Singapore,2020-08-21 13:47:56,taylor.cunningham023@commerce.example.com
,SHP-202008-0000000008,ORD-202008-0000000087,WH-00237,DEU,North America,FedEx,Same Day,Delivered,2020-08-18 08:31:07,2020-08-21,2020-08-26 15:31:07,1,Canada,2020-08-18 08:31:07,micheal.hall064@dataops.example.com
,SHP-202008-0000000009,ORD-202008-0000002671,WH-00148,AUS,Asia,DHL,Express,Delayed,2020-08-14 02:02:44,2020-08-16,,1,United Kingdom,2020-08-14 02:02:44,michelle.sims041@analytics.example.com
