event_record_id,event_id,event_timestamp,session_id,customer_id,product_id,order_id,event_name,event_category,page_name,page_url,referrer_url,search_query,product_position,quantity,unit_price_local,event_value_local,local_currency,country_name,country_code,region_name,device_type,platform,operating_system,browser,traffic_source,traffic_medium,campaign_id,created_at,created_by
,EVT-202110-000000000000,2021-10-30 19:22:14,SES-202110-0000019362,CUST-0000423431,PROD-0000232966,ORD-202110-0000005836,payment_attempt,commerce,Checkout,https://shop.example.com/home,https://bing.com,,5,2,517.21,1034.42,EUR,Germany,DEU,Europe,Mobile,Mobile Web,Linux,Edge,Facebook,email,,2021-10-30 19:22:14,troy.boone097@platform.example.com
,EVT-202110-000000000001,2021-10-06 02:41:18,SES-202110-0000016315,CUST-0000418134,PROD-0000227238,ORD-202110-0000001035,purchase,conversion,Account,https://shop.example.com/checkout,https://facebook.com,,44,1,598.61,598.61,CAD,Canada,CAN,North America,Desktop,Mobile Web,ChromeOS,Safari,Instagram,referral,,2021-10-06 02:41:18,christine.johnson056@commerce.example.com
,EVT-202110-000000000002,2021-10-29 07:20:40,SES-202110-0000009061,CUST-0000427247,PROD-0000230386,ORD-202110-0000005840,purchase,conversion,Account,https://shop.example.com/home,https://bing.com,,26,3,682.02,2046.06,JPY,Japan,JPN,Asia,Mobile,iOS,Windows,Firefox,TikTok,referral,CAMP-2021-0036,2021-10-29 07:20:40,eric.horton058@analytics.example.com
,EVT-202110-000000000003,2021-10-22 02:26:55,SES-202110-0000020451,CUST-0000415733,,,page_view,engagement,Home,https://shop.example.com/home,https://instagram.com,,,0,0,0,SGD,Singapore,SGP,Asia,Mobile,iOS,iOS,Edge,Google,cpc,,2021-10-22 02:26:55,victor.palmer071@platform.example.com
,EVT-202110-000000000004,2021-10-06 04:18:38,SES-202110-0000016389,CUST-0000419569,PROD-0000233272,,product_view,commerce,Checkout,https://shop.example.com/cart,https://facebook.com,,23,3,101.17,303.51,MXN,Mexico,MEX,North America,Desktop,Android,Linux,Firefox,Bing,social,,2021-10-06 04:18:38,alyssa.richards002@commerce.example.com
,EVT-202110-000000000005,2021-10-03 20:29:15,SES-202110-0000011914,CUST-0000411677,PROD-0000221174,,product_view,commerce,Account,https://shop.example.com/search,https://instagram.com,,10,3,1018.61,3055.83,EUR,Germany,DEU,Europe,Laptop,Android,Linux,Firefox,Affiliate,email,CAMP-2021-0030,2021-10-03 20:29:15,sylvia.diaz107@dataops.example.com
,EVT-202110-000000000006,2021-10-24 08:40:27,SES-202110-0000004022,CUST-0000423516,PROD-0000231471,,product_view,commerce,Search,https://shop.example.com/checkout,https://facebook.com,,3,5,1298.69,6493.45,USD,United States,USA,North America,Mobile,Android,Windows,Chrome,Affiliate,referral,CAMP-2021-0036,2021-10-24 08:40:27,timothy.cameron104@commerce.example.com
,EVT-202110-000000000007,2021-10-23 14:18:36,SES-202110-0000011754,CUST-0000409787,,,page_view,engagement,Search,https://shop.example.com/home,https://google.com,,,0,0,0,EUR,France,FRA,Europe,Tablet,Android,ChromeOS,Edge,Organic,email,CAMP-2021-0032,2021-10-23 14:18:36,susan.rice083@commerce.example.com
,EVT-202110-000000000008,2021-10-17 00:54:16,SES-202110-0000023328,CUST-0000406135,,,page_view,engagement,Search,https://shop.example.com/checkout,https://facebook.com,,,0,0,0,INR,India,IND,Asia,Laptop,iOS,iOS,Chrome,Email,cpc,,2021-10-17 00:54:16,christine.johnson056@commerce.example.com
,EVT-202110-000000000009,2021-10-10 04:36:40,SES-202110-0000008814,CUST-0000409428,PROD-0000233112,ORD-202110-0000014449,payment_attempt,commerce,Account,https://shop.example.com/checkout,https://bing.com,,25,1,1372.98,1372.98,USD,United States,USA,North America,Mobile,Web,ChromeOS,Chrome,Organic,referral,CAMP-2021-0031,2021-10-10 04:36:40,tina.williams074@commerce.example.com
