seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
259198,SELL-00259198,Robinson Inc,Distributor,Netherlands,NLD,Europe,5,Active,Dropship,2024-02-16,2024-02-16 00:00:00,,true,2024-02-16 12:35:45,michael.berger060@platform.example.com
259199,SELL-00259199,Solis-Walker,Retailer,Spain,ESP,Europe,4.23,Active,Platform Fulfilled,2024-02-14,2024-02-14 00:00:00,,true,2024-02-14 07:44:53,ryan.steele043@commerce.example.com
259200,SELL-00259200,"Barnes, Evans and Martinez",Retailer,Mexico,MEX,North America,4.74,Active,Dropship,2024-02-14,2024-02-14 00:00:00,,true,2024-02-14 16:15:35,juan.simmons120@platform.example.com
259201,SELL-00259201,Griffith Ltd,Distributor,United States,USA,North America,4.62,Active,Seller Fulfilled,2024-02-13,2024-02-13 00:00:00,,true,2024-02-13 11:43:34,jennifer.shepherd015@analytics.example.com
259202,SELL-00259202,Thomas and Sons,Small Business,Brazil,BRA,South America,4.4,Active,Dropship,2024-02-04,2024-02-04 00:00:00,,true,2024-02-04 22:21:43,crystal.smith022@platform.example.com
259203,SELL-00259203,Livingston-Wise,Retailer,France,FRA,Europe,4.43,Active,Seller Fulfilled,2024-02-16,2024-02-16 00:00:00,,true,2024-02-16 20:16:44,sandra.hunter036@platform.example.com
259204,SELL-00259204,"Rodriguez, Smith and Smith",Small Business,Australia,AUS,Oceania,3.82,Suspended,Seller Fulfilled,2024-02-17,2024-02-17 00:00:00,,true,2024-02-17 11:04:30,christopher.reed095@commerce.example.com
259205,SELL-00259205,Bailey-Davis,Retailer,Brazil,BRA,South America,4.82,Active,Seller Fulfilled,2024-02-08,2024-02-08 00:00:00,,true,2024-02-08 15:32:32,juan.simmons120@platform.example.com
259206,SELL-00259206,"Baker, Nelson and Peters",Small Business,Singapore,SGP,Asia,4.78,Active,Seller Fulfilled,2024-02-29,2024-02-29 00:00:00,,true,2024-02-29 23:52:00,victoria.medina044@dataops.example.com
259207,SELL-00259207,"Thomas, Lowery and Green",Small Business,India,IND,Asia,4.01,Active,Platform Fulfilled,2024-02-24,2024-02-24 00:00:00,,true,2024-02-24 23:24:38,brian.banks011@platform.example.com
259208,SELL-00259208,Ward and Sons,Small Business,Netherlands,NLD,Europe,4.03,Inactive,Platform Fulfilled,2024-02-29,2024-02-29 00:00:00,,true,2024-02-29 21:24:45,beth.carter090@dataops.example.com
