customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
154138,CUST-0000154138,Richard,Mosley,Non-binary,1991-06-15,29,25-34,richard.mosley.154138@yahoo.com,United States,USA,North America,Northern America,West Brentside,Arkansas,52012,USD,Premium,Direct,2020-10-30,Active,false,2020-10-30 00:00:00,,true,Web,2020-10-30 06:12:30,2020-10-30 20:16:19,john.mullins109@commerce.example.com
154139,CUST-0000154139,Ryan,Castro,Female,1959-02-20,61,55-64,ryan.castro.154139@hotmail.com,Singapore,SGP,Asia,South-eastern Asia,East Angelaburgh,Nebraska,66266,SGD,Occasional,Paid Search,2020-10-31,Active,false,2020-10-31 00:00:00,,true,CRM,2020-10-31 02:12:43,2020-10-31 15:18:21,michael.berger060@platform.example.com
154140,CUST-0000154140,Lisa,Ray,Female,1958-02-26,62,55-64,lisa.ray.154140@hotmail.com,Japan,JPN,Asia,Eastern Asia,South Jamesstad,Indiana,47842,JPY,Premium,Direct,2020-10-03,Suspended,false,2020-10-03 00:00:00,,true,Marketplace,2020-10-03 17:37:01,2020-10-03 03:41:12,patrick.gonzalez035@dataops.example.com
154141,CUST-0000154141,Dennis,Ashley,Prefer not to say,1975-11-01,44,35-44,dennis.ashley.154141@gmail.com,United Arab Emirates,ARE,Asia,Western Asia,Kingview,Florida,42556,AED,Premium,Direct,2020-10-12,Active,false,2020-10-12 00:00:00,,true,Web,2020-10-12 19:44:21,2020-10-12 18:37:40,ashley.marks069@commerce.example.com
154142,CUST-0000154142,Corey,Lewis,Male,1998-01-20,22,18-24,corey.lewis.154142@hotmail.com,Brazil,BRA,South America,South America,Port Gregory,Washington,78054,BRL,Premium,Social,2020-10-29,Suspended,true,2020-10-29 00:00:00,,true,Web,2020-10-29 03:01:34,2020-10-29 16:29:31,lance.williams029@platform.example.com
154143,CUST-0000154143,Anna,James,Female,1949-03-08,71,65+,anna.james.154143@hotmail.com,Germany,DEU,Europe,Western Europe,New Brianna,Tennessee,03519,EUR,Regular,Social,2020-10-05,Active,false,2020-10-05 00:00:00,,true,Marketplace,2020-10-05 20:39:18,2020-10-05 20:56:25,kelsey.taylor010@platform.example.com
154144,CUST-0000154144,Cody,Graves,Female,2005-09-19,15,18-24,cody.graves.154144@hotmail.com,Brazil,BRA,South America,South America,East Cindyburgh,Washington,77151,BRL,Occasional,Direct,2020-10-21,Active,false,2020-10-21 00:00:00,,true,CRM,2020-10-21 04:14:10,2020-10-21 15:44:37,maria.ashley046@analytics.example.com
154145,CUST-0000154145,Timothy,Lucas,Male,1969-08-15,51,45-54,timothy.lucas.154145@hotmail.com,United States,USA,North America,Northern America,Suttonstad,North Dakota,43923,USD,Regular,Organic,2020-10-08,Active,true,2020-10-08 00:00:00,,true,Web,2020-10-08 17:43:14,2020-10-08 12:30:27,adam.gordon030@commerce.example.com
154146,CUST-0000154146,Andrea,Khan,Male,1995-01-21,25,25-34,andrea.khan.154146@yahoo.com,Netherlands,NLD,Europe,Western Europe,Harperview,Alabama,07636,EUR,Regular,Organic,2020-10-08,Active,false,2020-10-08 00:00:00,,true,Mobile,2020-10-08 03:57:43,2020-10-08 10:32:40,lance.williams029@platform.example.com
154147,CUST-0000154147,Billy,Stevens,Prefer not to say,2000-05-16,20,18-24,billy.stevens.154147@gmail.com,United Kingdom,GBR,Europe,Northern Europe,Laneview,Massachusetts,05805,GBP,Regular,Paid Search,2020-10-01,Active,true,2020-10-01 00:00:00,,true,Mobile,2020-10-01 23:28:33,2020-10-01 22:25:08,joseph.johnson049@dataops.example.com
