campaign_record_id,campaign_id,campaign_name,campaign_type,channel,source,medium,country_code,region_name,start_date,end_date,budget_local,spend_local,local_currency,impressions,clicks,conversions,created_at,created_by
,CAMP-2024-07-000000,Holiday Red Campaign,Retention,TikTok,Google,referral,JPN,Asia,2024-07-20,2024-07-29,351491.57,354401.22,JPY,63345,4713,210,2024-07-20 10:27:52,eric.horton058@analytics.example.com
,CAMP-2024-07-000001,Back-to-School Answer Campaign,Retention,Display,Google,cpc,GBR,Europe,2024-07-29,2024-08-12,22137.39,13566.25,GBP,27090,871,114,2024-07-29 00:22:00,darren.anderson025@dataops.example.com
,CAMP-2024-07-000002,Holiday The Campaign,Brand,Organic,CRM,direct,NLD,Europe,2024-07-06,2024-07-30,90482.72,64302.26,EUR,297226,8739,557,2024-07-06 23:40:21,peter.martinez098@platform.example.com
,CAMP-2024-07-000003,Winter Provide Campaign,Retention,Display,Partner,direct,CAN,North America,2024-07-20,2024-07-23,403192.39,262799.84,CAD,133720,4871,109,2024-07-20 05:45:10,maria.ashley046@analytics.example.com
,CAMP-2024-07-000004,Holiday Old Campaign,Launch,TikTok,TikTok,cpc,IND,Asia,2024-07-09,2024-07-26,371723.08,208796.45,INR,16556,471,41,2024-07-09 21:36:16,katelyn.pitts017@commerce.example.com
,CAMP-2024-07-000005,Back-to-School Ball Campaign,Flash Sale,Email,CRM,affiliate,ESP,Europe,2024-07-01,2024-07-20,316616.7,203373.55,EUR,283108,12544,662,2024-07-01 14:53:30,michelle.bender024@analytics.example.com
,CAMP-2024-07-000006,Back-to-School Including Campaign,Brand,Organic,Meta,cpc,CAN,North America,2024-07-24,2024-08-19,298544.33,221617.55,CAD,60954,1129,95,2024-07-24 15:12:32,kenneth.rodgers059@analytics.example.com
,CAMP-2024-07-000007,Member Part Campaign,Seasonal,Meta,Google,organic,FRA,Europe,2024-07-01,2024-07-18,29988.32,28121.91,EUR,278687,3648,139,2024-07-01 05:35:19,brian.taylor114@analytics.example.com
,CAMP-2024-07-000008,Winter Financial Campaign,Brand,Email,Partner,email,IND,Asia,2024-07-03,2024-07-30,300233.78,180821.2,INR,179259,10589,516,2024-07-03 11:08:29,christine.carter078@commerce.example.com
,CAMP-2024-07-000009,Holiday National Campaign,Retention,Display,CRM,affiliate,DEU,Europe,2024-07-13,2024-07-26,262990.66,243078.66,EUR,467036,16793,910,2024-07-13 03:08:01,brian.taylor114@analytics.example.com
,CAMP-2024-07-000010,Member Voice Campaign,Retention,Organic,CRM,email,ESP,Europe,2024-07-03,2024-08-02,152365.54,57977.42,EUR,101607,6923,546,2024-07-03 14:17:55,diana.williams116@analytics.example.com
,CAMP-2024-07-000011,Winter Begin Campaign,Brand,Display,Meta,cpc,ITA,Europe,2024-07-18,2024-07-28,297534.01,289045.7,EUR,121102,3613,489,2024-07-18 11:16:53,grace.gonzales099@dataops.example.com
,CAMP-2024-07-000012,Member Place Campaign,Retention,TikTok,Partner,affiliate,USA,North America,2024-07-16,2024-07-20,137360.29,67034.22,USD,50171,1083,187,2024-07-16 01:42:51,megan.cunningham013@commerce.example.com
,CAMP-2024-07-000013,Back-to-School Grow Campaign,Flash Sale,Email,Meta,social,CAN,North America,2024-07-05,2024-08-09,333350.81,253683.18,CAD,6330,74,1,2024-07-05 20:48:29,joseph.johnson049@dataops.example.com
,CAMP-2024-07-000014,Summer Contain Campaign,Performance,Google Ads,Google,referral,JPN,Asia,2024-07-05,2024-07-12,111009.52,44505.41,JPY,285785,14424,981,2024-07-05 09:46:56,jennifer.hudson020@analytics.example.com
,CAMP-2024-07-000015,Member Left Campaign,Launch,Display,Meta,social,USA,North America,2024-07-07,2024-07-11,484982.12,255888.93,USD,353777,6408,679,2024-07-07 18:53:18,kimberly.harmon088@commerce.example.com
,CAMP-2024-07-000016,Growth My Campaign,Brand,Email,Google,referral,BRA,South America,2024-07-23,2024-08-22,261922.79,90724.1,BRL,45574,1298,155,2024-07-23 18:10:11,yolanda.vasquez005@platform.example.com
,CAMP-2024-07-000017,Member Entire Campaign,Seasonal,Email,Partner,organic,AUS,Oceania,2024-07-03,2024-07-12,278813.16,210994.18,AUD,40107,3069,308,2024-07-03 10:44:53,christine.johnson056@commerce.example.com
,CAMP-2024-07-000018,Growth World Campaign,Seasonal,Display,CRM,referral,BRA,South America,2024-07-07,2024-07-12,261446.41,86439.34,BRL,159133,10965,1331,2024-07-07 20:51:11,craig.johnson106@analytics.example.com
,CAMP-2024-07-000019,Holiday Security Campaign,Flash Sale,Display,TikTok,cpc,IND,Asia,2024-07-13,2024-07-31,439635.06,197671.46,INR,30771,2039,58,2024-07-13 14:17:12,chelsea.patel065@commerce.example.com
,CAMP-2024-07-000020,Growth Good Campaign,Launch,Display,CRM,referral,FRA,Europe,2024-07-27,2024-08-01,492285.03,231827.7,EUR,202861,3508,621,2024-07-27 11:05:39,kenneth.rodgers059@analytics.example.com
,CAMP-2024-07-000021,Summer Arrive Campaign,Launch,Affiliate,Google,email,JPN,Asia,2024-07-31,2024-08-04,339078.18,286264.25,JPY,305038,10318,205,2024-07-31 19:45:24,mary.jordan048@analytics.example.com
,CAMP-2024-07-000022,Growth Ever Campaign,Flash Sale,Affiliate,Partner,email,ITA,Europe,2024-07-10,2024-07-17,50487.4,22388.97,EUR,31434,999,38,2024-07-10 10:24:40,taylor.cunningham023@commerce.example.com
,CAMP-2024-07-000023,Back-to-School Institution Campaign,Seasonal,Google Ads,Meta,organic,JPN,Asia,2024-07-13,2024-08-11,185764.79,71079.87,JPY,31712,870,118,2024-07-13 02:33:20,mary.jordan048@analytics.example.com
,CAMP-2024-07-000024,Summer Box Campaign,Brand,Affiliate,CRM,cpc,GBR,Europe,2024-07-13,2024-08-12,23312.72,18213.13,GBP,141926,7782,255,2024-07-13 21:56:31,ryan.steele043@commerce.example.com
,CAMP-2024-07-000025,Growth Want Campaign,Flash Sale,Organic,Meta,email,ESP,Europe,2024-07-02,2024-07-12,493105.92,210773.76,EUR,447814,19857,2192,2024-07-02 23:53:16,victor.palmer071@platform.example.com
,CAMP-2024-07-000026,Back-to-School Analysis Campaign,Seasonal,Display,Google,affiliate,IND,Asia,2024-07-20,2024-08-09,430007.05,322474.21,INR,136245,10147,1765,2024-07-20 15:15:27,sylvia.diaz107@dataops.example.com
,CAMP-2024-07-000027,Back-to-School Push Campaign,Brand,Affiliate,CRM,referral,MEX,North America,2024-07-15,2024-07-27,428391.67,420653.06,MXN,347425,16604,1014,2024-07-15 11:20:14,peter.martinez098@platform.example.com
,CAMP-2024-07-000028,Member Look Campaign,Performance,Display,TikTok,email,ESP,Europe,2024-07-03,2024-07-18,164951.39,79249.23,EUR,45064,1070,155,2024-07-03 17:16:02,crystal.smith022@platform.example.com
,CAMP-2024-07-000029,Holiday Prepare Campaign,Performance,Affiliate,TikTok,email,SGP,Asia,2024-07-13,2024-08-12,159928.39,122134.38,SGD,37381,2843,289,2024-07-13 10:41:25,kevin.mathews014@analytics.example.com
,CAMP-2024-07-000030,Back-to-School Tv Campaign,Retention,Organic,Partner,affiliate,NLD,Europe,2024-07-17,2024-07-21,490485.85,366617.85,EUR,471275,10021,1467,2024-07-17 17:00:38,adam.gordon030@commerce.example.com
,CAMP-2024-07-000031,Winter Performance Campaign,Performance,Affiliate,TikTok,organic,ARE,Asia,2024-07-09,2024-07-31,390116.98,298312.13,AED,55867,888,158,2024-07-09 05:12:44,jennifer.bauer068@analytics.example.com
