currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2020-08-31 14:59:43,alyssa.richards002@commerce.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2020-08-08 13:16:56,andrea.cummings039@platform.example.com
GBP,Pound Sterling,£,2,FIAT,true,2020-08-27 14:08:32,patrick.gonzalez035@dataops.example.com
EUR,Euro,€,2,FIAT,true,2020-08-11 13:48:30,stephen.clark001@analytics.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2020-08-15 05:03:27,jeffery.miller012@commerce.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2020-08-12 07:58:07,adam.gordon030@commerce.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2020-08-16 07:56:05,michael.johnson061@platform.example.com
INR,Indian Rupee,₹,2,FIAT,true,2020-08-21 18:11:26,michelle.sims041@analytics.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2020-08-11 12:55:56,megan.cunningham013@commerce.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2020-08-14 01:55:18,micheal.chen050@dataops.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2020-08-05 00:01:39,lance.williams029@platform.example.com
