review_record_id,review_id,customer_id,product_id,order_id,rating,review_title,review_text,verified_purchase,helpful_votes,review_timestamp,country_code,region_name,sentiment,created_at,created_by
,REV-202003-0000000000,CUST-0000027659,PROD-0000017819,ORD-202003-0000000956,4,Worth the money,Soon part family.,true,15,2020-03-24 00:41:02,GBR,North America,Positive,2020-03-24 00:41:02,peter.martinez098@platform.example.com
,REV-202003-0000000001,CUST-0000042703,PROD-0000022624,ORD-202003-0000001387,5,Average experience,Receive as level someone bring. Accept lot citizen story quite.,true,3,2020-03-04 21:01:20,USA,Europe,Positive,2020-03-04 21:01:20,david.cabrera119@dataops.example.com
,REV-202003-0000000002,CUST-0000036336,PROD-0000019067,ORD-202003-0000000708,5,Fast delivery,Risk tax get moment into girl. Six everybody either your yourself. Attention weight job various travel free. Environment spring north week push civil matter.,true,2,2020-03-18 05:55:40,SGP,Asia,Positive,2020-03-18 05:55:40,michael.johnson061@platform.example.com
,REV-202003-0000000003,CUST-0000030318,PROD-0000019029,ORD-202003-0000003587,4,Excellent quality,Care mind government never.,true,8,2020-03-15 20:13:44,FRA,Europe,Positive,2020-03-15 20:13:44,michelle.bender024@analytics.example.com
,REV-202003-0000000004,CUST-0000041597,PROD-0000019391,ORD-202003-0000003474,5,Could be better,Education trade heart born.,true,7,2020-03-21 01:34:09,GBR,Asia,Positive,2020-03-21 01:34:09,ryan.steele043@commerce.example.com
,REV-202003-0000000005,CUST-0000036411,PROD-0000023669,ORD-202003-0000002369,5,Excellent quality,State force heavy beat. Investment player computer member with relate street as.,true,2,2020-03-24 09:40:19,ITA,North America,Positive,2020-03-24 09:40:19,david.cabrera119@dataops.example.com
,REV-202003-0000000006,CUST-0000031708,PROD-0000022864,ORD-202003-0000003078,5,Worth the money,Throw information term possible smile bad feel. True group then while. Task peace explain effort though apply participant. Dark light we sea.,true,0,2020-03-22 00:04:35,JPN,South America,Positive,2020-03-22 00:04:35,eric.horton058@analytics.example.com
,REV-202003-0000000007,CUST-0000034395,PROD-0000021928,ORD-202003-0000004827,4,Fast delivery,Investment plant education necessary.,true,17,2020-03-23 03:18:28,ESP,North America,Positive,2020-03-23 03:18:28,michelle.bender024@analytics.example.com
,REV-202003-0000000008,CUST-0000040557,PROD-0000019340,ORD-202003-0000004244,2,Highly recommended,Whose shoulder would after lose product kitchen. Administration fire environment bill instead moment. Ability lay word hair. Once significant better.,true,2,2020-03-15 01:51:37,JPN,Asia,Negative,2020-03-15 01:51:37,ashley.marks069@commerce.example.com
,REV-202003-0000000009,CUST-0000037815,PROD-0000022263,ORD-202003-0000001230,4,Excellent quality,Five evening join both concern option gas will. Tell organization myself blood. Face order recognize administration. Kind center capital bill discussion production dark.,false,9,2020-03-11 08:56:39,SGP,Asia,Positive,2020-03-11 08:56:39,peter.martinez098@platform.example.com
